Link,Game ID,Away Team,Away Long,Away Score,Home Team,Home Long,Home Score,OT Ind
http://www.basketball-reference.com/boxscores/201201010MIN.html,201201010MIN,DAL,Dallas Mavericks,82,MIN,Minnesota Timberwolves,99,RG
http://www.basketball-reference.com/boxscores/201201010ORL.html,201201010ORL,TOR,Toronto Raptors,96,ORL,Orlando Magic,102,RG
http://www.basketball-reference.com/boxscores/201201010SAC.html,201201010SAC,NOH,New Orleans Hornets,80,SAC,Sacramento Kings,96,RG
http://www.basketball-reference.com/boxscores/201201010WAS.html,201201010WAS,BOS,Boston Celtics,94,WAS,Washington Wizards,86,RG
http://www.basketball-reference.com/boxscores/201201020BOS.html,201201020BOS,WAS,Washington Wizards,92,BOS,Boston Celtics,100,RG
http://www.basketball-reference.com/boxscores/201201020DAL.html,201201020DAL,OKC,Oklahoma City Thunder,87,DAL,Dallas Mavericks,100,RG
http://www.basketball-reference.com/boxscores/201201020DEN.html,201201020DEN,MIL,Milwaukee Bucks,86,DEN,Denver Nuggets,91,RG
http://www.basketball-reference.com/boxscores/201201020DET.html,201201020DET,ORL,Orlando Magic,78,DET,Detroit Pistons,89,RG
http://www.basketball-reference.com/boxscores/201201020MIA.html,201201020MIA,ATL,Atlanta Hawks,100,MIA,Miami Heat,92,RG
http://www.basketball-reference.com/boxscores/201201020MIN.html,201201020MIN,SAS,San Antonio Spurs,96,MIN,Minnesota Timberwolves,106,RG
http://www.basketball-reference.com/boxscores/201201020NJN.html,201201020NJN,IND,Indiana Pacers,108,NJN,New Jersey Nets,94,RG
http://www.basketball-reference.com/boxscores/201201020NYK.html,201201020NYK,TOR,Toronto Raptors,90,NYK,New York Knicks,85,RG
http://www.basketball-reference.com/boxscores/201201020PHO.html,201201020PHO,GSW,Golden State Warriors,91,PHO,Phoenix Suns,102,RG
http://www.basketball-reference.com/boxscores/201201020UTA.html,201201020UTA,NOH,New Orleans Hornets,90,UTA,Utah Jazz,94,RG
http://www.basketball-reference.com/boxscores/201201030CHI.html,201201030CHI,ATL,Atlanta Hawks,74,CHI,Chicago Bulls,76,RG
http://www.basketball-reference.com/boxscores/201201030CLE.html,201201030CLE,CHA,Charlotte Bobcats,101,CLE,Cleveland Cavaliers,115,RG
http://www.basketball-reference.com/boxscores/201201030LAL.html,201201030LAL,HOU,Houston Rockets,99,LAL,Los Angeles Lakers,108,RG
http://www.basketball-reference.com/boxscores/201201030MEM.html,201201030MEM,SAC,Sacramento Kings,96,MEM,Memphis Grizzlies,113,RG
http://www.basketball-reference.com/boxscores/201201030OKC.html,201201030OKC,POR,Portland Trail Blazers,103,OKC,Oklahoma City Thunder,93,RG
http://www.basketball-reference.com/boxscores/201201030UTA.html,201201030UTA,MIL,Milwaukee Bucks,73,UTA,Utah Jazz,85,RG
http://www.basketball-reference.com/boxscores/201201040BOS.html,201201040BOS,NJN,New Jersey Nets,70,BOS,Boston Celtics,89,RG
http://www.basketball-reference.com/boxscores/201201040DAL.html,201201040DAL,PHO,Phoenix Suns,89,DAL,Dallas Mavericks,98,RG
http://www.basketball-reference.com/boxscores/201201040DEN.html,201201040DEN,SAC,Sacramento Kings,83,DEN,Denver Nuggets,110,RG
http://www.basketball-reference.com/boxscores/201201040DET.html,201201040DET,CHI,Chicago Bulls,99,DET,Detroit Pistons,83,RG
http://www.basketball-reference.com/boxscores/201201040LAC.html,201201040LAC,HOU,Houston Rockets,89,LAC,Los Angeles Clippers,117,RG
http://www.basketball-reference.com/boxscores/201201040MIA.html,201201040MIA,IND,Indiana Pacers,83,MIA,Miami Heat,118,RG
http://www.basketball-reference.com/boxscores/201201040MIN.html,201201040MIN,MEM,Memphis Grizzlies,90,MIN,Minnesota Timberwolves,86,RG
http://www.basketball-reference.com/boxscores/201201040NOH.html,201201040NOH,PHI,Philadelphia 76ers,101,NOH,New Orleans Hornets,93,RG
http://www.basketball-reference.com/boxscores/201201040NYK.html,201201040NYK,CHA,Charlotte Bobcats,118,NYK,New York Knicks,110,RG
http://www.basketball-reference.com/boxscores/201201040ORL.html,201201040ORL,WAS,Washington Wizards,85,ORL,Orlando Magic,103,RG
http://www.basketball-reference.com/boxscores/201201040SAS.html,201201040SAS,GSW,Golden State Warriors,95,SAS,San Antonio Spurs,101,RG
http://www.basketball-reference.com/boxscores/201201040TOR.html,201201040TOR,CLE,Cleveland Cavaliers,77,TOR,Toronto Raptors,92,RG
http://www.basketball-reference.com/boxscores/201201050ATL.html,201201050ATL,MIA,Miami Heat,116,ATL,Atlanta Hawks,109,3OT
http://www.basketball-reference.com/boxscores/201201050POR.html,201201050POR,LAL,Los Angeles Lakers,96,POR,Portland Trail Blazers,107,RG
http://www.basketball-reference.com/boxscores/201201050SAC.html,201201050SAC,MIL,Milwaukee Bucks,100,SAC,Sacramento Kings,103,RG
http://www.basketball-reference.com/boxscores/201201050SAS.html,201201050SAS,DAL,Dallas Mavericks,71,SAS,San Antonio Spurs,93,RG
http://www.basketball-reference.com/boxscores/201201060BOS.html,201201060BOS,IND,Indiana Pacers,87,BOS,Boston Celtics,74,RG
http://www.basketball-reference.com/boxscores/201201060CHA.html,201201060CHA,ATL,Atlanta Hawks,102,CHA,Charlotte Bobcats,96,OT
http://www.basketball-reference.com/boxscores/201201060LAL.html,201201060LAL,GSW,Golden State Warriors,90,LAL,Los Angeles Lakers,97,RG
http://www.basketball-reference.com/boxscores/201201060MIN.html,201201060MIN,CLE,Cleveland Cavaliers,98,MIN,Minnesota Timberwolves,87,RG
http://www.basketball-reference.com/boxscores/201201060NOH.html,201201060NOH,DEN,Denver Nuggets,96,NOH,New Orleans Hornets,88,RG
http://www.basketball-reference.com/boxscores/201201060OKC.html,201201060OKC,HOU,Houston Rockets,94,OKC,Oklahoma City Thunder,109,RG
http://www.basketball-reference.com/boxscores/201201060ORL.html,201201060ORL,CHI,Chicago Bulls,97,ORL,Orlando Magic,83,RG
http://www.basketball-reference.com/boxscores/201201060PHI.html,201201060PHI,DET,Detroit Pistons,73,PHI,Philadelphia 76ers,96,RG
http://www.basketball-reference.com/boxscores/201201060PHO.html,201201060PHO,POR,Portland Trail Blazers,77,PHO,Phoenix Suns,102,RG
http://www.basketball-reference.com/boxscores/201201060TOR.html,201201060TOR,NJN,New Jersey Nets,97,TOR,Toronto Raptors,85,RG
http://www.basketball-reference.com/boxscores/201201060UTA.html,201201060UTA,MEM,Memphis Grizzlies,85,UTA,Utah Jazz,94,RG
http://www.basketball-reference.com/boxscores/201201060WAS.html,201201060WAS,NYK,New York Knicks,99,WAS,Washington Wizards,96,RG
http://www.basketball-reference.com/boxscores/201201070ATL.html,201201070ATL,CHI,Chicago Bulls,94,ATL,Atlanta Hawks,109,RG
http://www.basketball-reference.com/boxscores/201201070DAL.html,201201070DAL,NOH,New Orleans Hornets,81,DAL,Dallas Mavericks,96,RG
http://www.basketball-reference.com/boxscores/201201070DET.html,201201070DET,NYK,New York Knicks,103,DET,Detroit Pistons,80,RG
http://www.basketball-reference.com/boxscores/201201070GSW.html,201201070GSW,UTA,Utah Jazz,88,GSW,Golden State Warriors,87,RG
http://www.basketball-reference.com/boxscores/201201070HOU.html,201201070HOU,OKC,Oklahoma City Thunder,98,HOU,Houston Rockets,95,RG
http://www.basketball-reference.com/boxscores/201201070IND.html,201201070IND,CHA,Charlotte Bobcats,77,IND,Indiana Pacers,99,RG
http://www.basketball-reference.com/boxscores/201201070LAC.html,201201070LAC,MIL,Milwaukee Bucks,86,LAC,Los Angeles Clippers,92,RG
http://www.basketball-reference.com/boxscores/201201070NJN.html,201201070NJN,MIA,Miami Heat,101,NJN,New Jersey Nets,90,RG
http://www.basketball-reference.com/boxscores/201201070PHI.html,201201070PHI,TOR,Toronto Raptors,62,PHI,Philadelphia 76ers,97,RG
http://www.basketball-reference.com/boxscores/201201070SAS.html,201201070SAS,DEN,Denver Nuggets,117,SAS,San Antonio Spurs,121,RG
http://www.basketball-reference.com/boxscores/201201080LAL.html,201201080LAL,MEM,Memphis Grizzlies,82,LAL,Los Angeles Lakers,90,RG
http://www.basketball-reference.com/boxscores/201201080OKC.html,201201080OKC,SAS,San Antonio Spurs,96,OKC,Oklahoma City Thunder,108,RG
http://www.basketball-reference.com/boxscores/201201080PHO.html,201201080PHO,MIL,Milwaukee Bucks,93,PHO,Phoenix Suns,109,RG
http://www.basketball-reference.com/boxscores/201201080POR.html,201201080POR,CLE,Cleveland Cavaliers,78,POR,Portland Trail Blazers,98,RG
http://www.basketball-reference.com/boxscores/201201080SAC.html,201201080SAC,ORL,Orlando Magic,104,SAC,Sacramento Kings,97,RG
http://www.basketball-reference.com/boxscores/201201080WAS.html,201201080WAS,MIN,Minnesota Timberwolves,93,WAS,Washington Wizards,72,RG
http://www.basketball-reference.com/boxscores/201201090CHI.html,201201090CHI,DET,Detroit Pistons,68,CHI,Chicago Bulls,92,RG
http://www.basketball-reference.com/boxscores/201201090DEN.html,201201090DEN,NOH,New Orleans Hornets,94,DEN,Denver Nuggets,81,RG
http://www.basketball-reference.com/boxscores/201201090NJN.html,201201090NJN,ATL,Atlanta Hawks,106,NJN,New Jersey Nets,101,RG
http://www.basketball-reference.com/boxscores/201201090NYK.html,201201090NYK,CHA,Charlotte Bobcats,87,NYK,New York Knicks,91,RG
http://www.basketball-reference.com/boxscores/201201090PHI.html,201201090PHI,IND,Indiana Pacers,86,PHI,Philadelphia 76ers,96,RG
http://www.basketball-reference.com/boxscores/201201090TOR.html,201201090TOR,MIN,Minnesota Timberwolves,87,TOR,Toronto Raptors,97,RG
http://www.basketball-reference.com/boxscores/201201100CHA.html,201201100CHA,HOU,Houston Rockets,82,CHA,Charlotte Bobcats,70,RG
http://www.basketball-reference.com/boxscores/201201100DET.html,201201100DET,DAL,Dallas Mavericks,100,DET,Detroit Pistons,86,RG
http://www.basketball-reference.com/boxscores/201201100GSW.html,201201100GSW,MIA,Miami Heat,106,GSW,Golden State Warriors,111,OT
http://www.basketball-reference.com/boxscores/201201100LAL.html,201201100LAL,PHO,Phoenix Suns,83,LAL,Los Angeles Lakers,99,RG
http://www.basketball-reference.com/boxscores/201201100MEM.html,201201100MEM,OKC,Oklahoma City Thunder,100,MEM,Memphis Grizzlies,95,RG
http://www.basketball-reference.com/boxscores/201201100MIL.html,201201100MIL,SAS,San Antonio Spurs,103,MIL,Milwaukee Bucks,106,RG
http://www.basketball-reference.com/boxscores/201201100MIN.html,201201100MIN,CHI,Chicago Bulls,111,MIN,Minnesota Timberwolves,100,RG
http://www.basketball-reference.com/boxscores/201201100PHI.html,201201100PHI,SAC,Sacramento Kings,85,PHI,Philadelphia 76ers,112,RG
http://www.basketball-reference.com/boxscores/201201100POR.html,201201100POR,LAC,Los Angeles Clippers,97,POR,Portland Trail Blazers,105,RG
http://www.basketball-reference.com/boxscores/201201100UTA.html,201201100UTA,CLE,Cleveland Cavaliers,105,UTA,Utah Jazz,113,RG
http://www.basketball-reference.com/boxscores/201201100WAS.html,201201100WAS,TOR,Toronto Raptors,78,WAS,Washington Wizards,93,RG
http://www.basketball-reference.com/boxscores/201201110BOS.html,201201110BOS,DAL,Dallas Mavericks,90,BOS,Boston Celtics,85,RG
http://www.basketball-reference.com/boxscores/201201110CHI.html,201201110CHI,WAS,Washington Wizards,64,CHI,Chicago Bulls,78,RG
http://www.basketball-reference.com/boxscores/201201110DEN.html,201201110DEN,NJN,New Jersey Nets,115,DEN,Denver Nuggets,123,RG
http://www.basketball-reference.com/boxscores/201201110IND.html,201201110IND,ATL,Atlanta Hawks,84,IND,Indiana Pacers,96,RG
http://www.basketball-reference.com/boxscores/201201110LAC.html,201201110LAC,MIA,Miami Heat,89,LAC,Los Angeles Clippers,95,OT
http://www.basketball-reference.com/boxscores/201201110NOH.html,201201110NOH,OKC,Oklahoma City Thunder,95,NOH,New Orleans Hornets,85,RG
http://www.basketball-reference.com/boxscores/201201110NYK.html,201201110NYK,PHI,Philadelphia 76ers,79,NYK,New York Knicks,85,RG
http://www.basketball-reference.com/boxscores/201201110POR.html,201201110POR,ORL,Orlando Magic,107,POR,Portland Trail Blazers,104,RG
http://www.basketball-reference.com/boxscores/201201110SAS.html,201201110SAS,HOU,Houston Rockets,95,SAS,San Antonio Spurs,101,OT
http://www.basketball-reference.com/boxscores/201201110TOR.html,201201110TOR,SAC,Sacramento Kings,98,TOR,Toronto Raptors,91,RG
http://www.basketball-reference.com/boxscores/201201110UTA.html,201201110UTA,LAL,Los Angeles Lakers,90,UTA,Utah Jazz,87,OT
http://www.basketball-reference.com/boxscores/201201120ATL.html,201201120ATL,CHA,Charlotte Bobcats,81,ATL,Atlanta Hawks,111,RG
http://www.basketball-reference.com/boxscores/201201120GSW.html,201201120GSW,ORL,Orlando Magic,117,GSW,Golden State Warriors,109,RG
http://www.basketball-reference.com/boxscores/201201120MEM.html,201201120MEM,NYK,New York Knicks,83,MEM,Memphis Grizzlies,94,RG
http://www.basketball-reference.com/boxscores/201201120MIL.html,201201120MIL,DET,Detroit Pistons,93,MIL,Milwaukee Bucks,102,RG
http://www.basketball-reference.com/boxscores/201201120PHO.html,201201120PHO,CLE,Cleveland Cavaliers,101,PHO,Phoenix Suns,90,RG
http://www.basketball-reference.com/boxscores/201201130BOS.html,201201130BOS,CHI,Chicago Bulls,88,BOS,Boston Celtics,79,RG
http://www.basketball-reference.com/boxscores/201201130CHA.html,201201130CHA,DET,Detroit Pistons,98,CHA,Charlotte Bobcats,81,RG
http://www.basketball-reference.com/boxscores/201201130DAL.html,201201130DAL,MIL,Milwaukee Bucks,76,DAL,Dallas Mavericks,102,RG
http://www.basketball-reference.com/boxscores/201201130DEN.html,201201130DEN,MIA,Miami Heat,104,DEN,Denver Nuggets,117,RG
http://www.basketball-reference.com/boxscores/201201130HOU.html,201201130HOU,SAC,Sacramento Kings,89,HOU,Houston Rockets,103,RG
http://www.basketball-reference.com/boxscores/201201130LAL.html,201201130LAL,CLE,Cleveland Cavaliers,92,LAL,Los Angeles Lakers,97,RG
http://www.basketball-reference.com/boxscores/201201130NOH.html,201201130NOH,MIN,Minnesota Timberwolves,87,NOH,New Orleans Hornets,80,RG
http://www.basketball-reference.com/boxscores/201201130PHI.html,201201130PHI,WAS,Washington Wizards,89,PHI,Philadelphia 76ers,120,RG
http://www.basketball-reference.com/boxscores/201201130PHO.html,201201130PHO,NJN,New Jersey Nets,110,PHO,Phoenix Suns,103,RG
http://www.basketball-reference.com/boxscores/201201130SAS.html,201201130SAS,POR,Portland Trail Blazers,83,SAS,San Antonio Spurs,99,RG
http://www.basketball-reference.com/boxscores/201201130TOR.html,201201130TOR,IND,Indiana Pacers,95,TOR,Toronto Raptors,90,RG
http://www.basketball-reference.com/boxscores/201201140ATL.html,201201140ATL,MIN,Minnesota Timberwolves,91,ATL,Atlanta Hawks,93,RG
http://www.basketball-reference.com/boxscores/201201140CHA.html,201201140CHA,GSW,Golden State Warriors,100,CHA,Charlotte Bobcats,112,RG
http://www.basketball-reference.com/boxscores/201201140CHI.html,201201140CHI,TOR,Toronto Raptors,64,CHI,Chicago Bulls,77,RG
http://www.basketball-reference.com/boxscores/201201140DAL.html,201201140DAL,SAC,Sacramento Kings,60,DAL,Dallas Mavericks,99,RG
http://www.basketball-reference.com/boxscores/201201140HOU.html,201201140HOU,POR,Portland Trail Blazers,105,HOU,Houston Rockets,107,OT
http://www.basketball-reference.com/boxscores/201201140IND.html,201201140IND,BOS,Boston Celtics,83,IND,Indiana Pacers,97,RG
http://www.basketball-reference.com/boxscores/201201140LAC.html,201201140LAC,LAL,Los Angeles Lakers,94,LAC,Los Angeles Clippers,102,RG
http://www.basketball-reference.com/boxscores/201201140MEM.html,201201140MEM,NOH,New Orleans Hornets,99,MEM,Memphis Grizzlies,108,RG
http://www.basketball-reference.com/boxscores/201201140OKC.html,201201140OKC,NYK,New York Knicks,92,OKC,Oklahoma City Thunder,104,RG
http://www.basketball-reference.com/boxscores/201201140UTA.html,201201140UTA,NJN,New Jersey Nets,94,UTA,Utah Jazz,107,RG
http://www.basketball-reference.com/boxscores/201201140WAS.html,201201140WAS,PHI,Philadelphia 76ers,103,WAS,Washington Wizards,90,RG
http://www.basketball-reference.com/boxscores/201201150DEN.html,201201150DEN,UTA,Utah Jazz,106,DEN,Denver Nuggets,96,RG
http://www.basketball-reference.com/boxscores/201201150DET.html,201201150DET,GSW,Golden State Warriors,99,DET,Detroit Pistons,91,RG
http://www.basketball-reference.com/boxscores/201201150SAS.html,201201150SAS,PHO,Phoenix Suns,91,SAS,San Antonio Spurs,102,RG
http://www.basketball-reference.com/boxscores/201201160ATL.html,201201160ATL,TOR,Toronto Raptors,84,ATL,Atlanta Hawks,93,RG
http://www.basketball-reference.com/boxscores/201201160BOS.html,201201160BOS,OKC,Oklahoma City Thunder,97,BOS,Boston Celtics,88,RG
http://www.basketball-reference.com/boxscores/201201160CHA.html,201201160CHA,CLE,Cleveland Cavaliers,102,CHA,Charlotte Bobcats,94,RG
http://www.basketball-reference.com/boxscores/201201160LAC.html,201201160LAC,NJN,New Jersey Nets,91,LAC,Los Angeles Clippers,101,RG
http://www.basketball-reference.com/boxscores/201201160LAL.html,201201160LAL,DAL,Dallas Mavericks,70,LAL,Los Angeles Lakers,73,RG
http://www.basketball-reference.com/boxscores/201201160MEM.html,201201160MEM,CHI,Chicago Bulls,86,MEM,Memphis Grizzlies,102,RG
http://www.basketball-reference.com/boxscores/201201160MIN.html,201201160MIN,SAC,Sacramento Kings,86,MIN,Minnesota Timberwolves,99,RG
http://www.basketball-reference.com/boxscores/201201160NOH.html,201201160NOH,POR,Portland Trail Blazers,84,NOH,New Orleans Hornets,77,RG
http://www.basketball-reference.com/boxscores/201201160NYK.html,201201160NYK,ORL,Orlando Magic,102,NYK,New York Knicks,93,RG
http://www.basketball-reference.com/boxscores/201201160PHI.html,201201160PHI,MIL,Milwaukee Bucks,82,PHI,Philadelphia 76ers,94,RG
http://www.basketball-reference.com/boxscores/201201160WAS.html,201201160WAS,HOU,Houston Rockets,114,WAS,Washington Wizards,106,RG
http://www.basketball-reference.com/boxscores/201201170CHI.html,201201170CHI,PHO,Phoenix Suns,97,CHI,Chicago Bulls,118,RG
http://www.basketball-reference.com/boxscores/201201170CLE.html,201201170CLE,GSW,Golden State Warriors,105,CLE,Cleveland Cavaliers,95,RG
http://www.basketball-reference.com/boxscores/201201170HOU.html,201201170HOU,DET,Detroit Pistons,80,HOU,Houston Rockets,97,RG
http://www.basketball-reference.com/boxscores/201201170MIA.html,201201170MIA,SAS,San Antonio Spurs,98,MIA,Miami Heat,120,RG
http://www.basketball-reference.com/boxscores/201201170MIL.html,201201170MIL,DEN,Denver Nuggets,105,MIL,Milwaukee Bucks,95,RG
http://www.basketball-reference.com/boxscores/201201170ORL.html,201201170ORL,CHA,Charlotte Bobcats,89,ORL,Orlando Magic,96,RG
http://www.basketball-reference.com/boxscores/201201170UTA.html,201201170UTA,LAC,Los Angeles Clippers,79,UTA,Utah Jazz,108,RG
http://www.basketball-reference.com/boxscores/201201180ATL.html,201201180ATL,POR,Portland Trail Blazers,89,ATL,Atlanta Hawks,92,RG
http://www.basketball-reference.com/boxscores/201201180BOS.html,201201180BOS,TOR,Toronto Raptors,73,BOS,Boston Celtics,96,RG
http://www.basketball-reference.com/boxscores/201201180LAC.html,201201180LAC,DAL,Dallas Mavericks,89,LAC,Los Angeles Clippers,91,RG
http://www.basketball-reference.com/boxscores/201201180MIN.html,201201180MIN,DET,Detroit Pistons,85,MIN,Minnesota Timberwolves,93,RG
