Hilton Armstrong,"$1,900,200"
Kasib Powell,"$972,581"
Brandan Wright,"$2,323,080"
Steve Novak,"$687,456"
Dwayne Jones,"$770,610"
Yi Jianlian,"$2,777,760"
Ronnie Brewer,"$1,715,040"
Herbert Hill,"$427,163"
Keyon Dooling,"$3,596,000"
Aaron Gray,"$427,163"
Darius Washington,"$160,814"
Ray Allen,"$16,000,000"
Mile Ilic,"$850,000"
Antonio McDyess,"$6,373,900"
Courtney Sims,"$128,149"
Michael Redd,"$14,520,000"
Stephen Jackson ,"$6,630,000"
Ronny Turiaf,"$770,610"
Eddy Curry,"$8,947,543"
Jared Jeffries,"$5,632,200"
Salim Stoudamire,"$783,000"
DerMarr Johnson,"$54,936"
Gilbert Arenas,"$11,950,400"
Quincy Douby,"$1,333,920"
Alonzo Mourning,"$2,762,500"
Walter Herrmann,"$1,944,000"
J.R. Smith,"$2,134,067"
Adonal Foyle,"$6,519,590"
Kosta Perovic,"$1,800,000"
Matt Bonner,"$2,700,000"
Ian Mahinmi,"$625,840"
Rasho Nesterovic,"$7,840,000"
J.J. Redick,"$2,000,160"
Darko Milicic,"$6,500,000"
Dirk Nowitzki,"$16,360,094"
Glen Davis,"$427,163"
Viktor Khryapa,"$1,314,094"
Tim Duncan,"$19,014,188"
Mickael Pietrus,"$3,470,771"
Matt Barnes,"$3,000,000"
Earl Watson,"$5,800,000"
Dahntay Jones,"$584,757"
Eric Piatkowski,"$1,219,590"
Justin Williams,"$862,456"
Mardy Collins,"$967,320"
Leon Powe,"$687,456"
DeShawn Stevenson,"$3,348,214"
Malik Allen,"$770,610"
Tyson Chandler,"$10,500,000"
Ime Udoka,"$1,000,000"
Rafer Alston,"$4,550,000"
Richard Jefferson,"$12,200,000"
Stephen Graham,"$770,610"
Mario West,"$427,163"
Jeff McInnis,"$770,610"
Carl Landry,"$427,163"
C.J. Miles,"$945,610"
Ike Diogu,"$2,286,360"
Chucky Atkins,"$3,000,000"
Andris Biedrins,"$2,636,696"
Andre Miller,"$9,266,666"
Royal Ivey,"$770,610"
Mikki Moore,"$5,356,000"
Louis Amundson,"$687,456"
Tayshaun Prince,"$8,675,620"
Luke Walton,"$4,000,000"
Michael Doleac,"$3,120,000"
Anthony Tolliver,"$15,076"
Bruce Bowen,"$4,125,000"
Francisco Garcia,"$1,168,800"
Demetris Nichols,"$427,163"
Trenton Hassell,"$4,350,000"
Andrea Bargnani,"$4,838,880"
Arron Afflalo,"$944,520"
Andray Blatche,"$2,479,339"
James Augustine,"$687,456"
Andre Brown,"$770,610"
Shawn Bradley,"$5,200,000"
Casey Jacobsen,"$770,610"
Guillermo Diaz,"$75,254"
Corey Maggette,"$7,000,000"
Luis Scola,"$2,916,667"
Kurt Thomas,"$8,091,188"
Jorge Garbajosa,"$4,000,000"
Shawn Marion,"$16,440,000"
James White,"$687,456"
Kenyon Martin,"$13,250,000"
Al Jefferson,"$2,480,885"
Shelden Williams,"$3,174,240"
Jason Kapono,"$5,356,000"
Francisco Elson,"$3,000,000"
Devin Harris,"$3,995,003"
Ben Gordon,"$4,881,669"
Charlie Bell,"$3,106,000"
Ryan Gomes,"$770,610"
Andre Iguodala,"$2,804,889"
Shareef Abdur-Rahim,"$5,800,000"
Chris Duhon,"$3,248,000"
Etan Thomas,"$6,373,900"
Aaron McKie,"$7,750,000"
Elton Brand,"$15,344,000"
Roger Mason,"$770,610"
Vladimir Radmanovic,"$5,632,200"
Tarence Kinsey,"$210,281"
Jared Dudley,"$1,137,000"
Craig Smith,"$687,456"
Maurice Ager,"$974,400"
Coby Karl,"$427,163"
Jarrett Jack,"$1,217,400"
Ryan Hollins,"$687,456"
Dwight Howard,"$6,061,274"
Jarron Collins,"$2,350,000"
Justin Reed,"$1,529,873"
Jermareo Davidson,"$427,163"
Wayne Simien,"$997,800"
Matt Carroll,"$5,450,000"
Lindsey Hunter,"$2,250,000"
Chris Andersen,"$1,205,555"
Joel Przybilla,"$5,762,575"
Jose Juan Barea,"$687,456"
Gerald Green,"$1,440,960"
Shawne Williams,"$1,470,360"
Stephon Marbury,"$19,012,500"
Travis Diener,"$1,500,000"
Cheick Samb,"$427,163"
Brandon Wallace,"$130,662"
Andrew Bogut,"$4,991,520"
Damir Markota,"$385,000"
Earl Boykins,"$349,041"
Raef LaFrentz,"$12,440,787"
Andre Owens,"$687,456"
Larry Hughes,"$12,000,084"
D.J. Mbenga,"$2,130,909"
Andrew Bynum,"$2,172,000"
Paul Davis,"$687,456"
Andrei Kirilenko,"$13,735,000"
Quentin Richardson,"$8,105,500"
Jake Voskuhl,"$3,000,000"
Matt Harpring,"$6,000,000"
Jason Maxiell,"$1,041,360"
