Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
26,Marcus Banks,PG,28,TOR,22,244,15.3,.635,.582,.397,.329,1.5,9.4,5.6,16.4,2.5,0.6,18.9,19.8,112,112,0.4,0.1,0.5,.095
27,Leandro Barbosa,PG,27,PHO,44,786,14.0,.526,.485,.200,.373,1.7,7.9,5.0,12.5,1.5,1.1,10.4,24.9,105,112,0.7,0.4,1.1,.065
28,Jose Barea,PG,25,DAL,78,1546,12.8,.526,.493,.171,.298,1.3,9.5,5.4,26.1,1.2,0.3,15.3,19.9,104,110,1.0,1.2,2.2,.069
29,Andrea Bargnani,PF,24,TOR,80,2799,15.5,.552,.523,.205,.284,4.6,15.9,10.4,5.4,0.5,3.0,8.8,22.3,108,113,3.3,0.9,4.2,.072
30,Matt Barnes,SF,29,ORL,81,2097,13.6,.576,.546,.262,.372,6.1,18.0,12.3,10.1,1.5,1.1,15.3,16.2,111,103,2.5,3.4,5.9,.135
31,Earl Barron,C,28,NYK,7,232,14.7,.508,.441,.426,.000,14.9,22.9,18.9,5.2,0.9,1.3,12.0,17.9,110,110,0.3,0.2,0.4,.091
32,Brandon Bass,PF,24,ORL,50,648,16.5,.556,.511,.270,.000,10.0,12.6,11.3,5.1,1.0,3.1,10.6,20.9,112,104,1.0,1.0,2.0,.147
33,Tony Battie,C,33,NJN,15,134,6.1,.405,.363,.250,.100,3.3,17.1,9.9,3.7,1.6,1.1,6.3,16.2,88,110,-0.1,0.1,0.0,-0.014
34,Shane Battier,SG,31,HOU,67,2168,11.1,.541,.511,.237,.624,3.8,13.1,8.2,10.9,1.2,2.6,11.5,11.4,114,108,2.2,2.1,4.3,.095
35,Nicolas Batum,SF,21,POR,37,918,17.3,.646,.619,.190,.493,4.3,14.8,9.5,8.0,1.4,2.2,8.5,16.4,127,107,2.4,1.1,3.5,.181
36,Jerryd Bayless,SG,21,POR,74,1304,14.3,.534,.444,.501,.190,1.7,9.8,5.7,22.1,1.1,0.3,13.8,24.9,108,110,1.7,1.0,2.7,.098
37,Michael Beasley,PF,21,MIA,78,2328,16.1,.505,.463,.231,.098,6.3,18.8,12.6,7.8,1.8,1.7,10.3,25.8,101,103,0.8,3.8,4.6,.095
38,Rodrigue Beaubois,PG,21,DAL,56,700,18.5,.617,.594,.174,.368,2.0,10.7,6.4,18.6,2.1,1.3,14.4,24.7,111,107,1.1,0.8,2.0,.134
39,Marco Belinelli,SG,23,TOR,66,1121,12.6,.543,.485,.319,.417,1.5,8.3,5.0,11.8,1.9,0.3,12.2,20.1,106,114,0.9,0.2,1.2,.049
40,Charlie Bell,SG,30,MIL,71,1611,7.9,.486,.464,.151,.451,2.1,7.5,4.7,9.8,1.3,0.6,10.3,14.8,100,106,0.1,1.9,2.0,.060
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
41,Raja Bell,SG,33,TOT,6,180,13.8,.570,.557,.049,.443,3.4,11.8,7.6,12.3,1.2,0.9,7.4,17.3,116,107,0.3,0.2,0.5,.131
41,Raja Bell,SG,33,CHA,5,157,12.8,.533,.518,.055,.436,3.9,12.1,8.1,11.3,1.4,1.0,8.2,18.2,109,105,0.2,0.2,0.4,.113
41,Raja Bell,SG,33,GSW,1,23,20.6,.917,.917,.000,.500,0.0,9.8,4.8,19.5,0.0,0.0,0.0,11.2,184,118,0.1,0.0,0.1,.256
42,Jonathan Bender,SF,29,NYK,25,292,10.8,.529,.470,.260,.390,5.7,14.7,10.1,8.4,0.3,4.3,20.1,21.6,94,112,-0.2,0.2,0.0,-0.001
43,Mike Bibby,PG,31,ATL,80,2195,12.7,.538,.514,.123,.503,1.1,8.8,4.9,20.8,1.6,0.1,11.7,16.1,113,110,3.0,1.7,4.8,.104
44,Andris Biedrins,C,23,GSW,33,763,13.0,.561,.591,.182,.000,9.1,29.0,18.9,10.1,1.3,4.1,17.8,10.1,113,107,0.7,0.9,1.6,.101
45,Chauncey Billups,PG,33,DEN,73,2490,20.2,.601,.499,.532,.423,1.2,9.3,5.3,26.1,1.7,0.3,13.0,24.3,120,110,7.7,1.7,9.5,.182
46,DeJuan Blair,PF,20,SAS,82,1494,17.7,.564,.556,.325,.004,16.0,25.1,20.6,7.1,1.8,1.9,16.5,20.8,108,101,1.8,2.8,4.6,.147
47,Steve Blake,PG,29,TOT,80,2159,11.6,.539,.527,.092,.563,1.2,9.4,5.2,26.9,1.4,0.2,19.1,14.5,108,111,1.9,1.4,3.3,.074
47,Steve Blake,PG,29,POR,51,1397,11.2,.526,.513,.090,.583,1.3,9.2,5.2,22.5,1.4,0.1,15.0,14.8,109,110,1.3,1.1,2.4,.082
47,Steve Blake,PG,29,LAC,29,762,12.3,.569,.557,.096,.521,0.9,9.6,5.2,34.9,1.4,0.4,26.6,14.1,107,113,0.6,0.3,0.9,.058
48,Andray Blatche,PF,23,WAS,81,2256,17.6,.519,.485,.234,.044,7.9,18.2,13.0,13.8,2.0,2.4,14.2,25.8,101,106,0.8,2.6,3.4,.073
49,Keith Bogans,SF,29,SAS,79,1559,7.7,.542,.520,.168,.658,1.9,11.2,6.6,8.5,1.5,0.6,14.2,11.0,106,106,0.7,1.9,2.6,.081
50,Andrew Bogut,C,25,MIL,69,2229,20.7,.540,.520,.260,.002,10.1,26.4,17.9,10.3,0.9,6.2,11.4,23.3,107,98,2.6,4.8,7.5,.161
51,Matt Bonner,PF,29,SAS,65,1161,14.9,.581,.567,.129,.621,5.3,16.1,10.8,9.0,1.4,1.5,9.0,17.0,117,104,2.1,1.6,3.7,.153
52,Josh Boone,PF,25,NJN,63,1045,13.7,.509,.525,.260,.000,13.1,22.0,17.4,4.6,1.5,3.4,13.0,12.5,107,107,0.7,1.1,1.8,.084
53,Carlos Boozer,PF,28,UTA,78,2673,21.3,.599,.562,.350,.000,8.2,29.9,19.4,15.8,1.6,1.1,14.3,24.8,112,102,5.3,4.6,9.9,.178
54,Chris Bosh,C,25,TOR,70,2526,25.0,.592,.522,.509,.019,9.9,25.2,17.7,11.5,0.9,2.1,10.7,28.7,117,111,7.9,1.7,9.6,.182
55,Ryan Bowen,SF,34,OKC,1,8,31.3,1.064,1.000,2.000,.000,14.7,14.0,14.3,0.0,6.4,0.0,0.0,10.5,224,96,0.1,0.0,0.1,.509
56,Earl Boykins,PG,33,WAS,67,1117,12.9,.498,.450,.221,.149,1.7,6.1,3.9,25.3,1.1,0.2,13.5,20.7,103,114,0.6,0.3,1.0,.042
57,Elton Brand,PF,30,PHI,76,2297,15.7,.518,.480,.272,.001,9.0,14.7,11.8,7.9,1.9,2.7,12.0,21.7,104,109,1.6,1.9,3.5,.073
58,Corey Brewer,SG,23,MIN,82,2482,12.1,.502,.474,.270,.250,3.1,9.6,6.3,12.5,2.4,0.9,13.4,21.5,98,111,-0.4,1.4,1.0,.020
59,Ronnie Brewer,SG,24,TOT,58,1742,12.5,.524,.497,.310,.072,3.1,9.4,6.4,12.7,2.7,0.7,9.8,13.9,110,106,1.6,2.2,3.7,.103
59,Ronnie Brewer,SG,24,UTA,53,1662,12.8,.530,.505,.308,.075,3.2,9.4,6.4,13.1,2.6,0.7,9.7,14.1,111,106,1.7,2.1,3.8,.108
59,Ronnie Brewer,SG,24,MEM,5,80,5.9,.329,.231,.385,.000,1.5,8.8,5.1,4.9,3.8,0.0,11.6,9.4,78,108,-0.1,0.1,0.0,-0.010
60,Primoz Brezec,C,30,TOT,21,95,4.9,.332,.346,.231,.000,14.2,16.3,15.2,1.6,0.6,2.5,6.5,14.6,85,107,-0.1,0.1,0.0,-0.007
60,Primoz Brezec,C,30,PHI,7,36,0.4,.180,.154,.154,.000,19.4,20.0,19.6,0.0,1.5,2.2,0.0,17.6,68,109,-0.1,0.0,-0.1,-0.113
60,Primoz Brezec,C,30,MIL,14,59,7.6,.474,.538,.308,.000,11.0,14.2,12.5,2.6,0.0,2.7,11.9,12.9,98,106,0.0,0.1,0.1,.057
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
61,Jon Brockman,PF,22,SAC,52,654,12.4,.564,.534,.602,.000,18.2,19.2,18.7,4.8,1.2,0.6,15.0,10.4,124,110,1.2,0.5,1.7,.125
62,Aaron Brooks,PG,25,HOU,82,2919,16.0,.549,.511,.224,.394,2.0,6.6,4.2,25.6,1.2,0.3,13.7,25.7,108,112,3.9,1.6,5.5,.091
63,Bobby Brown,PG,25,TOT,45,519,9.3,.441,.426,.063,.414,2.0,6.6,4.3,27.5,1.5,0.1,15.9,25.4,90,113,-0.7,0.2,-0.5,-0.050
63,Bobby Brown,PG,25,NOH,22,328,10.0,.466,.451,.053,.434,0.4,6.2,3.2,22.7,1.4,0.2,13.4,25.0,93,113,-0.3,0.1,-0.2,-0.026
63,Bobby Brown,PG,25,LAC,23,191,8.2,.397,.382,.082,.376,4.8,7.3,6.1,35.7,1.6,0.0,20.0,26.1,85,113,-0.4,0.1,-0.4,-0.092
64,Derrick Brown,SF,22,CHA,57,535,12.6,.520,.469,.490,.048,7.1,10.4,8.8,6.0,2.1,1.5,9.6,17.2,107,104,0.5,0.8,1.3,.114
65,Devin Brown,SG,31,TOT,50,1060,10.0,.500,.457,.238,.454,3.2,10.6,6.8,9.1,1.6,0.4,13.5,19.8,97,111,-0.2,0.6,0.4,.017
65,Devin Brown,SG,31,NOH,39,967,10.9,.522,.477,.265,.452,3.2,10.1,6.6,9.0,1.6,0.4,13.6,19.8,100,112,0.1,0.5,0.6,.031
65,Devin Brown,SG,31,CHI,11,93,0.4,.278,.278,.000,.472,2.4,15.3,9.0,10.9,1.7,0.8,12.2,19.8,64,105,-0.4,0.1,-0.3,-0.129
66,Kwame Brown,C,27,DET,48,660,7.9,.470,.500,.790,.008,9.1,24.3,16.2,5.1,1.2,1.5,20.5,14.7,89,110,-0.6,0.5,-0.1,-0.009
67,Shannon Brown,SG,24,LAL,82,1700,12.4,.517,.480,.204,.319,2.0,10.0,6.0,9.9,1.7,1.4,9.4,18.8,105,105,1.1,2.3,3.4,.096
68,Kobe Bryant,SG,31,LAL,73,2835,21.9,.545,.488,.345,.192,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,109,104,5.4,4.0,9.4,.160
69,Chase Budinger,SF,21,HOU,74,1488,14.1,.545,.522,.154,.441,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,111,110,1.9,1.2,3.1,.100
70,Caron Butler,SF-SG,29,TOT,74,2783,13.7,.507,.448,.300,.138,4.3,14.9,9.5,9.2,2.2,0.7,11.9,22.1,101,108,0.6,2.9,3.5,.061
70,Caron Butler,SF,29,WAS,47,1853,13.5,.506,.440,.304,.137,4.2,15.6,9.8,9.6,1.9,0.6,12.6,22.0,101,109,0.4,1.7,2.1,.054
70,Caron Butler,SG,29,DAL,27,930,14.2,.509,.464,.291,.140,4.5,13.3,8.9,8.5,2.7,0.7,10.5,22.3,101,105,0.2,1.2,1.4,.075
71,Rasual Butler,SF,30,LAC,82,2702,10.7,.524,.493,.167,.497,1.7,8.7,5.1,6.8,0.7,1.9,7.8,17.0,106,113,1.8,0.9,2.7,.048
72,Andrew Bynum,C,22,LAL,65,1977,20.2,.608,.570,.379,.001,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,117,102,4.4,3.4,7.8,.188
73,Will Bynum,PG,27,DET,63,1667,13.8,.513,.455,.333,.103,1.6,9.2,5.2,28.2,1.8,0.4,15.8,20.1,105,113,1.3,0.6,1.9,.054
74,Jose Calderon,PG,28,TOR,68,1817,16.5,.569,.542,.183,.301,1.5,7.5,4.6,33.8,1.3,0.3,13.9,17.9,119,116,4.2,0.0,4.2,.111
75,Marcus Camby,PF-C,35,TOT,74,2314,17.9,.501,.477,.244,.014,12.7,31.9,22.2,12.3,2.2,4.8,14.1,12.8,112,101,2.5,4.3,6.8,.142
75,Marcus Camby,PF,35,LAC,51,1596,18.3,.497,.469,.256,.017,12.0,32.9,22.4,14.4,2.2,4.6,13.9,13.0,111,101,1.7,2.8,4.6,.137
75,Marcus Camby,C,35,POR,23,718,17.0,.511,.497,.214,.007,14.2,29.9,22.0,7.5,2.0,5.2,14.5,12.3,113,99,0.8,1.5,2.3,.152
76,Brian Cardinal,PF,32,MIN,29,267,6.9,.546,.431,.500,.250,2.9,9.4,6.1,12.3,1.7,0.8,13.7,8.3,118,113,0.3,0.1,0.4,.071
77,Rodney Carney,SG,25,PHI,68,857,12.7,.515,.473,.223,.479,3.5,15.5,9.4,6.7,1.5,1.8,6.3,17.6,109,111,0.9,0.6,1.5,.082
78,DeMarre Carroll,SF,23,MEM,71,795,8.5,.426,.396,.239,.027,7.8,14.3,11.0,5.9,1.8,0.9,8.9,14.8,98,110,-0.1,0.6,0.5,.031
79,Matt Carroll,SG,29,DAL,25,121,7.1,.437,.400,.120,.380,3.8,7.5,5.7,7.7,2.1,0.0,11.7,22.7,87,108,-0.2,0.1,-0.1,-0.029
80,Anthony Carter,PG,34,DEN,54,859,10.3,.482,.467,.072,.348,2.3,9.6,6.0,26.6,2.3,1.1,23.7,12.6,100,108,0.1,0.8,0.9,.051
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
81,Vince Carter,SG,33,ORL,75,2310,17.1,.541,.486,.301,.319,1.7,12.6,7.3,17.8,1.2,0.6,8.4,25.2,112,105,4.4,3.0,7.4,.154
82,Omri Casspi,SF,21,SAC,77,1931,13.0,.529,.502,.259,.302,4.4,16.5,10.4,7.7,1.4,0.6,11.6,19.4,104,110,1.1,1.4,2.5,.063
83,Mario Chalmers,PG,23,MIA,73,1807,10.7,.519,.483,.242,.520,1.6,7.1,4.4,21.0,2.7,0.5,19.7,16.3,100,105,0.3,2.4,2.7,.072
84,Tyson Chandler,C,27,CHA,51,1163,12.5,.643,.574,.826,.000,12.0,21.0,16.6,2.2,0.8,3.9,26.0,14.0,107,102,0.9,2.0,2.9,.120
85,Wilson Chandler,SG,22,NYK,65,2320,13.7,.534,.502,.186,.174,4.5,12.7,8.5,9.8,1.0,1.6,10.4,20.2,106,113,1.8,0.9,2.7,.057
86,Earl Clark,PF,22,PHO,51,383,8.5,.420,.377,.238,.033,5.6,12.3,9.1,7.8,0.9,2.4,12.1,21.9,89,111,-0.5,0.2,-0.3,-0.033
87,Jarron Collins,C,31,PHO,34,261,3.7,.405,.387,.806,.000,10.1,16.4,13.4,2.9,0.4,0.8,19.2,8.8,93,112,-0.1,0.1,0.1,.010
88,Jason Collins,C,31,ATL,24,115,0.9,.335,.348,.087,.043,5.0,9.2,7.1,4.8,1.4,1.3,17.3,11.6,73,109,-0.2,0.1,-0.1,-0.044
89,Mardy Collins,SG,25,LAC,43,470,5.7,.404,.383,.164,.133,3.2,9.2,6.2,14.1,2.5,0.2,18.9,16.3,82,111,-0.8,0.3,-0.5,-0.049
90,Darren Collison,PG,22,NOH,76,2109,16.5,.546,.506,.221,.146,2.2,8.6,5.3,32.9,1.9,0.1,18.9,23.1,105,112,1.9,1.1,2.9,.067
91,Nick Collison,C,29,OKC,75,1557,13.1,.616,.591,.346,.013,11.5,16.7,14.2,3.7,1.2,2.3,15.0,12.1,120,105,2.6,2.2,4.7,.146
92,Mike Conley,PG,22,MEM,80,2569,13.9,.526,.494,.225,.255,1.4,7.3,4.3,24.8,2.2,0.4,15.7,18.4,108,112,2.6,1.3,4.0,.074
93,Will Conroy,PG,27,HOU,5,36,-2.4,.276,.300,.200,.300,0.0,9.9,4.8,28.0,0.0,0.0,26.9,18.3,63,113,-0.2,0.0,-0.1,-0.192
94,Brian Cook,PF,29,HOU,15,44,2.4,.403,.348,.304,.391,2.5,21.6,11.7,3.7,0.0,3.3,18.7,32.2,72,108,-0.2,0.0,-0.2,-0.191
95,Daequan Cook,SG,22,MIA,45,691,7.5,.422,.399,.099,.498,1.5,12.3,7.0,9.8,1.1,1.2,8.3,19.6,90,107,-0.7,0.8,0.1,.010
96,Jamal Crawford,SG,29,ATL,79,2460,18.4,.573,.523,.285,.386,1.6,8.0,4.8,16.1,1.3,0.4,9.9,25.8,114,110,5.6,1.7,7.3,.143
97,Dante Cunningham,PF,22,POR,63,707,14.3,.517,.495,.224,.009,9.4,18.7,14.0,3.3,1.9,2.5,6.0,16.8,112,104,0.9,1.0,1.9,.129
98,Eddy Curry,C,27,NYK,7,62,-1.9,.456,.381,.810,.000,7.2,16.8,11.9,0.0,0.0,1.2,31.3,30.2,68,114,-0.4,0.0,-0.3,-0.258
99,JamesOn Curry,PG,24,LAC,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,
100,Stephen Curry,PG,21,GSW,80,2896,16.3,.568,.535,.175,.332,1.8,12.0,6.8,24.6,2.5,0.5,16.5,21.8,107,111,3.0,1.6,4.7,.077
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
101,Samuel Dalembert,C,28,PHI,82,2124,16.8,.573,.545,.254,.000,13.1,30.7,21.8,4.7,1.0,5.6,17.5,15.1,110,105,2.3,3.0,5.2,.118
102,Erick Dampier,C,34,DAL,55,1280,14.0,.637,.627,.474,.014,11.6,24.1,17.9,3.5,0.6,4.5,19.2,11.4,118,104,1.8,2.0,3.7,.140
103,Marquis Daniels,SF,29,BOS,51,937,9.6,.526,.510,.225,.112,3.6,8.7,6.2,11.1,1.5,0.5,13.3,15.8,102,107,0.2,1.0,1.3,.064
104,Baron Davis,PG,30,LAC,75,2523,17.4,.501,.446,.287,.292,2.4,9.9,6.1,39.6,2.6,1.3,15.6,24.3,105,109,2.5,2.1,4.5,.086
105,Glen Davis,PF,24,BOS,54,933,11.5,.500,.437,.495,.014,13.7,13.3,13.5,5.9,1.2,1.2,13.5,19.7,103,106,0.5,1.2,1.6,.084
106,Paul Davis,PF,25,WAS,2,8,33.3,.512,.500,.500,.000,0.0,0.0,0.0,73.8,0.0,9.5,0.0,27.6,129,111,0.0,0.0,0.0,.295
107,Ricky Davis,SF,30,LAC,36,499,8.5,.504,.490,.217,.294,2.3,11.0,6.6,12.3,1.1,0.4,15.6,16.8,96,113,-0.1,0.2,0.1,.005
108,Austin Daye,SF,21,DET,69,915,12.8,.546,.514,.190,.322,4.2,19.8,11.5,6.3,1.5,2.4,13.1,18.5,105,110,0.6,0.7,1.3,.067
109,Carlos Delfino,SF,27,MIL,75,2279,12.9,.526,.500,.163,.499,2.4,18.0,9.8,14.0,1.8,0.7,13.2,18.0,103,103,1.1,3.7,4.8,.101
110,Luol Deng,SF,24,CHI,70,2651,16.1,.531,.482,.325,.082,5.6,15.8,10.7,9.1,1.3,1.8,10.4,21.9,106,106,2.5,3.4,5.9,.106
111,DeMar DeRozan,SG,20,TOR,77,1664,12.5,.554,.502,.379,.031,4.8,10.9,7.9,4.9,1.3,0.8,9.4,18.1,110,115,2.0,0.3,2.3,.066
112,Boris Diaw,PF,27,CHA,82,2906,12.8,.552,.525,.190,.266,5.5,11.9,8.8,18.9,1.1,1.6,17.5,16.2,107,105,2.4,3.8,6.2,.103
113,Yakhouba Diawara,SG,27,MIA,6,44,-3.7,.250,.250,.000,.600,2.7,8.0,5.3,9.7,1.2,0.0,23.1,13.9,57,108,-0.2,0.0,-0.1,-0.124
114,Travis Diener,PG,27,TOT,9,51,7.6,.255,.250,.400,.700,0.0,6.8,3.4,21.8,4.0,0.0,0.0,10.5,85,105,0.0,0.1,0.0,.019
114,Travis Diener,PG,27,IND,4,25,7.9,.218,.250,.333,.833,0.0,8.8,4.4,22.0,5.9,0.0,0.0,12.1,73,100,0.0,0.0,0.0,-0.005
114,Travis Diener,PG,27,POR,5,26,7.3,.307,.250,.500,.500,0.0,4.8,2.4,21.7,2.1,0.0,0.0,8.9,101,110,0.0,0.0,0.0,.043
115,DeSagana Diop,C,28,CHA,27,262,7.8,.485,.517,.310,.000,11.2,18.5,15.0,2.9,1.0,4.4,26.7,8.0,94,101,-0.1,0.5,0.4,.072
116,Keyon Dooling,PG,29,NJN,53,971,11.6,.519,.489,.188,.485,0.9,5.7,3.2,24.0,1.8,0.0,14.4,19.4,102,113,0.4,0.3,0.7,.035
117,Joey Dorsey,PF,26,TOT,15,106,9.8,.455,.450,.600,.000,16.8,29.9,23.2,2.8,1.4,1.4,19.2,13.1,98,105,0.0,0.1,0.1,.062
117,Joey Dorsey,PF,26,HOU,7,54,11.5,.463,.455,.182,.000,22.5,30.8,26.5,5.4,1.9,1.3,25.2,13.0,101,103,0.0,0.1,0.1,.088
117,Joey Dorsey,PF,26,SAC,8,52,7.9,.448,.444,1.111,.000,10.9,29.0,19.8,0.0,1.0,1.4,13.0,13.1,94,107,0.0,0.1,0.0,.035
118,Toney Douglas,PG,23,NYK,56,1087,14.9,.571,.545,.174,.448,4.1,7.2,5.6,16.6,2.0,0.2,11.6,19.8,113,113,1.8,0.4,2.2,.097
119,Chris Douglas-Roberts,SF,23,NJN,67,1730,11.5,.512,.457,.274,.094,2.9,10.7,6.6,9.5,1.7,0.8,13.1,19.6,98,112,-0.2,0.9,0.7,.020
120,Goran Dragic,PG,23,PHO,80,1442,14.8,.566,.527,.324,.383,3.2,9.8,6.7,24.1,1.7,0.4,18.3,21.1,110,112,2.0,0.8,2.8,.094
