Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
194,Justin Holiday,SG,23,PHI,9,0,15.8,1.8,5.3,.333,0.4,1.8,.250,1.3,3.6,.375,0.7,0.9,.750,0.0,1.6,1.6,1.7,0.3,0.7,1.0,0.8,4.7,0
195,Ryan Hollins,C,28,LAC,60,0,11.1,1.2,1.9,.614,0.0,0.0,,1.2,1.9,.614,1.1,1.5,.750,0.8,1.5,2.3,0.2,0.1,0.6,0.7,2.2,3.4,1186459.0
196,Tyler Honeycutt,SF,22,SAC,9,0,3.6,0.3,1.2,.273,0.0,0.2,.000,0.3,1.0,.333,0.2,0.2,1.000,0.3,0.8,1.1,0.2,0.0,0.1,0.6,0.2,0.9,100000.0
197,Al Horford,C,26,ATL,74,74,37.2,7.8,14.3,.543,0.0,0.1,.500,7.7,14.2,.544,1.8,2.8,.644,2.6,7.6,10.2,3.2,1.1,1.1,2.0,2.2,17.4,12000000.0
198,Dwight Howard,C,27,LAL,76,76,35.8,6.2,10.7,.578,0.0,0.1,.167,6.2,10.6,.581,4.7,9.5,.492,3.3,9.1,12.4,1.4,1.1,2.4,3.0,3.8,17.1,20513178.0
199,Josh Howard,SF,32,MIN,11,4,18.8,2.8,7.0,.403,0.5,1.5,.313,2.4,5.5,.426,0.6,1.1,.583,0.8,2.5,3.3,0.4,0.9,0.3,0.9,1.6,6.7,0
200,Juwan Howard,PF,39,MIA,7,2,7.3,1.4,2.7,.526,0.0,0.0,,1.4,2.7,.526,0.1,0.1,1.000,0.0,1.1,1.1,0.9,0.0,0.0,0.6,1.3,3.0,0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
201,Kris Humphries,PF,27,BRK,65,21,18.3,2.1,4.8,.448,0.0,0.0,.000,2.1,4.7,.451,1.5,1.9,.789,1.9,3.7,5.6,0.5,0.2,0.5,0.9,2.0,5.8,12000000.0
202,Serge Ibaka,PF,23,OKC,80,80,31.1,5.6,9.7,.573,0.3,0.7,.351,5.3,9.0,.591,1.8,2.4,.749,2.8,4.9,7.7,0.5,0.4,3.0,1.6,2.7,13.2,12350000.0
203,Andre Iguodala,SG,29,DEN,80,80,34.7,5.0,11.0,.451,1.1,3.6,.317,3.8,7.4,.515,1.9,3.4,.574,1.0,4.3,5.3,5.4,1.7,0.7,2.6,1.6,13.0,12868632.0
204,Ersan Ilyasova,PF,25,MIL,73,54,27.6,5.1,11.0,.462,1.3,2.9,.444,3.8,8.1,.469,1.7,2.2,.796,2.1,5.0,7.1,1.6,0.9,0.5,1.0,2.5,13.2,7900000.0
205,Kyrie Irving,PG,20,CLE,59,59,34.7,8.2,18.1,.452,1.8,4.7,.391,6.4,13.4,.474,4.2,4.9,.855,0.6,3.1,3.7,5.9,1.5,0.4,3.2,2.5,22.5,5607240.0
206,Royal Ivey,SG,31,PHI,53,5,13.2,1.2,2.7,.431,0.7,1.7,.420,0.5,1.1,.446,0.2,0.3,.563,0.3,0.8,1.1,0.6,0.4,0.1,0.4,1.4,3.2,52017.0
207,Jarrett Jack,SG,29,GSW,79,4,29.7,4.9,10.8,.452,1.0,2.6,.404,3.9,8.3,.466,2.1,2.5,.843,0.3,2.8,3.1,5.6,0.8,0.1,2.0,1.7,12.9,6300000.0
208,Reggie Jackson,PG,22,OKC,70,0,14.2,2.1,4.6,.458,0.3,1.5,.231,1.8,3.2,.566,0.7,0.9,.839,0.3,2.1,2.4,1.7,0.4,0.2,0.8,1.2,5.3,1260360.0
209,Stephen Jackson,SF,34,SAS,55,6,19.5,2.2,6.0,.373,0.8,3.1,.271,1.4,2.9,.481,0.9,1.3,.700,0.4,2.4,2.8,1.5,0.7,0.3,1.4,1.6,6.2,255204.0
210,Bernard James,C,27,DAL,46,11,9.9,1.2,2.2,.515,0.0,0.0,.000,1.2,2.2,.525,0.5,0.9,.610,1.1,1.7,2.8,0.1,0.3,0.8,0.4,1.4,2.8,788872.0
211,Damion James,SF,25,BRK,2,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0
212,LeBron James,PF,28,MIA,76,76,37.9,10.1,17.8,.565,1.4,3.3,.406,8.7,14.5,.602,5.3,7.0,.753,1.3,6.8,8.0,7.3,1.7,0.9,3.0,1.4,26.8,19067500.0
213,Mike James,PG,37,DAL,45,23,19.2,2.2,6.0,.373,1.1,2.8,.384,1.2,3.2,.363,0.5,0.6,.793,0.2,1.4,1.6,3.1,0.6,0.1,1.2,2.1,6.1,0
214,Antawn Jamison,PF,36,LAL,76,6,21.5,3.5,7.6,.464,1.1,3.1,.361,2.4,4.5,.535,1.2,1.8,.691,1.4,3.3,4.8,0.7,0.4,0.3,0.7,1.6,9.4,1399507.0
215,Al Jefferson,C,28,UTA,78,78,33.1,7.8,15.8,.494,0.0,0.2,.118,7.8,15.6,.500,2.1,2.8,.770,2.0,7.2,9.2,2.1,1.0,1.1,1.3,2.2,17.8,13500000.0
216,Richard Jefferson,SF,32,GSW,56,1,10.1,1.1,2.4,.456,0.3,0.8,.311,0.9,1.6,.527,0.7,0.9,.717,0.1,1.4,1.5,0.6,0.3,0.1,0.4,0.8,3.1,11046000.0
217,Jared Jeffries,PF,31,POR,38,0,9.2,0.4,1.4,.296,0.0,0.1,.000,0.4,1.4,.308,0.3,0.6,.522,0.7,0.9,1.6,0.4,0.2,0.2,0.4,1.5,1.2,0
218,Charles Jenkins,SG-PG,23,TOT,59,1,7.5,0.8,2.1,.405,0.0,0.0,.500,0.8,2.0,.403,0.2,0.4,.545,0.1,0.4,0.5,0.7,0.3,0.0,0.4,0.4,1.9,0
218,Charles Jenkins,SG,23,GSW,47,0,6.2,0.7,1.8,.422,0.0,0.0,.500,0.7,1.7,.420,0.2,0.4,.556,0.1,0.3,0.4,0.6,0.2,0.0,0.4,0.4,1.7,0
218,Charles Jenkins,PG,23,PHI,12,1,12.5,1.2,3.2,.368,0.0,0.0,,1.2,3.2,.368,0.2,0.3,.500,0.3,0.7,0.9,1.3,0.5,0.1,0.2,0.3,2.5,0
219,John Jenkins,SG,21,ATL,61,2,14.8,2.1,4.8,.446,0.9,2.3,.384,1.3,2.6,.500,1.0,1.1,.843,0.3,1.3,1.5,0.9,0.2,0.2,0.7,0.6,6.1,1258800.0
220,Brandon Jennings,PG,23,MIL,80,80,36.2,6.2,15.6,.399,2.2,5.8,.375,4.1,9.8,.412,2.9,3.5,.819,0.7,2.3,3.1,6.5,1.6,0.1,2.5,1.9,17.5,7655503.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
221,Jonas Jerebko,PF,25,DET,49,2,18.2,2.9,6.4,.449,0.5,1.7,.301,2.4,4.8,.502,1.4,1.8,.773,1.4,2.4,3.8,0.9,0.8,0.2,0.9,1.8,7.7,4500000.0
222,Amir Johnson,PF,25,TOR,81,38,28.7,4.1,7.5,.554,0.1,0.2,.385,4.1,7.3,.558,1.7,2.3,.727,2.8,4.7,7.5,1.5,1.0,1.4,1.4,3.7,10.0,6500000.0
223,Chris Johnson,C,27,MIN,30,0,9.5,1.6,2.5,.640,0.0,0.0,,1.6,2.5,.640,0.7,1.1,.618,0.7,1.3,2.0,0.3,0.2,0.9,0.4,1.6,3.9,916099.0
224,Chris Johnson,SF,22,MEM,8,0,12.8,1.4,3.1,.440,0.8,2.3,.333,0.6,0.9,.714,0.1,0.3,.500,0.6,0.8,1.4,0.3,0.5,0.0,0.4,0.6,3.6,916099.0
225,Ivan Johnson,PF,28,ATL,69,5,15.0,2.7,5.2,.520,0.0,0.2,.077,2.7,5.0,.536,1.2,1.9,.618,1.1,2.8,3.9,0.7,0.8,0.2,1.0,1.9,6.6,0
226,James Johnson,SF,25,SAC,54,11,16.3,2.2,5.2,.413,0.0,0.4,.095,2.1,4.9,.439,0.7,1.2,.597,0.9,1.8,2.7,1.1,0.8,0.9,1.3,1.8,5.1,634610.0
227,Joe Johnson,SG,31,BRK,72,72,36.7,6.2,14.6,.423,2.1,5.5,.375,4.1,9.1,.452,1.8,2.2,.820,0.7,2.3,3.0,3.5,0.7,0.2,1.7,1.4,16.3,21466718.0
228,Orlando Johnson,SG,23,IND,51,0,12.1,1.4,3.5,.400,0.7,1.8,.383,0.7,1.7,.419,0.5,0.6,.719,0.4,1.8,2.2,0.9,0.2,0.2,0.6,1.0,4.0,788872.0
229,Wesley Johnson,SF,25,PHO,50,21,19.1,3.2,7.9,.407,1.0,3.1,.323,2.2,4.8,.461,0.5,0.7,.771,0.4,2.0,2.5,0.7,0.4,0.4,1.0,1.1,8.0,916099.0
230,Darius Johnson-Odom,SG,23,LAL,4,0,1.5,0.0,1.0,.000,0.0,0.3,.000,0.0,0.8,.000,0.0,0.0,,0.3,0.8,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0
231,Dahntay Jones,SF-SG,32,TOT,78,19,13.0,1.1,2.8,.369,0.1,0.6,.224,0.9,2.2,.410,1.1,1.4,.770,0.3,1.0,1.3,0.6,0.3,0.1,0.5,1.5,3.4,0
231,Dahntay Jones,SF,32,DAL,50,15,12.7,1.0,2.8,.357,0.2,0.7,.216,0.8,2.1,.408,1.3,1.6,.805,0.3,1.1,1.4,0.6,0.2,0.1,0.4,1.5,3.5,0
231,Dahntay Jones,SG,32,ATL,28,4,13.6,1.1,2.9,.390,0.1,0.4,.250,1.0,2.5,.414,0.8,1.1,.677,0.4,0.7,1.1,0.7,0.4,0.0,0.6,1.6,3.1,0
232,DeQuan Jones,SF,22,ORL,63,17,12.7,1.5,3.5,.436,0.1,0.6,.257,1.4,2.9,.470,0.5,0.8,.667,0.3,1.4,1.7,0.3,0.3,0.3,0.5,0.9,3.7,0
233,Dominique Jones,PG,24,DAL,29,3,11.7,1.4,3.8,.367,0.0,0.3,.111,1.3,3.4,.390,1.2,1.8,.660,0.6,0.9,1.6,2.9,0.5,0.1,1.3,1.0,4.0,0
234,James Jones,SF,32,MIA,38,0,5.8,0.6,1.6,.344,0.4,1.4,.302,0.1,0.2,.625,0.1,0.1,.500,0.0,0.6,0.6,0.3,0.1,0.2,0.1,0.4,1.6,1500000.0
235,Kevin Jones,PF,23,CLE,32,0,10.4,1.3,3.3,.402,0.0,0.0,,1.3,3.3,.402,0.3,0.5,.600,1.2,1.3,2.4,0.3,0.3,0.2,0.3,0.8,3.0,0
236,Perry Jones,SF,21,OKC,38,1,7.4,1.0,2.6,.394,0.0,0.1,.000,1.0,2.6,.402,0.3,0.4,.667,0.3,1.3,1.6,0.3,0.1,0.2,0.4,0.6,2.3,1082520.0
237,Solomon Jones,PF,28,NYK,2,1,13.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.5,1.5,1.5,0.0,488542.0
238,Terrence Jones,PF,21,HOU,19,0,14.5,2.3,4.9,.457,0.3,1.0,.263,2.0,3.9,.507,0.7,0.9,.765,1.5,1.9,3.4,0.8,0.6,1.0,0.7,1.1,5.5,1551840.0
239,DeAndre Jordan,C,24,LAC,82,82,24.5,3.8,6.0,.643,0.0,0.0,,3.8,6.0,.643,1.2,3.0,.386,2.6,4.7,7.2,0.3,0.6,1.4,1.2,2.3,8.8,10986550.0
240,Cory Joseph,PG,21,SAS,28,9,13.9,1.8,3.9,.464,0.2,0.8,.286,1.6,3.2,.506,0.6,0.8,.857,0.4,1.4,1.9,1.9,0.5,0.1,0.8,0.9,4.5,1120920.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
241,Kris Joseph,SF,24,TOT,10,0,5.4,0.2,1.4,.143,0.0,0.3,.000,0.2,1.1,.182,0.5,0.8,.625,0.1,0.6,0.7,0.1,0.3,0.0,0.2,0.3,0.9,0
241,Kris Joseph,SF,24,BOS,6,0,4.0,0.3,1.8,.182,0.0,0.3,.000,0.3,1.5,.222,0.5,0.7,.750,0.2,0.7,0.8,0.2,0.0,0.0,0.3,0.3,1.2,0
241,Kris Joseph,SF,24,BRK,4,0,7.5,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,0.5,1.0,.500,0.0,0.5,0.5,0.0,0.8,0.0,0.0,0.3,0.5,0
242,Chris Kaman,C,30,DAL,66,52,20.7,4.7,9.3,.507,0.0,0.0,.000,4.7,9.3,.508,1.0,1.3,.788,1.5,4.2,5.6,0.8,0.4,0.8,1.6,2.1,10.5,3183000.0
243,Enes Kanter,C,20,UTA,70,2,15.4,2.9,5.4,.544,0.0,0.0,1.000,2.9,5.4,.542,1.3,1.7,.795,1.9,2.4,4.3,0.4,0.4,0.5,1.4,1.7,7.2,4505280.0
244,Jason Kidd,SG,39,NYK,76,48,26.9,2.0,5.4,.372,1.5,4.3,.351,0.5,1.1,.452,0.5,0.6,.833,0.7,3.6,4.3,3.3,1.6,0.3,1.0,1.6,6.0,0
245,Michael Kidd-Gilchrist,SF,19,CHA,78,77,26.0,3.6,7.9,.458,0.0,0.1,.222,3.6,7.7,.462,1.8,2.4,.749,1.7,4.2,5.8,1.5,0.7,0.9,1.3,2.1,9.0,4809840.0
246,Andrei Kirilenko,SF,31,MIN,64,64,31.8,4.4,8.8,.507,0.5,1.9,.292,3.9,6.9,.566,2.9,3.9,.752,1.6,4.1,5.7,2.8,1.5,1.0,1.9,1.3,12.4,3183000.0
247,Linas Kleiza,SF,28,TOR,20,3,18.8,2.4,7.2,.333,1.0,3.3,.303,1.4,3.9,.359,1.6,1.9,.842,0.5,2.1,2.6,0.8,0.2,0.1,0.7,2.3,7.4,0
248,Brandon Knight,PG,21,DET,75,75,31.5,4.8,11.7,.407,1.6,4.4,.367,3.2,7.3,.430,2.2,3.0,.733,0.7,2.6,3.3,4.0,0.8,0.1,2.7,2.1,13.3,2793960.0
249,Kyle Korver,SF,31,ATL,74,60,30.5,3.7,8.1,.461,2.6,5.6,.457,1.2,2.5,.471,0.9,1.1,.859,0.3,3.6,4.0,2.0,0.9,0.5,0.9,2.3,10.9,6760563.0
250,Kosta Koufos,C,23,DEN,81,81,22.4,3.6,6.3,.581,0.0,0.0,.000,3.6,6.3,.582,0.7,1.3,.558,2.6,4.3,6.9,0.4,0.5,1.3,0.7,3.0,8.0,3000000.0
251,Viacheslav Kravtsov,C,25,DET,25,0,9.0,1.3,1.8,.717,0.0,0.0,,1.3,1.8,.717,0.4,1.5,.297,1.0,0.8,1.8,0.4,0.2,0.4,0.6,1.3,3.1,0
252,Doron Lamb,SG,21,TOT,47,0,12.3,1.3,3.5,.368,0.3,0.8,.378,1.0,2.7,.365,0.4,0.7,.588,0.2,0.8,1.0,0.7,0.3,0.0,0.6,1.1,3.3,788872.0
252,Doron Lamb,SG,21,MIL,23,0,12.2,1.4,4.1,.347,0.2,0.7,.250,1.3,3.4,.367,0.3,0.7,.533,0.1,0.6,0.7,0.9,0.3,0.0,0.7,1.2,3.4,788872.0
252,Doron Lamb,SG,21,ORL,24,0,12.4,1.1,2.8,.397,0.4,0.9,.476,0.7,2.0,.362,0.5,0.8,.632,0.2,1.0,1.2,0.5,0.3,0.0,0.4,1.0,3.2,788872.0
253,Jeremy Lamb,SF,20,OKC,23,0,6.4,1.0,3.0,.353,0.4,1.3,.300,0.7,1.7,.395,0.6,0.6,1.000,0.2,0.6,0.8,0.2,0.1,0.1,0.3,0.6,3.1,2111160.0
254,Carl Landry,PF,29,GSW,81,2,23.2,4.0,7.4,.540,0.0,0.0,.333,4.0,7.4,.541,2.8,3.4,.817,2.2,3.7,6.0,0.8,0.4,0.4,1.4,2.3,10.8,6500000.0
255,Ty Lawson,PG,25,DEN,73,71,34.4,6.1,13.3,.461,1.2,3.2,.366,5.0,10.1,.491,3.2,4.3,.756,0.5,2.2,2.7,6.9,1.5,0.1,2.5,1.8,16.7,10786517.0
256,Courtney Lee,SG,27,BOS,78,39,24.9,3.2,6.8,.464,0.7,2.0,.372,2.4,4.8,.503,0.8,0.9,.861,0.4,2.0,2.4,1.8,1.1,0.3,1.1,1.8,7.8,5225000.0
257,David Lee,PF,29,GSW,79,79,36.8,7.6,14.7,.519,0.0,0.1,.000,7.6,14.6,.521,3.2,4.1,.797,2.8,8.5,11.2,3.5,0.8,0.3,2.6,3.1,18.5,13878000.0
258,Malcolm Lee,SG,22,MIN,16,12,18.1,1.8,4.8,.382,0.5,1.5,.333,1.3,3.3,.404,0.8,1.3,.600,0.9,1.5,2.4,1.3,0.8,0.4,0.6,1.9,4.9,884293.0
259,Kawhi Leonard,SF,21,SAS,58,57,31.2,4.5,9.1,.494,1.1,3.0,.374,3.4,6.1,.554,1.8,2.2,.825,1.1,4.9,6.0,1.6,1.7,0.6,1.1,1.7,11.9,1887840.0
260,Meyers Leonard,C,20,POR,69,9,17.5,2.2,4.0,.545,0.0,0.1,.429,2.1,3.9,.548,1.0,1.3,.809,1.2,2.5,3.7,0.5,0.2,0.6,0.7,2.4,5.5,2222160.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
261,Jon Leuer,PF-C,23,TOT,28,0,6.7,0.9,1.9,.481,0.0,0.1,.000,0.9,1.8,.510,0.2,0.5,.462,0.5,0.9,1.3,0.3,0.2,0.0,0.3,0.8,2.0,900000.0
261,Jon Leuer,C,23,CLE,9,0,10.1,1.1,3.1,.357,0.0,0.3,.000,1.1,2.8,.400,0.2,0.7,.333,0.6,0.9,1.4,0.6,0.2,0.0,0.6,1.2,2.4,900000.0
261,Jon Leuer,PF,23,MEM,19,0,5.1,0.8,1.3,.625,0.0,0.0,,0.8,1.3,.625,0.2,0.4,.571,0.4,0.8,1.3,0.2,0.2,0.0,0.2,0.5,1.8,900000.0
262,Rashard Lewis,PF,33,MIA,55,9,14.4,1.9,4.5,.414,0.9,2.4,.389,0.9,2.1,.441,0.5,0.8,.622,0.3,1.9,2.2,0.5,0.4,0.3,0.6,1.2,5.2,1399507.0
263,DeAndre Liggins,SG,24,OKC,39,1,7.4,0.5,1.2,.447,0.2,0.5,.368,0.4,0.7,.500,0.2,0.5,.500,0.3,1.0,1.4,0.4,0.5,0.1,0.4,0.8,1.5,0
264,Damian Lillard,PG,22,POR,82,82,38.6,6.7,15.7,.429,2.3,6.1,.368,4.5,9.6,.469,3.3,3.9,.844,0.5,2.6,3.1,6.5,0.9,0.2,3.0,2.1,19.0,3202920.0
265,Jeremy Lin,PG,24,HOU,82,82,32.2,4.8,10.9,.441,1.1,3.1,.339,3.8,7.8,.483,2.6,3.4,.785,0.4,2.6,3.0,6.1,1.6,0.4,2.9,2.5,13.4,8374646.0
266,Shaun Livingston,PG,27,TOT,66,16,22.0,2.5,5.2,.480,0.0,0.1,.000,2.5,5.2,.485,1.3,1.5,.867,0.5,1.9,2.4,3.3,0.7,0.5,1.2,1.9,6.3,1272279.0
266,Shaun Livingston,PG,27,WAS,17,4,18.8,1.4,3.9,.364,0.0,0.2,.000,1.4,3.7,.381,0.9,0.9,1.000,0.1,2.1,2.2,2.2,0.6,0.1,1.0,1.3,3.7,1272279.0
266,Shaun Livingston,PG,27,CLE,49,12,23.2,2.9,5.7,.507,0.0,0.0,.000,2.9,5.7,.509,1.4,1.7,.843,0.6,1.9,2.5,3.6,0.8,0.6,1.2,2.1,7.2,1272279.0
267,Brook Lopez,C,24,BRK,74,74,30.4,7.7,14.8,.521,0.0,0.0,.000,7.7,14.8,.522,4.0,5.3,.758,2.8,4.1,6.9,0.9,0.4,2.1,1.8,2.1,19.4,14693906.0
268,Robin Lopez,C,24,NOH,82,82,26.0,4.7,8.8,.534,0.0,0.0,,4.7,8.8,.534,2.0,2.5,.778,2.8,2.9,5.6,0.8,0.4,1.6,1.3,2.0,11.3,5119761.0
269,Kevin Love,PF,24,MIN,18,18,34.3,5.8,16.6,.352,1.1,5.1,.217,4.7,11.4,.413,5.6,7.9,.704,3.6,10.4,14.0,2.3,0.7,0.5,2.2,1.9,18.3,14693906.0
270,Kyle Lowry,PG,26,TOR,68,52,29.7,3.7,9.2,.401,1.5,4.1,.362,2.2,5.1,.433,2.8,3.5,.795,0.8,3.9,4.7,6.4,1.4,0.4,2.3,3.2,11.6,6210000.0
271,John Lucas,PG,30,TOR,63,0,13.1,2.0,5.3,.386,0.9,2.4,.377,1.1,2.9,.393,0.3,0.4,.720,0.1,0.9,1.0,1.7,0.4,0.0,0.4,0.8,5.3,1600000.0
272,Scott Machado,PG,22,HOU,6,0,3.5,0.5,1.0,.500,0.0,0.2,.000,0.5,0.8,.600,0.3,0.3,1.000,0.0,0.2,0.2,1.0,0.3,0.0,1.3,0.0,1.3,0
273,Shelvin Mack,PG-SG,23,TOT,31,3,13.4,1.9,4.1,.460,0.6,1.6,.367,1.3,2.5,.519,0.3,0.5,.563,0.1,1.2,1.3,2.2,0.5,0.0,1.1,1.3,4.6,884293.0
273,Shelvin Mack,PG,23,WAS,7,2,20.1,2.3,5.7,.400,0.6,1.9,.308,1.7,3.9,.444,0.1,0.3,.500,0.4,1.9,2.3,3.3,0.9,0.0,1.1,1.4,5.3,884293.0
273,Shelvin Mack,SG,23,PHI,4,0,1.8,0.3,0.5,.500,0.0,0.3,.000,0.3,0.3,1.000,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.5,884293.0
273,Shelvin Mack,PG,23,ATL,20,1,13.4,2.1,4.2,.488,0.7,1.8,.400,1.4,2.5,.551,0.4,0.7,.571,0.0,1.2,1.2,2.2,0.5,0.0,1.2,1.4,5.2,884293.0
274,Corey Maggette,SF,33,DET,18,0,14.3,1.5,4.2,.355,0.3,1.2,.238,1.2,3.1,.400,2.0,2.7,.750,0.3,1.1,1.4,1.1,0.3,0.1,0.9,2.3,5.3,0
275,Ian Mahinmi,C,26,IND,80,2,16.5,1.9,4.1,.453,0.0,0.0,.000,1.9,4.1,.456,1.3,2.1,.608,1.4,2.5,3.9,0.3,0.5,0.8,1.2,2.5,5.0,4000000.0
276,Shawn Marion,PF,34,DAL,67,67,30.0,5.3,10.3,.514,0.3,1.1,.315,5.0,9.2,.538,1.2,1.5,.782,2.2,5.7,7.8,2.4,1.1,0.7,1.5,1.7,12.1,9066796.0
277,Kendall Marshall,PG,21,PHO,48,3,14.6,1.2,3.1,.371,0.5,1.5,.315,0.7,1.6,.423,0.2,0.3,.571,0.1,0.8,0.9,3.0,0.5,0.1,1.2,1.0,3.0,2553130.0
278,Cartier Martin,SF,28,WAS,41,3,16.9,2.3,6.1,.381,1.4,3.6,.397,0.9,2.6,.358,0.5,0.7,.714,0.3,2.2,2.4,0.5,0.5,0.1,0.8,1.4,6.6,546188.0
279,Kenyon Martin,C,35,NYK,18,11,23.9,3.1,5.2,.602,0.0,0.0,,3.1,5.2,.602,0.9,2.2,.425,1.9,3.4,5.3,0.4,0.9,0.9,0.9,3.6,7.2,0
280,Kevin Martin,SG,29,OKC,77,0,27.7,4.5,10.1,.450,2.1,4.8,.426,2.5,5.3,.472,2.8,3.2,.890,0.4,1.9,2.3,1.4,0.9,0.1,1.3,1.8,14.0,6500000.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
281,Roger Mason,SG,32,NOH,69,13,17.7,1.9,4.4,.433,1.0,2.3,.415,1.0,2.1,.452,0.6,0.6,.907,0.2,1.8,1.9,1.1,0.4,0.2,0.7,1.5,5.3,884293.0
282,Wesley Matthews,SG,26,POR,69,69,34.8,5.1,11.7,.436,2.4,6.2,.398,2.7,5.6,.478,2.2,2.7,.797,0.5,2.3,2.8,2.5,1.3,0.3,1.6,2.5,14.8,6875480.0
283,Jason Maxiell,PF,29,DET,72,71,24.8,2.8,6.3,.446,0.0,0.0,,2.8,6.3,.446,1.3,2.0,.621,1.9,3.8,5.7,0.8,0.4,1.3,1.1,2.4,6.9,2500000.0
284,Eric Maynor,PG-SG,25,TOT,64,0,15.0,1.7,4.4,.377,0.5,1.5,.354,1.1,2.9,.389,0.7,1.0,.726,0.1,0.6,0.7,2.8,0.3,0.0,1.2,0.9,4.5,2016000.0
284,Eric Maynor,PG,25,OKC,37,0,10.6,1.0,3.1,.313,0.4,1.2,.326,0.6,1.9,.304,0.5,0.6,.810,0.1,0.4,0.5,2.0,0.3,0.0,0.8,0.5,2.8,2016000.0
284,Eric Maynor,SG,25,POR,27,0,21.2,2.6,6.1,.422,0.7,1.9,.380,1.9,4.3,.440,1.0,1.5,.683,0.1,0.9,1.0,4.0,0.4,0.0,1.8,1.3,6.9,2016000.0
285,O.J. Mayo,SG,25,DAL,82,82,35.5,5.6,12.5,.449,1.7,4.3,.407,3.9,8.3,.471,2.3,2.8,.820,0.4,3.1,3.5,4.4,1.1,0.3,2.6,2.4,15.3,8000000.0
286,Luc Mbah a Moute,SF,26,MIL,58,45,22.9,2.6,6.5,.401,0.2,0.6,.351,2.4,5.9,.406,1.2,2.2,.571,1.5,2.9,4.4,0.9,0.7,0.2,1.2,1.4,6.7,4588384.0
287,JaVale McGee,C,25,DEN,79,0,18.1,3.8,6.7,.575,0.0,0.0,1.000,3.8,6.7,.574,1.4,2.4,.591,2.0,2.8,4.8,0.3,0.4,2.0,1.1,2.3,9.1,10750000.0
288,Dominic McGuire,SF,27,TOT,26,10,14.9,0.9,2.2,.429,0.0,0.0,,0.9,2.2,.429,0.1,0.4,.300,0.7,2.3,3.0,0.8,0.5,0.4,0.5,1.5,2.0,0
288,Dominic McGuire,SF,27,TOR,15,9,15.3,1.0,2.1,.469,0.0,0.0,,1.0,2.1,.469,0.1,0.4,.333,0.7,2.5,3.2,0.7,0.3,0.5,0.5,1.7,2.1,0
288,Dominic McGuire,SF,27,NOH,9,0,16.1,1.0,2.3,.429,0.0,0.0,,1.0,2.3,.429,0.1,0.2,.500,0.8,2.3,3.1,1.0,0.9,0.3,0.6,1.4,2.1,0
288,Dominic McGuire,SF,27,IND,2,1,6.0,0.0,1.5,.000,0.0,0.0,,0.0,1.5,.000,0.0,1.0,.000,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0
289,Josh McRoberts,PF,25,TOT,67,22,22.2,2.3,5.1,.455,0.4,1.3,.286,2.0,3.9,.510,1.0,1.3,.765,1.4,3.5,4.9,2.1,0.5,0.4,1.0,2.0,6.0,2652000.0
289,Josh McRoberts,PF,25,ORL,41,3,16.7,1.5,3.7,.392,0.4,1.3,.309,1.0,2.4,.439,0.5,0.7,.733,1.0,2.3,3.3,1.7,0.2,0.3,0.7,1.6,3.9,2652000.0
289,Josh McRoberts,PF,25,CHA,26,19,30.8,3.7,7.3,.505,0.3,1.1,.241,3.4,6.2,.553,1.7,2.1,.782,2.0,5.2,7.2,2.7,0.8,0.6,1.5,2.5,9.3,2652000.0
290,Jodie Meeks,SG,25,LAL,78,10,21.3,2.6,6.8,.387,1.6,4.4,.357,1.1,2.4,.441,1.1,1.2,.896,0.5,1.7,2.2,0.9,0.7,0.1,0.7,1.3,7.9,1500000.0
