Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
16,Ryan Anderson,PF,22,ORL,64,1424,19.0,.591,.558,.223,.650,10.8,18.1,14.5,6.2,1.1,2.1,7.8,20.4,122,102,4.0,2.5,6.4,.216
17,Carmelo Anthony,SF,26,TOT,77,2751,21.7,.557,.487,.403,.167,5.0,18.3,11.8,14.7,1.2,1.3,10.4,32.0,109,108,5.4,2.5,7.9,.138
17,Carmelo Anthony,SF,26,DEN,50,1774,21.2,.547,.474,.431,.130,5.2,19.3,12.4,14.3,1.2,1.3,11.0,32.5,107,107,2.8,1.9,4.7,.127
17,Carmelo Anthony,SF,26,NYK,27,977,22.8,.575,.510,.351,.233,4.8,16.5,10.6,15.3,1.3,1.1,9.4,31.0,114,111,2.6,0.6,3.2,.157
18,Joel Anthony,C,28,MIA,75,1463,7.3,.583,.535,.737,.000,9.0,12.4,10.8,2.2,0.4,5.0,21.5,5.3,120,104,1.2,2.1,3.3,.107
19,Gilbert Arenas,PG,29,TOT,70,1796,10.8,.471,.433,.208,.446,1.4,10.7,6.1,25.3,2.1,0.9,18.1,24.7,93,106,-1.6,2.2,0.5,.014
19,Gilbert Arenas,PG,29,WAS,21,726,14.0,.505,.465,.203,.439,0.9,10.4,5.5,27.5,2.1,1.3,16.5,26.2,98,111,0.0,0.4,0.4,.025
19,Gilbert Arenas,PG,29,ORL,49,1070,8.6,.444,.406,.213,.450,1.8,11.0,6.5,23.8,2.2,0.7,19.3,23.7,88,102,-1.6,1.7,0.2,.007
20,Trevor Ariza,SF,25,NOH,75,2600,11.3,.487,.451,.259,.356,2.8,16.4,9.5,10.0,2.5,1.0,12.2,17.7,97,104,-0.4,3.8,3.4,.062
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
21,Hilton Armstrong,C,26,TOT,53,488,8.8,.508,.500,.434,.053,9.5,21.6,15.4,4.2,1.9,3.3,23.6,10.9,95,106,-0.1,0.6,0.5,.045
21,Hilton Armstrong,C,26,WAS,41,412,8.6,.519,.492,.359,.047,10.4,21.5,15.8,3.5,1.9,3.0,25.2,10.6,96,107,-0.1,0.4,0.4,.043
21,Hilton Armstrong,C,26,ATL,12,76,10.1,.457,.542,.833,.083,4.8,22.0,13.5,7.8,2.1,5.0,15.5,12.1,90,101,-0.1,0.1,0.1,.054
22,Carlos Arroyo,PG,31,TOT,64,1185,9.0,.528,.496,.172,.253,2.2,7.9,5.2,15.8,0.9,0.1,17.0,14.0,104,108,0.5,1.1,1.7,.068
22,Carlos Arroyo,PG,31,MIA,49,995,9.5,.541,.517,.147,.269,1.6,7.5,4.8,15.3,0.7,0.1,14.5,13.9,108,109,0.8,0.9,1.6,.078
22,Carlos Arroyo,PG,31,BOS,15,190,6.7,.447,.357,.343,.143,4.8,9.8,7.4,18.6,2.0,0.0,29.7,14.5,86,103,-0.2,0.3,0.1,.016
23,Darrell Arthur,PF,22,MEM,80,1609,15.7,.534,.497,.215,.010,8.5,17.0,12.7,5.4,1.7,3.2,11.4,21.6,106,104,1.5,2.2,3.8,.113
24,Omer Asik,C,24,CHI,82,989,11.8,.559,.553,1.028,.000,13.7,22.3,18.1,4.7,1.1,4.3,23.8,12.5,104,97,0.5,2.2,2.7,.130
25,D.J. Augustin,PG,23,CHA,82,2757,15.9,.541,.474,.310,.348,1.7,8.3,4.9,31.1,1.0,0.1,12.5,21.2,112,112,4.9,1.3,6.2,.108
26,Luke Babbitt,SF,21,POR,24,137,1.0,.305,.300,.164,.291,5.1,22.4,13.4,6.9,0.8,1.2,11.9,22.8,68,107,-0.6,0.1,-0.4,-0.143
27,Renaldo Balkman,SF,26,TOT,8,62,9.3,.542,.500,.308,.154,3.7,9.1,6.5,4.7,3.2,2.4,6.3,11.3,115,105,0.1,0.1,0.1,.114
27,Renaldo Balkman,SF,26,DEN,5,44,12.8,.604,.556,.444,.000,2.7,7.6,5.2,6.6,3.4,3.4,0.0,10.9,135,103,0.1,0.1,0.2,.182
27,Renaldo Balkman,SF,26,NYK,3,18,0.7,.375,.375,.000,.500,6.3,12.8,9.5,0.0,2.8,0.0,20.0,12.3,73,109,0.0,0.0,0.0,-0.050
28,Marcus Banks,PG,29,TOR,3,22,6.8,.543,.000,4.000,.000,0.0,5.5,2.7,17.2,2.3,0.0,26.6,15.3,99,114,0.0,0.0,0.0,.011
29,Leandro Barbosa,SG,28,TOR,58,1395,15.3,.539,.505,.210,.326,1.2,7.4,4.2,14.6,1.9,0.3,10.5,25.6,105,115,1.4,0.1,1.5,.052
30,Jose Barea,PG,26,DAL,81,1669,14.8,.535,.490,.242,.291,2.1,8.8,5.6,31.2,0.9,0.0,15.9,23.9,106,109,1.9,1.4,3.2,.093
31,Andrea Bargnani,C,25,TOR,66,2353,16.4,.533,.480,.298,.190,3.6,13.9,8.6,8.8,0.7,1.5,10.3,28.2,105,115,2.2,0.3,2.5,.052
32,Matt Barnes,SF,30,LAL,53,1020,14.6,.569,.530,.276,.384,8.4,16.7,12.7,10.5,2.0,1.6,15.6,16.6,112,103,1.4,1.6,3.0,.142
33,Earl Barron,C,29,TOT,21,305,6.2,.361,.323,.242,.000,12.1,17.2,14.6,5.8,1.4,1.5,12.7,18.9,83,107,-0.6,0.3,-0.2,-0.039
33,Earl Barron,C,29,PHO,12,183,1.5,.301,.235,.392,.000,10.1,15.2,12.6,3.0,1.7,1.6,15.5,17.5,71,109,-0.5,0.1,-0.4,-0.106
33,Earl Barron,C,29,MIL,7,85,17.3,.475,.459,.054,.000,16.0,14.1,15.1,9.2,1.3,1.9,5.0,22.0,108,103,0.1,0.1,0.2,.130
33,Earl Barron,C,29,POR,2,37,3.8,.295,.273,.182,.000,12.7,34.6,23.1,12.2,0.0,0.0,20.2,18.8,73,106,-0.1,0.0,-0.1,-0.093
34,Brandon Bass,PF,25,ORL,76,1980,15.9,.571,.515,.361,.003,8.1,16.7,12.5,5.0,0.7,2.0,11.5,19.8,113,103,3.2,3.1,6.3,.153
35,Tony Battie,C,34,PHI,38,377,9.5,.489,.479,.146,.031,5.2,25.1,15.1,4.8,0.7,3.0,10.5,13.9,99,103,0.0,0.6,0.6,.075
36,Shane Battier,SF,32,TOT,82,2375,12.3,.567,.550,.183,.525,4.4,13.7,9.0,11.1,1.5,2.4,12.6,11.7,115,108,2.9,2.2,5.1,.103
36,Shane Battier,SF,32,HOU,59,1818,12.9,.577,.564,.186,.551,3.6,13.9,8.8,12.1,1.5,2.7,12.5,12.3,116,108,2.3,1.7,4.0,.105
36,Shane Battier,SF,32,MEM,23,557,10.6,.530,.495,.168,.416,6.8,13.0,9.9,7.9,1.5,1.5,12.9,10.1,114,107,0.5,0.6,1.1,.097
37,Nicolas Batum,SF,22,POR,80,2522,14.8,.563,.528,.203,.424,5.1,12.8,8.8,8.1,1.5,1.6,8.6,17.8,116,108,4.4,2.3,6.6,.126
38,Jerryd Bayless,PG,22,TOT,71,1496,14.1,.536,.469,.398,.282,2.0,11.3,6.6,27.6,1.3,0.3,17.3,22.1,105,114,1.4,0.3,1.6,.053
38,Jerryd Bayless,PG,22,NOH,11,149,7.2,.443,.378,.347,.286,1.6,10.7,6.1,29.9,0.7,0.6,23.1,23.5,86,109,-0.3,0.1,-0.2,-0.050
38,Jerryd Bayless,PG,22,TOR,60,1347,14.9,.545,.479,.404,.282,2.1,11.4,6.6,27.4,1.4,0.2,16.6,22.0,108,115,1.7,0.1,1.8,.064
39,Michael Beasley,SF,22,MIN,73,2361,15.5,.510,.474,.234,.132,5.4,14.1,9.6,12.3,1.1,1.7,12.4,28.3,100,112,0.7,1.0,1.7,.035
40,Rodrigue Beaubois,PG,22,DAL,28,496,11.4,.500,.478,.135,.372,1.7,10.2,6.1,21.9,2.1,1.2,16.6,26.7,93,105,-0.4,0.7,0.2,.022
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
41,Marco Belinelli,SG,24,NOH,80,1957,12.1,.560,.534,.181,.469,1.1,8.4,4.7,8.0,1.1,0.3,9.4,20.0,107,109,1.9,1.5,3.4,.084
42,Charlie Bell,SG,31,GSW,19,171,4.7,.357,.349,.093,.488,3.9,8.1,6.0,10.1,1.8,0.4,11.8,13.1,85,114,-0.2,0.0,-0.1,-0.040
43,Raja Bell,SG,34,UTA,68,2097,8.2,.528,.482,.218,.413,1.8,8.4,5.1,8.3,1.4,0.5,11.0,12.6,107,114,1.2,0.5,1.7,.040
44,Mike Bibby,PG,32,TOT,80,2285,10.9,.570,.563,.108,.604,0.9,9.2,5.1,17.9,1.2,0.3,14.3,14.6,110,109,2.2,1.8,4.0,.085
44,Mike Bibby,PG,32,ATL,56,1674,11.7,.570,.563,.104,.580,1.1,9.1,5.1,18.9,1.2,0.3,12.8,15.0,111,110,1.9,1.2,3.1,.089
44,Mike Bibby,PG,32,WAS,2,29,1.1,.111,.111,.000,.444,0.0,12.2,5.9,37.8,1.8,0.0,10.0,15.2,60,112,-0.1,0.0,-0.1,-0.161
44,Mike Bibby,PG,32,MIA,22,582,9.0,.601,.595,.127,.698,0.4,9.1,5.0,14.1,1.0,0.4,19.4,13.3,108,107,0.4,0.6,1.0,.084
45,Andris Biedrins,C,24,GSW,59,1397,12.1,.526,.534,.117,.000,11.5,23.3,17.3,6.0,1.9,2.8,16.9,10.6,109,107,1.1,1.5,2.6,.088
46,Chauncey Billups,PG,34,TOT,72,2310,18.7,.617,.519,.528,.457,1.3,8.1,4.7,25.8,1.5,0.5,15.3,22.3,120,111,6.6,1.4,8.0,.166
46,Chauncey Billups,PG,34,DEN,51,1646,18.6,.634,.536,.535,.444,0.9,7.7,4.4,25.1,1.6,0.6,16.3,21.4,120,110,4.7,1.1,5.8,.171
46,Chauncey Billups,PG,34,NYK,21,664,19.1,.582,.483,.512,.484,2.2,9.0,5.6,27.4,1.4,0.2,13.2,24.3,118,113,1.9,0.2,2.1,.155
47,DeJuan Blair,PF,21,SAS,81,1734,17.1,.524,.501,.235,.003,14.8,22.9,18.9,7.1,2.8,1.7,14.9,20.1,106,100,1.5,3.2,4.8,.132
48,Steve Blake,PG,30,LAL,79,1581,7.5,.500,.479,.098,.631,1.4,9.5,5.6,15.0,1.3,0.1,18.6,11.3,101,108,0.3,1.5,1.8,.055
49,Andray Blatche,PF,24,WAS,64,2172,16.9,.497,.447,.296,.019,9.3,18.7,13.8,11.7,2.3,1.8,13.7,25.5,100,108,0.3,2.1,2.4,.053
50,Eric Bledsoe,PG,21,LAC,81,1841,10.8,.499,.457,.274,.239,4.4,9.8,7.1,24.2,2.6,1.1,26.3,17.9,93,108,-1.3,1.6,0.3,.008
51,Keith Bogans,SG,30,CHI,82,1461,9.0,.559,.550,.104,.772,1.6,10.1,5.9,10.1,1.4,0.5,11.3,11.4,113,103,1.4,2.2,3.6,.118
52,Andrew Bogut,C,26,MIL,65,2297,16.7,.496,.495,.292,.005,9.8,27.1,18.3,10.4,1.1,5.8,13.0,19.6,100,97,0.3,5.1,5.4,.112
53,Matt Bonner,PF,30,SAS,66,1432,13.5,.617,.605,.116,.620,5.0,14.2,9.7,6.2,0.9,1.0,6.5,13.4,125,108,3.0,1.4,4.4,.147
54,Trevor Booker,PF,23,WAS,65,1063,15.3,.582,.549,.399,.004,10.2,17.0,13.5,5.2,1.4,3.0,11.3,13.9,118,109,1.8,0.8,2.6,.119
55,Carlos Boozer,C,29,CHI,59,1882,18.8,.542,.510,.289,.000,8.3,26.3,17.6,14.3,1.3,0.7,13.5,26.9,105,99,1.9,3.9,5.8,.149
56,Chris Bosh,PF,26,MIA,77,2795,19.4,.569,.499,.446,.024,6.4,20.0,13.6,8.9,1.1,1.4,9.8,23.5,115,103,6.1,4.3,10.3,.177
57,Earl Boykins,PG,34,MIL,57,862,17.6,.526,.482,.233,.202,2.0,5.5,3.7,30.9,2.4,0.3,11.8,23.9,108,105,1.1,1.1,2.3,.125
58,Craig Brackins,PF,23,PHI,3,33,0.1,.250,.250,.000,.313,7.0,7.0,7.0,4.6,1.6,0.0,0.0,22.3,66,108,-0.1,0.0,-0.1,-0.154
59,Avery Bradley,PG,20,BOS,31,162,2.2,.360,.343,.179,.075,3.2,9.3,6.5,11.9,3.0,0.0,18.1,26.1,68,101,-0.8,0.3,-0.5,-0.139
60,Elton Brand,PF,31,PHI,81,2809,18.5,.553,.512,.278,.001,9.7,18.0,13.9,7.1,1.7,2.9,8.4,19.7,114,103,5.1,4.4,9.4,.161
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
61,Corey Brewer,SF-SG,24,TOT,69,1510,11.0,.482,.426,.393,.230,4.2,8.9,6.5,9.1,3.3,0.8,13.2,18.8,98,109,-0.1,1.3,1.1,.036
61,Corey Brewer,SF,24,MIN,56,1362,10.3,.471,.414,.391,.227,3.6,9.0,6.2,8.6,3.3,0.8,13.1,18.4,96,110,-0.4,1.0,0.6,.023
61,Corey Brewer,SG,24,DAL,13,148,17.6,.573,.529,.412,.255,9.9,8.4,9.1,13.3,3.9,1.0,14.2,22.2,111,102,0.3,0.3,0.5,.163
62,Ronnie Brewer,SG,25,CHI,81,1781,13.8,.518,.487,.311,.063,3.7,13.2,8.6,12.1,3.2,0.9,10.2,13.9,110,98,1.7,3.8,5.4,.147
63,Jon Brockman,C,23,MIL,63,677,9.6,.567,.511,.628,.000,12.4,19.4,15.8,4.2,1.1,0.3,16.7,10.0,117,103,0.8,1.0,1.9,.132
64,Aaron Brooks,PG,26,TOT,59,1284,13.1,.489,.434,.239,.402,1.8,5.2,3.5,28.9,1.3,0.2,13.2,25.9,102,113,0.7,0.4,1.1,.040
64,Aaron Brooks,PG,26,HOU,34,811,11.7,.465,.408,.214,.437,1.5,5.6,3.6,25.2,1.3,0.2,11.5,26.1,99,113,0.1,0.3,0.4,.023
64,Aaron Brooks,PG,26,PHO,25,473,15.6,.533,.485,.285,.335,2.2,4.4,3.3,35.3,1.4,0.2,16.4,25.7,107,114,0.6,0.1,0.7,.070
65,Derrick Brown,SF,23,TOT,49,576,12.9,.588,.584,.458,.076,8.5,12.2,10.3,9.5,1.8,1.4,18.2,15.5,108,109,0.5,0.5,1.0,.083
65,Derrick Brown,SF,23,CHA,41,488,12.4,.565,.558,.416,.053,7.9,13.0,10.4,9.9,1.8,1.3,17.3,15.6,105,108,0.3,0.4,0.8,.074
65,Derrick Brown,SF,23,NYK,8,88,16.0,.717,.750,.722,.222,11.6,7.9,9.7,6.9,2.3,1.7,22.8,15.5,120,110,0.2,0.1,0.2,.130
66,Kwame Brown,C,28,CHA,66,1714,12.8,.550,.517,.616,.000,10.3,21.6,15.9,4.1,0.8,1.8,12.6,14.9,110,108,1.8,1.7,3.5,.097
67,Shannon Brown,SG,25,LAL,82,1568,13.6,.518,.482,.157,.330,2.6,8.5,5.7,10.0,2.3,0.8,9.8,22.2,105,106,1.1,1.9,3.1,.093
68,Kobe Bryant,SG,32,LAL,82,2779,23.9,.548,.487,.356,.217,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,111,105,6.8,3.5,10.3,.178
69,Chase Budinger,SF,22,HOU,78,1738,14.2,.534,.493,.210,.418,3.4,15.0,9.2,11.5,1.2,0.7,8.5,19.9,110,110,2.2,1.2,3.4,.095
70,Caron Butler,SF,30,DAL,29,867,14.2,.523,.487,.233,.172,3.1,12.5,8.0,9.1,1.7,0.7,10.5,25.1,100,106,0.2,1.0,1.2,.067
71,Rasual Butler,SG,31,TOT,47,770,6.2,.446,.430,.114,.574,1.5,10.1,5.9,5.3,0.5,1.5,8.8,15.8,92,112,-0.5,0.3,-0.1,-0.009
71,Rasual Butler,SG,31,LAC,41,744,5.9,.433,.416,.119,.571,1.6,10.3,6.0,5.5,0.6,1.6,8.5,15.6,91,112,-0.5,0.3,-0.2,-0.013
71,Rasual Butler,SG,31,CHI,6,26,14.5,.727,.727,.000,.636,0.0,4.4,2.3,0.0,0.0,0.0,15.4,23.0,110,108,0.0,0.0,0.1,.107
72,Andrew Bynum,C,23,LAL,54,1500,21.1,.606,.574,.506,.000,13.3,24.7,19.2,7.7,0.7,5.4,12.8,17.6,121,100,3.8,2.8,6.6,.210
73,Will Bynum,PG,28,DET,61,1125,15.2,.524,.468,.300,.123,1.6,6.7,4.0,28.6,2.5,0.3,15.3,22.5,106,113,1.1,0.4,1.5,.066
74,Jose Calderon,PG,29,TOR,68,2102,16.3,.522,.487,.173,.262,1.7,9.9,5.7,43.0,2.0,0.3,18.8,16.8,112,114,3.2,0.4,3.7,.084
75,Marcus Camby,C,36,POR,59,1540,14.8,.426,.398,.238,.003,13.8,35.2,24.1,11.7,1.4,5.0,16.0,11.7,105,100,0.8,3.0,3.7,.116
76,Derrick Caracter,C,22,LAL,41,215,10.0,.532,.485,.348,.000,10.3,12.2,11.3,5.1,1.0,3.5,20.0,20.2,98,105,0.0,0.3,0.3,.057
77,Brian Cardinal,SF,33,DAL,56,618,9.7,.672,.640,.180,.870,2.0,8.9,5.6,9.1,2.0,0.9,13.6,9.5,126,106,1.0,0.7,1.7,.132
78,Rodney Carney,SF,26,TOT,27,336,10.8,.521,.495,.245,.345,4.3,12.1,8.1,4.8,1.8,1.1,11.6,18.1,102,112,0.1,0.2,0.3,.038
78,Rodney Carney,SF,26,GSW,25,331,10.7,.526,.500,.252,.346,4.0,12.3,8.0,4.9,1.7,1.2,11.9,18.0,102,112,0.1,0.2,0.3,.038
78,Rodney Carney,SF,26,MEM,2,5,20.4,.333,.333,.000,.333,23.7,0.0,12.0,0.0,10.4,0.0,0.0,27.1,90,93,0.0,0.0,0.0,.071
79,DeMarre Carroll,PF,24,TOT,12,50,8.7,.388,.333,.167,.000,4.7,14.5,9.6,10.7,1.0,1.6,0.0,11.6,105,108,0.0,0.0,0.1,.066
79,DeMarre Carroll,PF,24,MEM,7,39,12.4,.506,.444,.222,.000,6.1,18.6,12.3,7.3,1.3,2.1,0.0,11.4,124,105,0.1,0.0,0.1,.145
79,DeMarre Carroll,PF,24,HOU,5,11,-4.5,.000,.000,.000,.000,0.0,0.0,0.0,22.8,0.0,0.0,0.0,12.0,40,118,0.0,0.0,0.0,-0.214
80,Matt Carroll,SG,30,CHA,54,582,12.2,.530,.490,.261,.231,2.5,11.7,7.1,6.9,1.6,0.8,9.4,19.8,103,109,0.3,0.5,0.8,.062
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
81,Anthony Carter,PG,35,TOT,33,463,9.2,.502,.481,.075,.377,1.7,10.9,6.3,21.3,2.9,1.0,26.3,14.3,94,108,-0.2,0.4,0.2,.023
81,Anthony Carter,PG,35,DEN,14,153,5.4,.421,.400,.067,.400,0.0,8.8,4.5,23.2,3.0,0.5,31.2,13.1,82,107,-0.2,0.2,-0.1,-0.018
81,Anthony Carter,PG,35,NYK,19,310,11.1,.534,.513,.079,.368,2.6,11.9,7.2,20.4,2.9,1.2,24.1,14.8,99,108,0.0,0.3,0.3,.044
82,Vince Carter,SG,34,TOT,73,2051,14.8,.528,.502,.194,.360,3.1,12.4,7.8,12.1,1.7,0.7,8.5,23.5,106,108,2.0,1.9,3.8,.089
82,Vince Carter,SG,34,ORL,22,664,16.2,.557,.521,.282,.293,2.0,13.5,7.9,17.3,1.6,0.4,10.7,23.4,111,103,1.1,1.0,2.1,.151
82,Vince Carter,SG,34,PHO,51,1387,14.2,.516,.494,.157,.389,3.6,11.8,7.7,9.6,1.7,0.9,7.5,23.5,104,111,0.9,0.8,1.7,.060
83,Omri Casspi,SF,22,SAC,71,1702,11.7,.517,.496,.185,.452,4.8,16.0,10.3,6.6,1.6,0.6,10.3,16.7,106,109,1.1,1.3,2.5,.069
84,Mario Chalmers,PG,24,MIA,70,1579,10.3,.538,.506,.160,.595,1.0,9.5,5.5,16.8,2.5,0.3,18.0,15.0,103,104,0.7,2.3,2.9,.089
85,Tyson Chandler,C,28,DAL,74,2059,18.4,.697,.654,.725,.000,12.2,26.6,19.7,2.4,0.9,3.0,14.1,14.2,131,102,5.8,3.5,9.4,.218
86,Wilson Chandler,SF,23,TOT,72,2401,14.6,.537,.509,.169,.336,3.6,15.9,9.7,8.1,1.0,2.9,9.2,20.9,106,109,2.1,1.9,3.9,.079
86,Wilson Chandler,SF,23,NYK,51,1759,15.7,.548,.521,.167,.344,4.0,15.8,9.8,8.1,1.0,2.9,8.1,21.0,109,110,2.3,1.2,3.4,.094
86,Wilson Chandler,SF,23,DEN,21,642,11.6,.505,.473,.174,.311,2.4,16.1,9.4,8.3,1.1,2.8,12.5,20.6,96,107,-0.2,0.7,0.5,.037
87,Josh Childress,SG,27,PHO,54,894,13.0,.567,.568,.276,.075,8.9,11.1,10.0,7.0,1.9,1.9,15.5,14.3,109,110,0.8,0.6,1.4,.076
88,Earl Clark,SF,23,TOT,42,464,10.1,.456,.430,.297,.032,9.5,15.7,12.7,3.1,0.9,3.0,13.5,20.5,91,103,-0.4,0.7,0.3,.030
88,Earl Clark,SF,23,PHO,9,72,11.3,.410,.387,.323,.000,6.4,20.9,13.6,8.7,0.7,3.1,5.3,23.4,91,109,-0.1,0.1,0.0,-0.010
88,Earl Clark,SF,23,ORL,33,392,9.9,.468,.441,.291,.039,10.1,14.8,12.5,2.1,0.9,3.0,15.4,20.0,91,102,-0.3,0.7,0.3,.038
89,Jarron Collins,C,32,TOT,28,181,1.6,.374,.286,.476,.000,9.1,6.4,7.9,1.5,1.1,0.4,21.6,8.1,85,113,-0.1,0.1,-0.1,-0.016
89,Jarron Collins,C,32,LAC,23,157,1.8,.438,.333,.667,.000,5.3,7.4,6.3,0.9,1.3,0.5,20.5,6.9,89,112,-0.1,0.1,0.0,.000
89,Jarron Collins,C,32,POR,5,24,0.0,.167,.167,.000,.000,34.2,0.0,17.8,5.9,0.0,0.0,25.0,15.6,77,116,-0.1,0.0,-0.1,-0.124
90,Jason Collins,C,32,ATL,49,593,5.4,.539,.486,.577,.014,6.1,14.5,10.4,5.3,0.8,1.2,22.6,9.2,101,108,0.1,0.5,0.6,.049
91,Sherron Collins,PG,23,CHA,20,66,3.6,.334,.320,.040,.400,0.0,9.2,4.6,19.6,1.6,0.0,13.6,20.9,73,111,-0.2,0.0,-0.2,-0.121
92,Darren Collison,PG,23,IND,79,2360,15.6,.534,.481,.267,.143,1.9,8.6,5.3,28.9,1.9,0.4,16.6,21.9,105,108,2.1,2.2,4.3,.087
93,Nick Collison,C,30,OKC,71,1524,10.8,.600,.566,.302,.000,9.5,14.6,12.1,6.7,1.4,1.5,16.7,9.8,120,108,2.1,1.5,3.6,.113
94,Mike Conley,PG,23,MEM,81,2872,15.9,.521,.486,.259,.228,1.3,9.0,5.1,28.0,2.6,0.5,14.2,19.4,108,107,3.4,3.2,6.6,.111
95,Brian Cook,PF,30,LAC,40,447,11.6,.534,.524,.141,.465,5.0,20.0,12.6,5.6,1.4,1.9,12.2,20.5,101,107,0.1,0.5,0.6,.064
96,Daequan Cook,SG,23,OKC,43,598,12.8,.630,.616,.110,.851,1.6,12.1,7.0,5.3,1.2,0.1,8.2,15.7,122,110,1.2,0.4,1.6,.126
97,Marcus Cousin,C,24,UTA,4,18,7.8,.667,.667,.000,.000,0.0,20.3,10.1,0.0,0.0,4.5,25.0,10.2,90,111,0.0,0.0,0.0,.008
98,DeMarcus Cousins,C,20,SAC,81,2309,14.6,.484,.432,.400,.018,10.4,24.4,17.2,14.7,1.9,2.1,18.5,27.2,94,105,-1.9,2.9,1.1,.022
