Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
129,Wayne Ellington,SG,24,MIN,51,973,9.4,.487,.462,.132,.358,1.6,9.7,5.6,5.5,1.4,0.7,7.5,15.8,100,109,0.3,0.5,0.8,.041
130,Monta Ellis,SG,26,TOT,58,2120,17.5,.509,.463,.264,.193,1.1,9.6,5.3,28.6,2.1,0.6,13.2,28.7,101,109,1.6,0.9,2.6,.059
130,Monta Ellis,SG,26,GSW,37,1365,18.6,.516,.469,.264,.222,1.3,9.2,5.3,29.3,2.1,0.7,13.5,30.7,101,111,1.2,0.4,1.5,.054
130,Monta Ellis,SG,26,MIL,21,755,15.4,.493,.449,.265,.134,0.6,10.4,5.3,27.3,2.0,0.6,12.6,25.0,100,107,0.5,0.6,1.1,.067
131,Francisco Elson,C,35,PHI,5,16,6.3,.333,.333,.000,.000,0.0,7.0,3.5,8.8,3.3,4.7,25.0,11.7,61,96,0.0,0.0,0.0,-0.026
132,Andre Emmett,SF,29,NJN,6,45,13.3,.618,.571,1.143,.143,5.0,10.6,7.7,3.6,2.4,1.7,16.0,12.7,113,109,0.1,0.0,0.1,.089
133,Semih Erden,C,25,CLE,28,333,9.9,.538,.527,.554,.000,6.6,18.5,12.3,4.6,1.6,1.1,14.8,14.6,102,108,0.2,0.2,0.4,.057
134,Jeremy Evans,SF,24,UTA,29,217,19.6,.632,.643,.381,.024,9.9,16.6,13.2,9.1,1.5,8.8,9.3,11.2,131,101,0.6,0.3,0.9,.193
135,Maurice Evans,SF,33,WAS,24,343,9.0,.497,.478,.116,.402,2.6,5.3,3.9,4.2,2.1,0.0,7.8,16.7,101,110,0.2,0.1,0.3,.041
136,Reggie Evans,PF,31,LAC,56,771,9.2,.504,.472,.986,.000,15.3,26.7,20.9,3.1,2.2,0.6,29.9,8.8,101,102,0.2,1.0,1.3,.079
137,Tyreke Evans,SG,22,SAC,63,2162,16.4,.512,.464,.287,.110,3.1,12.0,7.3,22.1,2.0,1.0,14.4,23.8,103,111,2.0,0.6,2.7,.059
138,Christian Eyenga,SF,22,TOT,7,102,4.8,.298,.260,.320,.120,4.4,11.5,7.8,7.5,1.5,3.7,9.5,14.0,73,107,-0.2,0.1,-0.1,-0.061
138,Christian Eyenga,SF,22,CLE,6,83,2.1,.208,.184,.316,.105,4.0,12.8,8.2,7.2,1.9,3.7,8.5,12.8,59,107,-0.2,0.1,-0.2,-0.103
138,Christian Eyenga,SF,22,LAL,1,19,16.7,.581,.500,.333,.167,6.2,5.6,5.9,8.8,0.0,3.8,12.7,19.0,114,109,0.0,0.0,0.0,.122
139,Kenneth Faried,PF,22,DEN,46,1037,21.9,.618,.586,.531,.000,16.5,22.9,19.8,5.5,1.7,3.6,12.4,18.7,123,103,3.2,1.3,4.6,.212
140,Jordan Farmar,PG,25,NJN,39,831,17.4,.592,.554,.200,.397,1.0,7.8,4.3,29.0,1.5,0.2,16.6,22.6,111,113,1.8,0.0,1.8,.104
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
141,Derrick Favors,PF,20,UTA,65,1376,17.1,.537,.499,.436,.000,13.0,22.5,17.7,5.0,1.4,3.8,16.3,20.7,104,103,1.4,1.6,3.0,.105
142,Raymond Felton,PG,27,POR,60,1906,13.4,.491,.455,.193,.316,1.6,7.6,4.6,33.3,2.2,0.4,19.6,20.8,99,109,0.7,1.0,1.7,.042
143,Rudy Fernandez,SG,26,DEN,31,710,13.3,.549,.529,.191,.542,1.5,8.9,5.3,15.9,2.2,0.3,14.1,17.8,106,108,0.8,0.4,1.2,.083
144,Kyrylo Fesenko,C,25,IND,3,17,29.8,.524,.400,1.200,.000,13.3,46.0,29.8,9.5,6.2,0.0,0.0,20.4,129,84,0.1,0.1,0.1,.374
145,Landry Fields,SG,23,NYK,66,1894,12.0,.506,.490,.267,.236,3.6,13.5,8.5,14.5,2.1,0.7,15.1,16.0,100,102,0.8,2.6,3.4,.085
146,Derek Fisher,PG,37,TOT,63,1508,8.0,.464,.421,.193,.313,0.9,7.7,4.5,16.7,1.8,0.2,16.2,13.6,97,107,0.1,1.1,1.2,.038
146,Derek Fisher,PG,37,LAL,43,1101,8.8,.479,.433,.221,.308,1.1,8.0,4.7,19.2,1.9,0.2,18.1,13.4,99,107,0.2,0.9,1.1,.048
146,Derek Fisher,PG,37,OKC,20,407,5.9,.429,.394,.130,.324,0.6,7.1,4.1,10.1,1.4,0.2,11.6,14.3,92,108,-0.2,0.2,0.1,.011
147,Jonny Flynn,PG,22,TOT,29,416,11.2,.442,.389,.298,.260,2.2,8.8,5.5,35.7,0.8,0.4,19.5,20.2,96,111,0.0,0.1,0.1,.012
147,Jonny Flynn,PG,22,HOU,11,135,8.8,.392,.317,.341,.220,0.9,6.1,3.4,30.2,1.2,0.6,16.0,18.9,92,110,-0.1,0.1,0.0,-0.006
147,Jonny Flynn,PG,22,POR,18,281,12.3,.465,.422,.278,.278,2.8,10.2,6.4,38.3,0.6,0.3,21.1,20.8,98,111,0.1,0.1,0.1,.020
148,Jeff Foote,C,24,NOH,4,39,-0.9,.333,.333,.000,.000,3.1,15.0,9.2,0.0,0.0,2.1,25.0,9.7,58,108,-0.1,0.0,-0.1,-0.079
149,Gary Forbes,SG,26,TOR,48,713,13.3,.513,.467,.336,.306,4.5,12.2,8.4,13.7,1.8,0.5,14.8,24.1,97,106,0.1,0.7,0.8,.053
150,T.J. Ford,PG,28,SAS,14,191,11.0,.519,.465,.326,.186,1.8,8.8,5.4,32.7,2.4,0.8,31.9,17.2,96,104,0.0,0.2,0.2,.053
151,Courtney Fortson,PG,23,TOT,10,95,9.9,.453,.391,.469,.406,7.4,11.2,9.3,16.1,1.7,0.0,20.6,23.4,89,108,-0.1,0.1,0.0,-0.019
151,Courtney Fortson,PG,23,LAC,4,46,11.4,.533,.458,.750,.333,10.2,10.5,10.3,16.6,0.0,0.0,23.9,21.0,100,112,0.0,0.0,0.0,.030
151,Courtney Fortson,PG,23,HOU,6,49,8.5,.398,.350,.300,.450,4.7,12.0,8.3,15.6,3.2,0.0,18.1,25.6,81,104,-0.1,0.1,-0.1,-0.065
152,Jeff Foster,C,35,IND,11,141,11.1,.569,.528,.500,.056,14.5,19.0,16.7,4.2,3.0,0.6,24.2,9.3,112,99,0.2,0.2,0.4,.134
153,Randy Foye,SG,28,LAC,65,1682,13.5,.522,.496,.132,.511,1.7,8.1,4.9,14.2,1.5,1.2,9.7,20.7,108,109,2.4,0.8,3.2,.092
154,Jimmer Fredette,PG,22,SAC,61,1135,10.8,.495,.473,.108,.484,1.6,5.7,3.5,15.1,1.3,0.2,12.5,20.4,100,114,0.5,-0.2,0.3,.012
155,Channing Frye,PF,28,PHO,64,1669,14.9,.519,.490,.134,.429,4.8,20.6,12.8,8.3,1.3,3.0,8.8,19.3,106,104,1.8,1.9,3.7,.106
156,Dan Gadzuric,C,33,NYK,2,13,-4.3,.000,.000,1.000,.000,8.8,35.9,22.2,0.0,4.0,6.1,25.8,13.4,17,87,-0.1,0.0,0.0,-0.169
157,Sundiata Gaines,SG,25,NJN,57,793,15.0,.465,.428,.354,.303,3.8,12.2,7.9,27.2,3.7,0.2,14.2,21.1,100,107,0.4,0.6,1.0,.059
158,Danilo Gallinari,SF,23,DEN,43,1351,16.5,.563,.479,.448,.393,2.5,14.6,8.7,13.0,1.6,1.3,10.9,20.7,114,107,2.9,1.0,3.9,.140
159,Francisco Garcia,SF,30,SAC,49,798,10.7,.483,.459,.131,.572,1.4,12.7,6.8,5.8,2.3,3.4,8.3,14.4,101,108,0.3,0.5,0.8,.048
160,Kevin Garnett,C,35,BOS,60,1864,20.4,.550,.505,.243,.012,4.4,25.8,15.6,17.9,1.6,2.5,11.1,24.9,106,94,2.6,4.3,6.9,.178
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
161,Marc Gasol,C,27,MEM,65,2370,18.4,.541,.483,.428,.016,5.8,23.1,14.3,14.1,1.4,4.1,12.1,19.1,111,99,4.2,4.0,8.2,.166
162,Pau Gasol,PF,31,LAL,65,2430,20.4,.547,.504,.285,.029,8.8,21.8,15.6,17.2,0.8,2.6,12.1,22.1,112,103,5.2,3.1,8.3,.165
163,Rudy Gay,SF,25,MEM,65,2422,17.8,.521,.480,.246,.162,6.1,14.1,10.1,10.8,2.1,1.8,12.0,25.1,104,102,2.8,3.3,6.0,.120
164,Alonzo Gee,SG,24,CLE,63,1827,13.2,.516,.452,.385,.249,6.1,14.3,10.0,10.6,2.4,0.7,15.0,18.7,102,108,1.2,1.2,2.4,.063
165,Paul George,SG,21,IND,66,1958,16.5,.555,.510,.285,.366,3.2,17.9,10.6,13.6,2.9,1.5,14.0,19.3,108,100,2.8,3.2,6.0,.148
166,Daniel Gibson,SG,25,CLE,35,916,9.2,.493,.462,.173,.560,1.3,11.6,6.3,13.5,1.5,1.3,14.4,15.3,98,110,0.2,0.3,0.5,.028
167,Taj Gibson,PF,26,CHI,63,1284,16.9,.522,.495,.334,.000,12.0,16.8,14.4,5.9,1.1,4.5,11.5,18.6,109,96,1.8,2.6,4.5,.167
168,Manu Ginobili,SG,34,SAS,34,792,24.1,.668,.618,.354,.442,2.7,13.9,8.4,30.3,1.6,1.1,16.3,22.7,125,104,3.4,0.9,4.2,.257
169,Mickell Gladness,PF,25,TOT,26,252,9.5,.436,.424,.203,.000,6.4,19.8,13.2,2.9,0.8,6.1,9.8,13.1,92,105,-0.1,0.2,0.2,.029
169,Mickell Gladness,PF,25,MIA,8,28,1.8,.333,.333,.000,.000,4.4,41.1,23.5,9.8,1.9,2.9,50.0,9.9,56,91,-0.1,0.1,0.0,-0.004
169,Mickell Gladness,PF,25,GSW,18,224,10.5,.441,.429,.214,.000,6.6,17.2,11.9,2.0,0.7,6.5,6.1,13.4,96,107,0.0,0.2,0.2,.033
170,Ryan Gomes,SF,29,LAC,32,425,4.4,.371,.347,.116,.305,3.9,13.3,8.5,4.1,2.0,0.0,13.1,12.5,81,107,-0.5,0.3,-0.2,-0.021
171,Drew Gooden,C,30,MIL,56,1469,18.8,.512,.449,.317,.084,9.5,18.0,13.6,16.5,1.6,1.7,12.7,25.7,105,104,2.0,1.5,3.6,.116
172,Ben Gordon,SG,28,DET,52,1398,13.5,.549,.501,.257,.277,1.2,9.5,5.2,16.5,1.3,0.6,16.3,23.3,101,109,1.0,0.7,1.7,.058
173,Eric Gordon,PG,23,NOH,9,310,19.2,.549,.486,.464,.286,0.8,8.7,4.8,19.3,2.3,1.1,12.5,29.4,105,106,0.5,0.3,0.7,.115
174,Marcin Gortat,C,27,PHO,66,2114,21.2,.578,.555,.326,.003,10.0,25.0,17.6,4.8,1.2,3.4,9.3,20.8,115,103,4.9,2.7,7.6,.172
175,Andrew Goudelock,SG,23,LAL,40,419,8.4,.488,.471,.069,.431,1.4,6.6,4.1,8.0,0.5,0.0,10.5,21.9,95,110,0.0,0.1,0.1,.011
176,Danny Granger,SF,28,IND,62,2062,18.6,.542,.481,.309,.343,4.3,12.3,8.4,9.7,1.6,1.5,9.3,25.9,111,104,4.5,2.2,6.7,.155
177,Aaron Gray,C,27,TOR,49,813,11.1,.526,.516,.292,.000,12.1,28.3,20.3,5.5,1.5,1.7,21.9,13.5,98,100,0.1,1.3,1.4,.082
178,Danny Green,SG,24,SAS,66,1522,15.5,.579,.549,.210,.491,4.2,12.9,8.6,8.3,2.0,2.2,11.4,17.6,112,103,2.5,2.0,4.5,.142
179,Gerald Green,SF,26,NJN,31,781,15.8,.574,.548,.203,.344,2.2,14.2,8.0,8.5,1.9,1.7,13.6,23.6,103,109,0.8,0.4,1.2,.072
180,Willie Green,SG,30,ATL,53,922,13.9,.578,.548,.172,.348,1.9,8.2,5.1,7.4,1.3,0.5,8.6,19.5,110,105,1.4,0.9,2.4,.122
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
181,Donte Greene,PF,23,SAC,53,777,11.8,.491,.453,.207,.395,2.6,16.9,9.4,6.8,1.2,2.7,9.9,18.0,100,110,0.3,0.3,0.7,.041
182,Blake Griffin,PF,22,LAC,66,2392,23.4,.557,.550,.458,.016,10.7,25.1,17.8,16.6,1.2,1.7,10.9,26.6,113,104,6.6,2.6,9.2,.185
183,Hamed Haddadi,C,26,MEM,35,206,16.3,.589,.542,.542,.021,15.6,24.9,20.1,6.1,0.3,10.3,26.1,17.7,102,97,0.1,0.4,0.6,.131
184,Jordan Hamilton,SF,21,DEN,26,258,13.9,.508,.509,.045,.423,5.1,22.4,14.0,12.6,0.8,0.9,12.4,22.3,99,107,0.1,0.2,0.3,.055
185,Richard Hamilton,SG,33,CHI,28,697,13.2,.500,.479,.119,.148,3.3,7.2,5.3,21.0,0.9,0.1,13.1,24.5,101,104,0.5,0.8,1.3,.092
186,Tyler Hansbrough,PF,26,IND,66,1442,14.7,.511,.405,.580,.002,8.9,13.7,11.3,3.5,2.0,0.5,9.8,20.9,108,104,2.2,1.7,3.9,.129
187,Luke Harangody,PF,24,CLE,21,231,10.4,.427,.392,.185,.323,9.5,16.9,13.0,4.3,1.4,1.0,5.4,14.5,101,109,0.1,0.1,0.2,.046
188,James Harden,SG,22,OKC,62,1946,21.1,.660,.582,.587,.464,1.9,12.2,7.4,19.3,1.6,0.6,14.8,21.6,125,105,7.5,1.8,9.3,.230
189,Justin Harper,PF,22,ORL,14,84,1.7,.318,.323,.032,.419,4.1,12.5,8.2,3.9,1.3,2.8,16.0,20.9,63,104,-0.3,0.1,-0.3,-0.145
190,Josh Harrellson,PF,22,NYK,37,540,13.7,.505,.490,.174,.396,10.0,21.0,15.4,3.3,2.2,3.0,11.1,15.0,105,98,0.4,1.0,1.4,.127
191,Al Harrington,PF,31,DEN,64,1761,15.3,.535,.512,.228,.392,4.9,20.4,12.9,8.2,1.7,0.5,11.6,24.4,103,105,1.6,1.6,3.2,.088
192,Devin Harris,PG,28,UTA,63,1741,16.0,.564,.516,.386,.393,0.8,6.7,3.7,28.3,1.9,0.6,16.1,19.5,112,109,3.3,0.8,4.2,.115
193,Manny Harris,SG,22,CLE,26,456,11.7,.492,.440,.393,.240,2.6,15.3,8.7,11.8,1.5,1.0,13.3,20.0,97,109,0.1,0.2,0.3,.030
194,Terrel Harris,SG,24,MIA,22,318,6.7,.434,.398,.253,.470,7.0,11.9,9.6,12.2,1.5,0.5,21.3,17.1,87,103,-0.3,0.4,0.1,.011
195,Tobias Harris,SF,19,MIL,42,479,14.2,.540,.485,.320,.136,6.7,16.8,11.6,7.4,1.4,1.1,13.9,20.6,104,106,0.4,0.4,0.9,.087
196,Udonis Haslem,PF,31,MIA,64,1589,10.9,.479,.423,.286,.000,9.1,25.6,17.7,4.0,1.2,1.2,13.0,13.5,102,99,0.7,2.8,3.5,.106
197,Spencer Hawes,C,23,PHI,37,920,18.1,.517,.494,.172,.038,9.4,23.3,16.3,17.6,0.9,3.9,13.8,20.3,105,97,1.1,1.9,2.9,.152
198,Chuck Hayes,C,28,SAC,54,1039,8.9,.459,.429,.229,.012,7.3,18.0,12.4,10.4,1.8,1.2,21.1,9.9,98,109,0.1,0.5,0.6,.028
199,Gordon Hayward,SF,21,UTA,66,2015,15.5,.568,.503,.396,.271,3.3,9.9,6.6,15.9,1.4,1.6,13.7,17.8,113,109,3.8,1.0,4.9,.116
200,Lazar Hayward,SF,25,OKC,26,141,3.1,.427,.395,.316,.368,1.7,10.6,6.5,4.2,1.1,0.5,17.2,16.8,80,107,-0.2,0.1,-0.1,-0.040
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
201,Brendan Haywood,C,32,DAL,54,1146,12.9,.520,.518,.421,.000,13.7,18.0,15.9,2.6,1.1,3.8,14.5,12.8,107,101,1.1,1.6,2.7,.114
202,Gerald Henderson,SG,24,CHA,55,1831,14.0,.511,.467,.282,.065,3.9,10.5,7.0,13.5,1.4,0.8,11.0,23.0,99,112,0.8,0.2,1.0,.026
203,Xavier Henry,SG,20,NOH,45,759,9.2,.450,.410,.373,.075,3.8,12.7,8.3,7.6,1.9,0.9,11.7,18.7,91,106,-0.4,0.7,0.2,.015
204,Roy Hibbert,C,25,IND,65,1937,19.3,.539,.497,.358,.001,12.5,20.7,16.6,9.9,0.9,5.2,14.2,21.1,109,101,3.2,3.0,6.2,.154
205,J.J. Hickson,PF,23,TOT,54,1244,14.9,.501,.467,.342,.005,11.7,19.0,15.2,5.9,1.2,2.1,13.4,18.7,102,108,0.9,0.8,1.7,.066
205,J.J. Hickson,PF,23,SAC,35,644,9.9,.416,.370,.335,.006,10.9,19.7,15.1,5.0,1.4,1.9,16.4,16.0,89,109,-0.5,0.3,-0.1,-0.009
205,J.J. Hickson,PF,23,POR,19,600,20.2,.568,.543,.347,.005,12.6,18.3,15.4,6.9,1.1,2.3,10.9,21.6,113,106,1.4,0.5,1.8,.147
206,Cory Higgins,PG,22,CHA,38,423,4.1,.402,.338,.375,.125,1.8,7.9,4.7,15.0,0.6,1.1,17.3,24.6,77,114,-1.2,-0.1,-1.3,-0.150
207,Nene Hilario,C,29,TOT,39,1110,18.6,.573,.537,.427,.010,6.7,23.3,15.1,12.0,1.9,2.7,17.1,22.6,105,103,1.3,1.4,2.7,.117
207,Nene Hilario,C,29,DEN,28,826,16.7,.554,.509,.473,.007,6.3,22.6,14.7,11.7,2.2,2.4,18.5,22.5,101,102,0.5,1.1,1.6,.092
207,Nene Hilario,C,29,WAS,11,284,24.2,.624,.607,.313,.018,7.9,25.3,16.5,12.8,1.1,3.5,13.0,23.1,116,103,0.8,0.3,1.1,.191
208,George Hill,PG,25,IND,50,1274,15.7,.557,.513,.308,.387,2.8,10.5,6.7,18.8,1.7,1.1,10.8,17.2,117,105,2.8,1.3,4.0,.152
209,Grant Hill,SF,39,PHO,49,1378,12.3,.500,.461,.242,.118,2.4,11.5,7.0,12.1,1.5,1.5,11.5,18.6,100,107,0.6,0.9,1.6,.055
210,Jordan Hill,C,24,TOT,39,551,15.8,.522,.497,.285,.018,12.8,26.3,19.5,4.7,1.3,3.6,14.3,17.9,105,101,0.5,0.8,1.4,.118
210,Jordan Hill,C,24,HOU,32,469,15.1,.529,.504,.289,.022,11.5,27.0,19.2,4.7,1.0,3.4,13.6,17.1,106,102,0.5,0.7,1.1,.118
210,Jordan Hill,C,24,LAL,7,82,19.3,.492,.467,.267,.000,20.0,22.1,21.1,4.2,3.2,5.3,17.3,22.6,98,95,0.0,0.2,0.2,.120
211,Kirk Hinrich,SG,31,ATL,48,1237,9.2,.511,.493,.108,.461,1.1,8.5,4.8,16.3,1.6,0.7,15.8,13.9,100,104,0.4,1.4,1.8,.069
212,Darington Hobson,SG,24,MIL,5,39,-3.3,.154,.154,.000,.462,0.0,8.7,4.2,20.9,0.0,0.0,13.3,16.9,50,112,-0.2,0.0,-0.2,-0.225
213,Jrue Holiday,PG,21,PHI,65,2196,14.7,.496,.471,.144,.205,2.9,7.9,5.4,21.6,2.5,0.6,13.2,21.8,99,101,0.9,3.3,4.2,.092
214,Ryan Hollins,C,27,TOT,39,522,6.9,.560,.548,.893,.000,7.4,10.7,9.0,2.7,0.5,2.5,23.0,13.4,95,108,-0.1,0.3,0.2,.023
214,Ryan Hollins,C,27,CLE,24,362,7.0,.555,.500,.982,.000,7.6,10.1,8.8,2.6,0.6,2.5,23.0,12.9,97,111,0.0,0.1,0.1,.013
214,Ryan Hollins,C,27,BOS,15,160,6.8,.571,.643,.714,.000,7.0,12.0,9.6,3.0,0.3,2.4,23.0,14.3,91,102,-0.1,0.2,0.1,.044
215,Tyler Honeycutt,SF,21,SAC,15,88,10.4,.382,.354,.208,.125,3.6,14.4,8.7,11.5,2.3,2.5,7.1,13.9,92,108,0.0,0.1,0.0,.013
216,Al Horford,C,25,ATL,11,348,19.0,.585,.553,.291,.010,8.8,17.1,13.0,11.7,1.5,3.1,12.1,17.9,116,100,0.8,0.6,1.3,.180
217,Dennis Horner,PF,23,NJN,8,22,6.6,.434,.250,1.000,.250,10.3,16.3,13.2,0.0,0.0,0.0,14.8,14.1,94,114,0.0,0.0,0.0,-0.012
218,Dwight Howard,C,26,ORL,54,2070,24.2,.569,.573,.788,.010,11.0,33.1,21.9,9.8,2.1,4.4,15.2,26.1,106,96,3.3,4.4,7.7,.179
219,Josh Howard,SF,31,UTA,43,991,10.5,.461,.411,.269,.102,4.5,13.9,9.2,7.9,1.7,0.8,11.6,20.7,95,107,-0.2,0.7,0.5,.025
220,Juwan Howard,PF,38,MIA,28,190,3.6,.354,.309,.182,.000,11.8,17.6,14.8,7.8,1.1,0.4,25.2,19.4,73,102,-0.6,0.3,-0.3,-0.076
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
221,Lester Hudson,PG,27,TOT,16,334,13.9,.483,.432,.253,.395,2.3,13.8,7.8,20.6,2.2,0.7,15.1,28.6,94,108,-0.1,0.2,0.1,.012
221,Lester Hudson,PG,27,CLE,13,314,14.7,.492,.440,.252,.404,2.4,14.7,8.3,21.4,2.3,0.7,15.2,28.3,96,108,0.0,0.2,0.2,.026
221,Lester Hudson,PG,27,MEM,3,20,0.4,.365,.318,.273,.273,0.0,0.0,0.0,8.2,0.0,0.0,14.0,32.4,72,112,-0.1,0.0,-0.1,-0.207
222,Larry Hughes,PG,33,ORL,9,114,-4.8,.262,.250,.091,.318,1.0,4.1,2.5,9.2,0.9,0.0,34.4,14.3,48,110,-0.5,0.0,-0.5,-0.193
223,Kris Humphries,PF,26,NJN,62,2162,17.9,.539,.481,.414,.000,12.2,24.8,18.3,7.4,1.2,2.6,13.0,19.3,110,106,3.6,1.7,5.3,.118
224,Serge Ibaka,PF,22,OKC,66,1792,19.0,.556,.536,.241,.006,13.2,18.2,15.9,2.5,1.0,9.8,12.7,15.7,113,98,3.0,3.2,6.2,.167
225,Andre Iguodala,SF,28,PHI,62,2209,17.6,.537,.514,.310,.305,2.8,16.4,9.6,23.7,2.6,1.0,13.8,17.7,108,98,3.1,4.2,7.3,.158
226,Ersan Ilyasova,PF,24,MIL,60,1655,20.5,.577,.535,.307,.188,12.7,22.8,17.6,7.0,1.3,2.0,10.1,20.1,118,103,4.4,2.0,6.4,.185
227,Kyrie Irving,PG,19,CLE,51,1558,21.4,.566,.517,.262,.245,3.1,11.2,7.0,36.5,1.8,1.0,16.1,28.7,109,110,3.4,0.6,4.1,.125
228,Royal Ivey,SG,30,OKC,34,354,4.7,.464,.479,.110,.726,0.3,6.9,3.9,4.1,2.0,0.0,10.5,10.9,92,107,-0.1,0.3,0.2,.025
229,Jarrett Jack,PG,28,NOH,45,1530,17.9,.540,.490,.254,.192,1.8,11.7,6.8,34.0,1.1,0.5,14.1,23.3,109,108,2.9,0.9,3.8,.119
230,Reggie Jackson,PG,21,OKC,45,501,9.2,.408,.362,.182,.390,3.4,8.3,6.0,21.2,2.6,0.1,17.3,18.7,90,105,-0.4,0.5,0.1,.011
231,Stephen Jackson,SF,33,TOT,47,1212,10.7,.485,.432,.268,.400,2.0,13.1,7.6,14.6,2.3,0.8,17.8,21.3,92,104,-0.7,1.3,0.6,.025
231,Stephen Jackson,SF,33,MIL,26,712,8.9,.459,.412,.221,.397,2.4,10.5,6.4,16.6,1.9,0.6,18.1,22.5,88,107,-0.8,0.5,-0.3,-0.019
231,Stephen Jackson,SF,33,SAS,21,500,13.1,.529,.467,.353,.405,1.4,16.9,9.3,11.8,2.9,1.0,17.3,19.5,98,100,0.1,0.8,0.9,.086
232,Damion James,SF,24,NJN,7,170,6.1,.422,.371,.343,.029,4.6,18.3,11.3,2.8,2.2,3.2,23.0,14.1,76,106,-0.3,0.1,-0.2,-0.043
233,LeBron James,SF,27,MIA,62,2326,30.7,.605,.554,.429,.127,5.0,19.7,12.6,33.6,2.6,1.7,13.3,32.0,118,97,10.0,4.5,14.5,.298
234,Mike James,PG,36,CHI,11,120,13.7,.505,.469,.163,.204,1.9,7.3,4.6,39.8,1.8,1.2,21.0,25.3,101,101,0.1,0.2,0.3,.111
235,Antawn Jamison,PF,35,CLE,65,2151,16.1,.481,.447,.260,.256,6.3,15.7,10.8,11.9,1.2,1.5,7.2,26.2,103,109,2.1,1.0,3.1,.070
236,Al Jefferson,C,27,UTA,61,2075,22.8,.520,.493,.169,.004,7.3,25.3,16.2,12.1,1.2,3.9,5.2,25.7,112,103,4.9,2.5,7.5,.173
237,Richard Jefferson,SF,31,TOT,63,1748,11.1,.550,.532,.174,.551,1.7,12.4,7.2,7.3,1.1,0.8,8.7,15.1,109,108,1.9,1.2,3.1,.085
237,Richard Jefferson,SF,31,SAS,41,1168,10.9,.556,.539,.157,.596,1.8,12.0,7.0,6.7,1.1,0.7,8.6,14.6,110,106,1.4,1.0,2.4,.100
237,Richard Jefferson,SF,31,GSW,22,580,11.6,.540,.518,.207,.467,1.6,13.3,7.4,8.6,1.1,0.9,8.9,16.1,106,111,0.6,0.1,0.7,.056
238,Jared Jeffries,PF,30,NYK,39,729,10.9,.484,.420,.500,.111,10.8,13.3,12.0,5.4,2.0,2.7,14.2,12.6,105,100,0.5,1.1,1.7,.109
239,Charles Jenkins,PG,22,GSW,51,893,12.4,.482,.452,.134,.069,1.0,7.6,4.3,29.9,1.9,0.5,16.3,19.0,100,112,0.4,0.1,0.5,.028
240,Brandon Jennings,PG,22,MIL,66,2331,18.4,.514,.476,.213,.346,2.3,8.6,5.3,26.7,2.3,0.7,10.6,25.9,106,107,3.8,1.8,5.5,.114
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
241,Jonas Jerebko,PF,24,DET,64,1468,14.2,.548,.503,.274,.234,7.6,17.8,12.5,5.1,1.5,1.1,11.5,18.1,109,106,2.0,1.3,3.3,.108
242,Yi Jianlian,PF,24,DAL,30,203,10.4,.433,.396,.256,.122,6.7,20.3,13.6,4.1,1.8,3.1,13.3,24.1,84,100,-0.3,0.3,0.0,-0.003
243,Amir Johnson,PF,24,TOR,64,1553,14.4,.600,.579,.247,.015,11.4,19.4,15.4,8.7,1.1,3.6,20.0,14.3,109,102,1.9,2.0,4.0,.122
244,Armon Johnson,PG,22,TOT,9,124,12.9,.515,.477,.140,.070,0.9,11.6,6.1,16.1,2.1,0.0,11.6,19.1,102,110,0.1,0.0,0.1,.050
244,Armon Johnson,PG,22,POR,1,5,20.7,1.000,1.000,.000,.000,0.0,23.8,11.7,0.0,10.5,0.0,50.0,18.3,73,86,0.0,0.0,0.0,.042
244,Armon Johnson,PG,22,NJN,8,119,12.5,.504,.464,.143,.071,0.9,11.0,5.9,16.7,1.8,0.0,10.1,19.1,104,111,0.1,0.0,0.1,.051
245,Carldell Johnson,PG,29,NOH,15,119,8.9,.372,.371,.086,.429,1.0,7.9,4.5,29.4,3.7,0.0,16.2,17.2,86,104,-0.1,0.1,0.0,-0.003
