Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
21,Hilton Armstrong,C,24,NOH,70,29,15.6,2,3.5,0.561,0,0,0,2,3.5,0.566,0.9,1.4,0.633,1.2,1.6,2.8,0.4,0.4,0.6,1.1,2.6,4.8,2801198
22,Darrell Arthur,PF,20,MEM,76,64,19.3,2.5,5.7,0.438,0,0,0,2.5,5.7,0.44,0.5,0.8,0.667,1.4,3.1,4.6,0.6,0.7,0.7,0.6,2.7,5.6,1050480
23,Chucky Atkins,PG,34,TOT,33,0,12.5,1,3.4,0.301,0.5,1.7,0.263,0.6,1.7,0.339,0.5,0.5,0.938,0.2,0.6,0.7,1.8,0.3,0.1,0.7,0.8,3,760000
23,Chucky Atkins,PG,34,DEN,14,0,8.2,0.6,1.9,0.333,0.4,1.2,0.294,0.3,0.7,0.4,0.3,0.3,1,0,0.4,0.4,2,0.1,0.1,0.7,0.4,1.9,760000
23,Chucky Atkins,PG,34,OKC,19,0,15.6,1.3,4.5,0.291,0.5,2.1,0.25,0.8,2.4,0.326,0.6,0.6,0.917,0.3,0.7,0.9,1.6,0.4,0.1,0.7,1.2,3.7,760000
24,D.J. Augustin,PG,21,CHA,72,12,26.5,3.7,8.6,0.43,1.5,3.4,0.439,2.2,5.2,0.424,2.9,3.2,0.893,0.2,1.6,1.8,3.5,0.6,0,1.7,1.9,11.8,2374680
25,Kelenna Azubuike,SF,25,GSW,74,51,32.1,5.3,11.4,0.464,1.3,2.8,0.448,4,8.6,0.469,2.5,3.1,0.808,1.5,3.5,5,1.6,0.8,0.7,1.3,2.5,14.4,3132000
26,Renaldo Balkman,PF,24,DEN,53,10,14.7,2.1,3.7,0.558,0,0.1,0.286,2,3.6,0.568,0.8,1.2,0.646,1.6,2.2,3.8,0.6,0.9,0.4,0.7,1.8,5,2112417
27,Marcus Banks,PG,27,TOT,22,0,9.4,1,2.6,0.368,0.1,0.9,0.158,0.8,1.7,0.474,0.5,0.8,0.611,0,0.8,0.8,1.3,0.5,0.1,0.6,1.2,2.5,4553793
27,Marcus Banks,PG,27,MIA,16,0,10.4,0.9,2.4,0.385,0.1,0.9,0.143,0.8,1.6,0.52,0.6,0.9,0.667,0,0.9,0.9,1.4,0.6,0.1,0.7,1.3,2.6,4553793
27,Marcus Banks,PG,27,TOR,6,0,6.7,1,3,0.333,0.2,0.8,0.2,0.8,2.2,0.385,0.2,0.5,0.333,0.2,0.3,0.5,1,0.2,0,0.5,0.8,2.3,4553793
28,Leandro Barbosa,SG,26,PHO,70,11,24.4,5.2,10.8,0.482,1.3,3.4,0.375,3.9,7.4,0.532,2.4,2.8,0.881,0.5,2.1,2.6,2.3,1.2,0.1,1.3,1.6,14.2,6600000
29,Jose Barea,SG,24,DAL,79,15,20.3,3.1,7.1,0.442,0.7,1.9,0.357,2.4,5.1,0.474,0.9,1.2,0.753,0.5,1.8,2.2,3.4,0.5,0.1,1.3,1.5,7.8,1657500
30,Andrea Bargnani,PF,23,TOR,78,59,31.4,5.5,12.3,0.45,1.5,3.7,0.409,4,8.6,0.468,2.8,3.4,0.831,0.9,4.4,5.3,1.2,0.4,1.2,1.7,3.1,15.4,6527491
31,Matt Barnes,PF,28,PHO,77,40,27,3.7,8.8,0.423,1.5,4.4,0.343,2.2,4.3,0.505,1.3,1.8,0.743,1,4.4,5.5,2.8,0.7,0.3,1.7,2.7,10.2,1600000
32,Brent Barry,SG,37,HOU,56,1,15.3,1.3,3.1,0.407,0.9,2.3,0.374,0.4,0.7,0.512,0.3,0.4,0.95,0.3,1.4,1.7,1.4,0.4,0.1,0.9,0.8,3.7,0
33,Brandon Bass,C,23,DAL,81,0,19.4,3.1,6.3,0.496,0,0.1,0,3.1,6.2,0.502,2.2,2.6,0.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5,4000000
34,Maceo Baston,PF,33,IND,27,0,8,0.9,1.7,0.543,0,0,0,0.9,1.7,0.556,0.6,1,0.63,0.8,1.1,1.9,0.3,0.2,0.4,0.4,1.4,2.5,0
35,Tony Battie,PF,32,ORL,77,3,15.6,2.1,4.2,0.489,0,0.1,0.222,2,4.1,0.497,0.7,1.1,0.659,1.2,2.4,3.6,0.4,0.3,0.3,0.6,1.5,4.8,6292000
36,Shane Battier,SG,30,HOU,60,59,33.9,2.4,5.9,0.41,1.5,4,0.384,0.9,2,0.462,0.9,1.1,0.821,0.9,3.9,4.8,2.3,0.8,0.9,0.8,1.9,7.3,6864200
37,Nicolas Batum,SF,20,POR,79,76,18.4,2,4.6,0.446,0.8,2.1,0.369,1.3,2.4,0.513,0.5,0.7,0.808,1.1,1.7,2.8,0.9,0.6,0.5,0.6,1.8,5.4,1118760
38,Jerryd Bayless,PG,20,POR,53,0,12.4,1.3,3.6,0.365,0.1,0.5,0.259,1.2,3.1,0.383,1.6,1.9,0.806,0.2,0.9,1.1,1.5,0.3,0,1.1,1.5,4.3,2143080
39,Michael Beasley,PF,20,MIA,81,19,24.8,5.6,11.8,0.472,0.4,1,0.407,5.2,10.8,0.478,2.3,3,0.772,1.4,4.1,5.4,1,0.5,0.5,1.5,2.3,13.9,4638600
40,Marco Belinelli,SG,22,GSW,42,23,21,3.3,7.5,0.442,1.2,3.1,0.397,2.1,4.4,0.473,1,1.2,0.769,0.2,1.5,1.7,2.1,0.9,0,1.4,1.7,8.9,1547640
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
41,Charlie Bell,SG,29,MIL,70,23,25.5,3.1,7.5,0.414,1.2,3.4,0.363,1.9,4.1,0.458,0.9,1.1,0.825,0.5,1.5,1.9,2.2,0.7,0.1,1.1,2,8.4,3602960
42,Raja Bell,SG,32,TOT,67,66,34.6,4.5,10.2,0.437,1.7,4,0.421,2.8,6.2,0.448,1.3,1.5,0.853,0.6,3,3.6,2.1,0.7,0.1,1.3,2.5,11.9,5250000
42,Raja Bell,SG,32,PHO,22,22,32.4,3.5,8,0.429,2,4.3,0.468,1.5,3.8,0.386,0.7,1,0.762,0.4,2.5,2.9,1.3,0.6,0.1,0.8,2.6,9.6,5250000
42,Raja Bell,SG,32,CHA,45,44,35.6,5,11.3,0.44,1.6,3.9,0.395,3.4,7.3,0.464,1.6,1.8,0.877,0.7,3.2,4,2.5,0.8,0.1,1.5,2.4,13,5250000
43,Mike Bibby,PG,30,ATL,79,79,34.7,5.5,12.7,0.435,2.1,5.4,0.39,3.4,7.3,0.468,1.7,2.2,0.789,0.5,3,3.5,5,1.2,0.1,1.6,1.8,14.9,6217617
44,Andris Biedrins,C,22,GSW,62,58,30,5,8.6,0.578,0,0,0,5,8.6,0.579,1.9,3.5,0.551,3.6,7.6,11.2,2,1,1.5,1.8,3.8,11.9,9000000
45,Chauncey Billups,PG,32,TOT,79,79,35.3,5.2,12.4,0.418,2.1,5,0.408,3.1,7.4,0.425,5.3,5.8,0.913,0.4,2.6,3,6.4,1.2,0.2,2.2,2,17.7,12100000
45,Chauncey Billups,PG,32,DET,2,2,35,3.5,10.5,0.333,1,3.5,0.286,2.5,7,0.357,4.5,5,0.9,0.5,4.5,5,7.5,1.5,0.5,2,1.5,12.5,12100000
45,Chauncey Billups,PG,32,DEN,77,77,35.3,5.2,12.5,0.42,2.1,5.1,0.41,3.2,7.4,0.427,5.3,5.8,0.913,0.4,2.6,3,6.4,1.2,0.2,2.2,2.1,17.9,12100000
46,Steve Blake,PG,28,POR,69,69,31.7,4,9.4,0.428,2,4.8,0.427,2,4.6,0.429,0.9,1.1,0.84,0.4,2.1,2.5,5,1,0.1,1.6,1.8,11,4000000
47,Andray Blatche,C,22,WAS,71,36,24,4.2,8.9,0.471,0.1,0.3,0.238,4.1,8.6,0.479,1.6,2.3,0.704,1.8,3.5,5.3,1.7,0.7,1,1.6,3,10,3000000
48,Mark Blount,C,33,MIA,20,0,10.4,1.5,3.9,0.385,0.6,1.4,0.407,1,2.6,0.373,0.4,0.7,0.615,0.5,1.6,2.1,0.2,0.1,0.4,0.7,0.9,4,7967375
49,Keith Bogans,SG,28,TOT,65,15,19.6,1.8,5,0.367,1.1,3.4,0.339,0.7,1.6,0.425,0.8,0.9,0.912,0.5,2.6,3.1,1,0.7,0.1,0.6,1.6,5.6,1033342
49,Keith Bogans,SG,28,ORL,36,15,21.9,1.8,4.9,0.36,1.2,3.5,0.333,0.6,1.4,0.429,0.6,0.7,0.875,0.4,2.7,3.1,0.9,0.6,0.1,0.5,1.7,5.3,1033342
49,Keith Bogans,SG,28,MIL,29,0,16.7,1.9,5.1,0.376,1.1,3.2,0.348,0.8,2,0.421,1.1,1.1,0.939,0.6,2.6,3.1,1.1,0.7,0.1,0.8,1.5,6,1033342
50,Andrew Bogut,C,24,MIL,36,33,31.2,5.1,8.8,0.577,0,0,,5.1,8.8,0.577,1.6,2.7,0.571,3.3,7,10.3,2,0.6,1,2.4,3.6,11.7,10000000
51,Matt Bonner,PF,28,SAS,81,67,23.8,3.3,6.6,0.496,1.5,3.3,0.44,1.8,3.3,0.552,0.2,0.3,0.739,1.2,3.6,4.8,1,0.6,0.3,0.5,2.3,8.2,3267000
52,Josh Boone,C,24,NJN,62,7,16,1.8,3.5,0.528,0,0,,1.8,3.5,0.528,0.5,1.4,0.376,1.7,2.5,4.2,0.5,0.4,0.8,0.5,1.7,4.2,2056968
53,Calvin Booth,C,32,TOT,8,0,7,0.6,1.3,0.5,0,0,,0.6,1.3,0.5,0.8,1,0.75,0.6,0.8,1.4,0,0.1,0.3,0.1,1.3,2,0
53,Calvin Booth,C,32,MIN,1,0,1,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0
53,Calvin Booth,C,32,SAC,7,0,7.9,0.7,1.4,0.5,0,0,,0.7,1.4,0.5,0.9,1.1,0.75,0.6,0.9,1.4,0,0.1,0.3,0.1,1.4,2.3,0
54,Carlos Boozer,PF,27,UTA,37,37,32.4,6.8,13.8,0.49,0,0,,6.8,13.8,0.49,2.6,3.8,0.698,3,7.4,10.4,2.1,1.1,0.2,2.1,3.6,16.2,12323900
55,Chris Bosh,C,24,TOR,77,77,38,8,16.4,0.487,0.2,0.6,0.245,7.8,15.8,0.497,6.5,8,0.817,2.8,7.2,10,2.5,0.9,1,2.3,2.5,22.7,15779912
56,Bruce Bowen,SF,37,SAS,80,10,18.8,1,2.3,0.422,0.5,1.2,0.429,0.5,1.1,0.416,0.2,0.3,0.538,0.2,1.6,1.8,0.5,0.5,0.2,0.3,1.5,2.7,2100000
57,Ryan Bowen,SF,33,NOH,21,3,10.4,1,1.8,0.579,0,0,,1,1.8,0.579,0.1,0.2,0.6,0.5,0.7,1.1,0.4,0.7,0.2,0.2,1.8,2.2,0
58,Elton Brand,PF,29,PHI,29,23,31.7,5.6,12.6,0.447,0,0,,5.6,12.6,0.447,2.5,3.7,0.676,2.7,6.1,8.8,1.3,0.6,1.6,2.3,2.7,13.8,14858472
59,Corey Brewer,SF,22,MIN,15,8,20.5,2.5,6,0.411,0.3,0.8,0.417,2.1,5.2,0.41,0.9,1.3,0.737,1.2,2.1,3.3,1.7,1,0.2,0.9,2.5,6.2,2916120
60,Ronnie Brewer,SF,23,UTA,81,80,32.2,5.2,10.2,0.508,0.3,1,0.259,4.9,9.2,0.537,3,4.3,0.702,1.2,2.5,3.7,2.2,1.7,0.4,1.4,1.6,13.7,2717161
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
61,Aaron Brooks,PG,24,HOU,80,35,25,4,9.8,0.404,1.4,3.9,0.366,2.5,5.9,0.428,1.9,2.2,0.866,0.4,1.6,2,3,0.6,0.1,1.6,1.9,11.2,1118520
62,Andre Brown,PF,27,CHA,4,0,10.3,0.3,1.8,0.143,0,0,,0.3,1.8,0.143,0.5,0.5,1,1.8,1.3,3,0.3,0.3,0,1.3,2.3,1,0
63,Bobby Brown,SG-PG,24,TOT,68,2,13.7,2.1,5.3,0.392,0.7,1.9,0.346,1.4,3.4,0.417,0.5,0.6,0.791,0.2,0.6,0.8,1.7,0.3,0,0.9,1.4,5.3,736420
63,Bobby Brown,SG,24,SAC,47,1,14.4,2,5.3,0.381,0.7,2,0.33,1.3,3.3,0.412,0.6,0.7,0.765,0.2,0.6,0.8,1.9,0.3,0,1,1.6,5.2,736420
63,Bobby Brown,PG,24,MIN,21,1,12.2,2.2,5.4,0.416,0.7,1.7,0.389,1.6,3.7,0.429,0.4,0.4,0.889,0.3,0.5,0.8,1.4,0.3,0.1,0.8,1,5.5,736420
64,Dee Brown,PG,24,TOT,19,11,13.7,0.9,2.6,0.367,0.4,1.3,0.292,0.6,1.3,0.44,0.2,0.3,0.6,0.4,1.2,1.5,1.9,0.5,0,0.9,1.5,2.4,0
64,Dee Brown,PG,24,WAS,17,11,13.7,1,2.6,0.386,0.4,1.2,0.3,0.6,1.4,0.458,0.1,0.2,0.333,0.4,1.2,1.6,1.9,0.6,0,0.8,1.3,2.4,0
64,Dee Brown,PG,24,PHO,2,0,14,0.5,2.5,0.2,0.5,2,0.25,0,0.5,0,1,1,1,0,0.5,0.5,1.5,0,0,1.5,3,2.5,0
65,Devin Brown,SG,30,NOH,63,5,13.8,1.8,5,0.355,0.4,1.5,0.289,1.3,3.4,0.384,1.2,1.6,0.78,0.5,1.4,1.9,0.9,0.5,0.1,0.9,1.3,5.2,1107572
66,Kwame Brown,C,26,DET,58,30,17.2,1.6,2.9,0.533,0,0,,1.6,2.9,0.533,1.1,2.1,0.516,1.6,3.4,5,0.6,0.4,0.4,0.9,2.4,4.2,4000000
67,Shannon Brown,SG,23,TOT,48,0,9.9,1.6,3.4,0.473,0.3,0.8,0.378,1.3,2.7,0.5,0.7,0.8,0.821,0.2,0.7,0.9,0.8,0.5,0.1,0.8,0.9,4.2,1990000
67,Shannon Brown,SG,23,CHA,30,0,11.4,1.9,4.1,0.455,0.3,0.9,0.286,1.6,3.2,0.505,0.8,1,0.8,0.3,0.5,0.8,0.9,0.6,0.2,1,1.1,4.8,1990000
67,Shannon Brown,SG,23,LAL,18,0,7.6,1.2,2.3,0.524,0.3,0.5,0.667,0.9,1.8,0.485,0.4,0.5,0.889,0.2,0.9,1.1,0.6,0.2,0.1,0.5,0.5,3.2,1990000
68,Kobe Bryant,SG,30,LAL,82,82,36.1,9.8,20.9,0.467,1.4,4.1,0.351,8.3,16.8,0.496,5.9,6.9,0.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,23034375
69,Greg Buckner,SF,32,MEM,63,0,13.9,1,2.5,0.384,0.2,0.8,0.255,0.8,1.7,0.444,0.3,0.4,0.8,0.5,1.6,2.1,0.9,0.5,0.1,0.6,1.7,2.5,0
70,Caron Butler,SG,28,WAS,67,67,38.6,7.3,16.2,0.453,1,3.1,0.31,6.4,13.1,0.487,5.1,6,0.858,1.8,4.4,6.2,4.3,1.6,0.3,3.1,2.5,20.8,10030970
71,Rasual Butler,SF,29,NOH,82,74,31.9,4.2,9.8,0.433,1.7,4.4,0.39,2.5,5.4,0.468,1,1.3,0.782,0.6,2.7,3.3,0.9,0.6,0.7,0.7,1.9,11.2,3945000
72,Andrew Bynum,C,21,LAL,50,50,28.9,5.6,10,0.56,0,0,,5.6,10,0.56,3,4.3,0.707,2.7,5.2,8,1.4,0.4,1.8,1.7,3.1,14.3,12500000
73,Will Bynum,PG,26,DET,57,1,14.1,2.7,6,0.456,0.1,0.3,0.158,2.7,5.7,0.474,1.7,2.1,0.798,0.3,1,1.3,2.8,0.6,0,1.3,1.5,7.2,825497
74,Jose Calderon,PG,27,TOR,68,68,34.3,4.7,9.5,0.497,1.2,3,0.406,3.5,6.5,0.538,2.2,2.3,0.981,0.2,2.6,2.9,8.9,1.1,0.1,2.1,1.7,12.8,8219009
75,Marcus Camby,C,34,LAC,62,55,31,4.1,8,0.512,0,0.1,0.25,4.1,7.9,0.514,2.1,2.9,0.725,2.6,8.5,11.1,2,0.8,2.1,1.5,2.1,10.3,9650000
76,Brian Cardinal,PF,31,MIN,64,4,14.2,1,2.6,0.385,0.5,1.4,0.326,0.5,1.2,0.455,0.5,0.5,0.857,0.6,1.6,2.2,1.2,0.6,0.2,0.8,2.1,3,6750000
77,Rodney Carney,SG,24,MIN,67,6,17.9,2.6,6.3,0.416,1.2,3.4,0.35,1.4,2.9,0.492,0.7,1,0.758,0.5,1.3,1.9,0.4,0.7,0.4,0.6,1.4,7.2,885189
78,Matt Carroll,SG,28,TOT,55,10,11.2,1.2,3.1,0.38,0.2,1,0.245,0.9,2.1,0.441,0.4,0.5,0.84,0.1,1.1,1.3,0.5,0.4,0.1,0.6,1.2,3,4700000
78,Matt Carroll,SG,28,CHA,34,10,14,1.6,4.1,0.406,0.4,1.3,0.267,1.3,2.7,0.473,0.4,0.6,0.789,0.1,1.5,1.6,0.7,0.5,0.1,0.8,1.6,4.1,4700000
78,Matt Carroll,SG,28,DAL,21,0,6.7,0.4,1.6,0.273,0,0.4,0.125,0.4,1.2,0.32,0.3,0.3,1,0.1,0.6,0.7,0.1,0.1,0,0.3,0.7,1.2,4700000
79,Anthony Carter,PG,33,DEN,78,5,22.9,2.1,4.9,0.433,0.3,1.1,0.239,1.9,3.8,0.49,0.7,1,0.731,0.5,2.1,2.6,4.7,1.2,0.2,2,1.8,5.3,0
80,Vince Carter,SG,32,NJN,80,80,36.8,7.4,16.8,0.437,1.9,4.9,0.385,5.5,11.9,0.459,4.2,5.1,0.817,0.9,4.2,5.1,4.7,1,0.5,2.1,2.9,20.8,16123250
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
81,Mario Chalmers,PG,22,MIA,82,82,32,3.4,8.1,0.42,1.4,3.8,0.367,2,4.3,0.467,1.8,2.4,0.767,0.5,2.3,2.8,4.9,2,0.1,2,2.9,10,756000
82,Tyson Chandler,C,26,NOH,45,45,32.1,3.6,6.3,0.565,0,0,,3.6,6.3,0.565,1.7,3,0.579,3.6,5.1,8.7,0.5,0.3,1.2,1.6,3.2,8.8,12300000
83,Wilson Chandler,SF,21,NYK,82,70,33.4,5.5,12.9,0.432,1.3,3.8,0.328,4.3,9,0.476,2.1,2.6,0.795,1.1,4.3,5.4,2.1,0.9,0.9,1.7,3,14.4,1255440
84,Speedy Claxton,PG,30,ATL,2,0,7.5,1,3.5,0.286,0,0,,1,3.5,0.286,0.5,1,0.5,0,0,0,1.5,0,0,0,0.5,2.5,0
85,Jarron Collins,C,30,UTA,26,3,7.7,0.6,1.3,0.457,0,0,,0.6,1.3,0.457,0.3,0.4,0.727,0.8,0.7,1.4,0.3,0.1,0,0.3,1.3,1.5,0
86,Jason Collins,C,30,MIN,31,22,13.6,0.7,2.3,0.314,0,0,,0.7,2.3,0.314,0.4,0.9,0.464,0.9,1.4,2.3,0.4,0.3,0.4,0.4,2.4,1.8,1181803
87,Mardy Collins,PG-SG,24,TOT,48,14,18.5,2.2,5.1,0.425,0.3,0.6,0.419,1.9,4.5,0.426,0.6,1,0.609,0.6,1.6,2.2,2.3,0.6,0.2,1.2,1.7,5.2,1867742
87,Mardy Collins,SG,24,NYK,9,0,8.3,0.9,2.6,0.348,0,0.3,0,0.9,2.2,0.4,0.4,1,0.444,0.2,0.7,0.9,1.1,0.2,0,0.6,0.8,2.2,1867742
87,Mardy Collins,PG,24,LAC,39,14,20.9,2.5,5.7,0.433,0.3,0.7,0.464,2.2,5,0.429,0.6,0.9,0.649,0.7,1.8,2.5,2.6,0.7,0.3,1.4,1.9,5.9,1867742
88,Nick Collison,C,28,OKC,71,40,25.8,3.4,6,0.568,0,0,0,3.4,6,0.57,1.4,1.9,0.721,2.5,4.3,6.9,0.9,0.7,0.7,1,3.4,8.2,6250000
89,Mike Conley,PG,21,MEM,82,61,30.6,3.9,8.9,0.442,1.1,2.6,0.406,2.9,6.3,0.458,2,2.4,0.817,0.3,3.1,3.4,4.3,1.1,0.1,1.7,1.8,10.9,3883800
90,Brian Cook,PF,28,TOT,30,0,5.7,0.9,2.5,0.368,0.4,1,0.433,0.5,1.5,0.326,0.2,0.2,0.833,0.2,0.8,1.1,0.2,0.1,0.1,0.4,0.9,2.5,3500000
90,Brian Cook,PF,28,ORL,21,0,7,1.1,2.9,0.383,0.5,1.2,0.44,0.6,1.7,0.343,0.2,0.3,0.833,0.3,1,1.3,0.2,0.1,0,0.5,1.1,3,3500000
90,Brian Cook,PF,28,HOU,9,0,2.8,0.6,1.8,0.313,0.2,0.6,0.4,0.3,1.2,0.273,0,0,,0.1,0.4,0.6,0.1,0,0.3,0.2,0.3,1.3,3500000
91,Daequan Cook,SF,21,MIA,75,4,24.4,3.2,8.6,0.375,2,5.3,0.387,1.2,3.3,0.356,0.7,0.7,0.875,0.3,2.3,2.5,0.9,0.5,0.1,0.6,1.7,9.1,1362120
92,Jamal Crawford,PG-SG,28,TOT,65,65,38.1,6.4,15.7,0.41,2.2,6.1,0.36,4.3,9.7,0.441,4.6,5.3,0.872,0.4,2.6,3,4.4,0.9,0.2,2.3,1.4,19.7,9360000
92,Jamal Crawford,SG,28,NYK,11,11,35.6,6.6,15.4,0.432,3.2,7,0.455,3.5,8.4,0.413,3.2,4.2,0.761,0.2,1.4,1.5,4.4,0.8,0,2.4,1.2,19.6,9360000
92,Jamal Crawford,PG,28,GSW,54,54,38.6,6.4,15.8,0.406,2,5.9,0.338,4.4,9.9,0.446,4.9,5.5,0.889,0.4,2.9,3.3,4.4,0.9,0.2,2.3,1.5,19.7,9360000
93,Joe Crawford,SF,22,NYK,2,0,11.5,1.5,5,0.3,0.5,2,0.25,1,3,0.333,1,1,1,0.5,1.5,2,0.5,0.5,0,0,1,4.5,50000
