Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
94,Javaris Crittenton,PG-SG,21,TOT,63,10,18.6,2.1,4.5,0.46,0,0.2,0.133,2,4.3,0.478,0.8,1.5,0.576,0.9,1.7,2.6,2.4,0.6,0.1,1.3,1.6,5,1477920
94,Javaris Crittenton,SG,21,MEM,7,0,6.3,1,2.1,0.467,0,0.1,0,1,2,0.5,0.7,1.6,0.455,0.6,0.3,0.9,0.7,0.1,0,0.4,0.7,2.7,1477920
94,Javaris Crittenton,PG,21,WAS,56,10,20.2,2.2,4.8,0.459,0,0.3,0.143,2.2,4.6,0.477,0.9,1.4,0.593,0.9,1.9,2.9,2.6,0.7,0.1,1.4,1.7,5.3,1477920
95,Austin Croshere,PF,33,TOT,14,0,7.1,1,2.8,0.359,0.4,1.1,0.333,0.6,1.7,0.375,0.5,0.9,0.583,0.8,1.6,2.4,0.6,0.1,0.1,0.4,0.4,2.9,0
95,Austin Croshere,PF,33,MIL,11,0,7,1.1,2.7,0.4,0.5,1,0.455,0.6,1.7,0.368,0.6,1,0.636,0.6,1.5,2.2,0.5,0.1,0.1,0.4,0.4,3.3,0
95,Austin Croshere,PF,33,SAS,3,0,7.7,0.7,3,0.222,0,1.3,0,0.7,1.7,0.4,0,0.3,0,1.3,2,3.3,1,0,0,0.7,0.3,1.3,0
96,Eddy Curry,C,26,NYK,3,0,4,0.7,0.7,1,0,0,,0.7,0.7,1,0.3,1,0.333,0,1.3,1.3,0,0,0,0.7,1.7,1.7,10500423
97,Samuel Dalembert,C,27,PHI,82,82,24.8,2.6,5.3,0.498,0,0,0,2.6,5.3,0.5,1.1,1.5,0.734,2.6,5.9,8.5,0.2,0.4,1.8,1.4,3,6.4,12025694
98,Erick Dampier,C,33,DAL,80,80,23,2.3,3.5,0.65,0,0,,2.3,3.5,0.65,1.1,1.8,0.638,2.7,4.4,7.1,1,0.3,1.2,0.9,2.4,5.7,12115500
99,Antonio Daniels,PG,33,TOT,74,9,13.8,1.3,3.2,0.419,0.3,0.8,0.367,1,2.4,0.438,1.1,1.4,0.8,0.1,1,1,2.4,0.4,0,0.8,0.7,4.1,5863580
99,Antonio Daniels,PG,33,WAS,13,5,22.2,1.4,3.5,0.4,0.4,0.8,0.455,1,2.6,0.382,1.9,2.5,0.758,0,1.7,1.7,3.6,0.5,0,1,1.1,5.1,5863580
99,Antonio Daniels,PG,33,NOH,61,4,12,1.3,3.1,0.424,0.3,0.8,0.347,1,2.3,0.451,0.9,1.1,0.821,0.1,0.8,0.9,2.1,0.3,0,0.8,0.7,3.8,5863580
100,Marquis Daniels,SF,28,IND,54,43,31.5,5.8,12.8,0.451,0.3,1.7,0.2,5.4,11.1,0.489,1.7,2.4,0.721,1.5,3.1,4.6,2.1,1.1,0.5,1.7,2.2,13.6,1990000
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
101,Jermareo Davidson,SF,24,GSW,14,0,7.9,1.2,2.5,0.486,0,0,,1.2,2.5,0.486,0.6,1.2,0.471,0.7,1.7,2.4,0.1,0.1,0.2,0.4,0.9,3,75000
102,Baron Davis,PG,29,LAC,65,60,34.6,5.5,14.8,0.37,1.5,5,0.302,3.9,9.7,0.406,2.4,3.2,0.757,0.7,3,3.7,7.7,1.7,0.5,3,3,14.9,12100000
103,Glen Davis,C,23,BOS,76,16,21.5,2.6,5.9,0.442,0,0.1,0.4,2.6,5.9,0.443,1.7,2.3,0.73,1.6,2.4,4,0.9,0.7,0.3,0.9,3,7,2500000
104,Paul Davis,PF,24,LAC,27,1,11.9,1.5,3.6,0.408,0,0,0,1.5,3.6,0.412,1,1.3,0.794,1,1.4,2.5,0.4,0.4,0.1,0.5,1.6,4,80964
105,Ricky Davis,SG,29,LAC,36,9,21.8,2.3,6.8,0.339,1,3.1,0.315,1.3,3.7,0.358,0.9,1,0.861,0.3,1.4,1.7,2.3,0.5,0.1,1.1,1.8,6.4,2484000
106,Luol Deng,SF,23,CHI,49,46,34,5.4,12.1,0.448,0.2,0.4,0.4,5.2,11.7,0.45,3.1,3.9,0.796,1.6,4.4,6,1.9,1.2,0.5,1.5,1.7,14.1,10365000
107,Boris Diaw,PF,26,TOT,81,59,34,5.5,10.9,0.507,0.9,2.2,0.414,4.6,8.7,0.531,1.2,1.8,0.687,1.5,3.9,5.3,4.1,0.8,0.7,2.7,2.5,13.2,9000000
107,Boris Diaw,PF,26,PHO,22,0,24.5,3.6,6.4,0.567,0.2,0.6,0.357,3.4,5.8,0.591,0.8,1.2,0.692,1.1,2.7,3.8,2.1,0.5,0.4,1.7,1.8,8.3,9000000
107,Boris Diaw,PF,26,CHA,59,59,37.6,6.2,12.6,0.495,1.2,2.8,0.419,5.1,9.8,0.517,1.4,2.1,0.686,1.6,4.3,5.9,4.9,0.8,0.7,3,2.8,15.1,9000000
108,Yakhouba Diawara,SF,26,MIA,63,21,13.5,1.2,3.4,0.35,0.8,2.6,0.313,0.4,0.9,0.463,0.2,0.3,0.526,0.4,0.9,1.3,0.4,0.2,0.1,0.3,1.2,3.4,940000
109,Travis Diener,PG,26,IND,55,0,13.1,1.3,3.3,0.413,0.8,2.1,0.39,0.5,1.1,0.459,0.2,0.3,0.8,0.1,1.5,1.6,2.2,0.5,0.1,0.4,0.8,3.7,1926808
110,Ike Diogu,PF,25,TOT,29,1,7.4,1.3,2.6,0.527,0,0.1,0.5,1.3,2.5,0.528,1.4,1.8,0.755,0.9,1,1.9,0.1,0.1,0.1,0.4,0.8,4.1,884881
110,Ike Diogu,PF,25,POR,19,0,3.8,0.3,1,0.316,0,0,,0.3,1,0.316,0.8,1.1,0.75,0.6,0.3,0.9,0,0.1,0.1,0.3,0.5,1.4,884881
110,Ike Diogu,PF,25,SAC,10,1,14.2,3.3,5.5,0.6,0.1,0.2,0.5,3.2,5.3,0.604,2.5,3.3,0.758,1.4,2.5,3.9,0.3,0.2,0.1,0.6,1.4,9.2,884881
111,DeSagana Diop,C,27,TOT,75,1,13.8,1,2.3,0.433,0,0,,1,2.3,0.433,0.3,0.9,0.333,1.5,2.1,3.6,0.4,0.4,0.7,0.5,1.7,2.3,0
111,DeSagana Diop,C,27,DAL,34,0,13.3,0.6,1.7,0.379,0,0,,0.6,1.7,0.379,0.4,0.9,0.414,1.3,2.1,3.5,0.4,0.4,0.7,0.3,1.6,1.6,0
111,DeSagana Diop,C,27,CHA,41,1,14.2,1.3,2.8,0.46,0,0,,1.3,2.8,0.46,0.2,0.9,0.27,1.7,2.1,3.8,0.5,0.4,0.8,0.7,1.8,2.8,0
112,Juan Dixon,PG,30,WAS,50,6,16.3,2,5.1,0.395,0.5,1.5,0.333,1.5,3.6,0.42,0.7,0.8,0.872,0.2,1.2,1.3,2.4,0.7,0.1,1.4,1.5,5.2,0
113,Keyon Dooling,PG,28,NJN,77,18,26.9,3.4,7.8,0.436,1.3,3.1,0.421,2.1,4.7,0.446,1.6,2,0.825,0.3,1.7,2,3.5,0.9,0.1,1.4,1.8,9.7,3600000
114,Joey Dorsey,PF,25,HOU,3,0,2,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0,0,,0,0.3,0.3,0.3,0,0,0,0,0.7,881820
115,Quincy Douby,PG,24,TOT,27,0,11.1,1.6,4.1,0.382,0.5,1.7,0.304,1,2.4,0.438,0.6,0.7,0.895,0.2,1,1.2,0.9,0.2,0.2,0.5,1,4.3,111326
115,Quincy Douby,PG,24,SAC,20,0,11.4,1.5,4.4,0.341,0.5,1.9,0.27,1,2.6,0.392,0.7,0.8,0.933,0.2,1.1,1.3,0.7,0.1,0.3,0.3,1.2,4.2,111326
115,Quincy Douby,PG,24,TOR,7,0,10.4,1.7,3.1,0.545,0.6,1.3,0.444,1.1,1.9,0.615,0.4,0.6,0.75,0.4,0.6,1,1.7,0.4,0,1,0.6,4.4,111326
116,Chris Douglas-Roberts,SG,22,NJN,44,3,13.3,1.8,4,0.46,0.1,0.3,0.25,1.8,3.7,0.476,1.2,1.4,0.823,0.3,0.8,1.1,1.2,0.3,0.2,0.7,0.8,4.9,736420
117,Goran Dragic,PG,22,PHO,55,1,13.2,1.6,4.1,0.393,0.4,1,0.37,1.2,3.1,0.4,0.9,1.2,0.769,0.6,1.3,1.9,2,0.5,0.1,1.3,1.6,4.5,1836000
118,Jared Dudley,SF,23,TOT,68,7,17,2,4.2,0.477,0.4,1.1,0.392,1.6,3.1,0.507,1,1.5,0.676,1.2,1.8,3,0.8,0.8,0.1,0.6,1.5,5.5,1307640
118,Jared Dudley,SF,23,CHA,20,7,21.4,2.3,4.8,0.469,0.2,0.4,0.375,2.1,4.4,0.477,0.8,1.2,0.625,1.3,1.7,3,1,0.9,0.1,0.5,2,5.4,1307640
118,Jared Dudley,SF,23,PHO,48,0,15.2,1.9,3.9,0.481,0.5,1.4,0.394,1.4,2.6,0.528,1.2,1.7,0.691,1.2,1.9,3,0.8,0.8,0.1,0.7,1.4,5.5,1307640
119,Chris Duhon,PG,26,NYK,79,78,36.8,3.6,8.6,0.421,1.6,4.1,0.391,2,4.5,0.449,2.3,2.6,0.856,0.6,2.5,3.1,7.2,0.9,0.1,2.8,1.6,11.1,6031800
120,Tim Duncan,C,32,SAS,75,75,33.7,7.4,14.8,0.504,0,0,0,7.4,14.7,0.505,4.5,6.4,0.692,2.7,8,10.7,3.5,0.5,1.7,2.2,2.3,19.3,22183220
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
121,Mike Dunleavy,SG,28,IND,18,14,27.5,5.2,12.9,0.401,1.8,5,0.356,3.4,7.9,0.43,2.9,3.6,0.815,0.8,3,3.8,2.4,0.7,0.5,2.1,2,15.1,9780992
122,Kevin Durant,SF,20,OKC,74,74,39,8.9,18.8,0.476,1.3,3.1,0.422,7.6,15.7,0.486,6.1,7.1,0.863,1,5.5,6.5,2.8,1.3,0.7,3,1.8,25.3,4796880
123,Monta Ellis,SG,23,GSW,25,25,35.7,7.8,17.2,0.451,0.3,1,0.308,7.4,16.2,0.46,3.1,3.8,0.83,0.6,3.8,4.3,3.7,1.6,0.3,2.7,2.7,19,11000000
124,Francisco Elson,C,32,MIL,59,23,16.6,1.4,2.9,0.491,0,0.1,0.25,1.4,2.8,0.497,0.6,0.7,0.846,1.7,2.2,3.9,0.5,0.6,0.6,0.8,2.4,3.4,1700000
125,Melvin Ely,C,30,NOH,31,4,12,1.2,3.1,0.389,0,0,,1.2,3.1,0.389,0.7,1.2,0.639,1,1.1,2.1,0.6,0.1,0.3,0.7,1.9,3.1,0
126,Maurice Evans,SF,30,ATL,80,25,23,2.6,6,0.432,1.2,3.1,0.395,1.4,2.9,0.47,0.8,0.9,0.822,1.1,1.9,3,0.7,0.6,0.1,0.5,2,7.2,0
127,Reggie Evans,PF,28,PHI,79,7,14.4,1,2.3,0.444,0,0,0,1,2.2,0.446,1.3,2.2,0.594,1.7,2.9,4.6,0.3,0.5,0.1,0.9,2,3.3,4960000
128,Jordan Farmar,PG,22,LAL,65,0,18.3,2.5,6.3,0.391,0.8,2.2,0.336,1.7,4.1,0.421,0.7,1.2,0.584,0.3,1.5,1.8,2.4,0.9,0.2,1.3,1.6,6.4,1947240
129,Desmon Farmer,SG,27,SAS,3,0,18,1.3,4.7,0.286,1,4,0.25,0.3,0.7,0.5,0.7,0.7,1,0,2,2,0.7,0,0,1.3,2,4.3,0
130,Raymond Felton,PG,24,CHA,82,81,37.6,5.4,13.2,0.408,0.7,2.5,0.285,4.7,10.7,0.437,2.7,3.3,0.805,0.7,3.1,3.8,6.7,1.5,0.4,2.8,2.3,14.2,5501196
131,Rudy Fernandez,SG,23,POR,78,4,25.6,3.4,8.1,0.425,2,5.1,0.399,1.4,3,0.47,1.5,1.8,0.839,0.6,2.1,2.7,2,0.9,0.2,1.1,1.4,10.4,1165320
132,Kyrylo Fesenko,C,22,UTA,21,1,7.4,1,1.7,0.583,0,0,,1,1.7,0.583,0.3,1,0.333,0.7,1.1,1.8,0.2,0.3,0.7,0.4,1.7,2.3,870000
133,Michael Finley,SF,35,SAS,81,77,28.8,3.7,8.5,0.437,1.6,3.9,0.411,2.1,4.6,0.459,0.6,0.8,0.823,0.3,3,3.3,1.4,0.5,0.2,0.8,1,9.7,2500000
134,Derek Fisher,PG,34,LAL,82,82,29.8,3.6,8.4,0.424,1.5,3.7,0.397,2.1,4.7,0.446,1.3,1.6,0.846,0.3,2,2.3,3.2,1.2,0.1,0.9,2.3,9.9,5048000
135,T.J. Ford,PG,25,IND,74,49,30.5,5.6,12.3,0.452,0.5,1.4,0.337,5.1,10.9,0.467,3.3,3.8,0.872,0.8,2.7,3.5,5.3,1.2,0.2,2.4,2.4,14.9,8775000
136,Jeff Foster,C,32,IND,74,26,24.7,2.4,4.8,0.501,0,0.1,0.286,2.4,4.7,0.506,1.3,2,0.658,2.9,4,6.9,1.8,0.7,0.7,1.2,3.1,6.1,6077500
137,Randy Foye,SG,25,MIN,70,61,35.6,5.7,14,0.407,1.6,4.4,0.36,4.1,9.6,0.428,3.3,3.9,0.846,0.5,2.6,3.1,4.3,1,0.4,2.1,2.9,16.3,3575761
138,Adonal Foyle,C,33,TOT,10,0,6.2,0.7,1.1,0.636,0,0,,0.7,1.1,0.636,0.3,0.6,0.5,0.9,1.7,2.6,0.1,0,0.8,0.3,0.5,1.7,1951534
138,Adonal Foyle,C,33,ORL,9,0,6.6,0.8,1.2,0.636,0,0,,0.8,1.2,0.636,0.3,0.7,0.5,1,1.9,2.9,0.1,0,0.9,0.3,0.4,1.9,1951534
138,Adonal Foyle,C,33,MEM,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,1951534
139,Channing Frye,PF,25,POR,63,1,11.8,1.8,4.2,0.423,0.2,0.5,0.333,1.6,3.7,0.436,0.4,0.6,0.722,0.7,1.6,2.2,0.4,0.3,0.3,0.5,1.7,4.2,1990000
140,Dan Gadzuric,C,30,MIL,67,26,14,1.7,3.6,0.48,0,0,0,1.7,3.6,0.483,0.6,1,0.544,1.4,2.4,3.8,0.6,0.5,0.6,0.6,2.4,4,6749260
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
141,Danilo Gallinari,SG,20,NYK,28,2,14.7,2,4.5,0.448,1.1,2.6,0.444,0.9,1.9,0.453,0.9,1,0.963,0.5,1.5,2,0.5,0.5,0.1,0.5,1.7,6.1,3089040
142,Francisco Garcia,SF,27,SAC,65,36,30.4,4.5,10.2,0.444,1.4,3.4,0.398,3.2,6.8,0.466,2.2,2.7,0.82,0.9,2.5,3.4,2.3,1.2,1,1.7,3,12.7,5800000
143,Thomas Gardner,SG,23,ATL,16,0,6.1,0.6,2.3,0.25,0.3,1.4,0.174,0.3,0.8,0.385,0.1,0.3,0.5,0,0.4,0.4,0.1,0.3,0.1,0.2,0.3,1.5,0
144,Kevin Garnett,PF,32,BOS,57,57,31.1,6.9,13,0.531,0,0.1,0.25,6.9,12.8,0.534,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,15.8,16451934
145,Marc Gasol,C,24,MEM,82,75,30.7,4.3,8.1,0.53,0,0,0,4.3,8,0.53,3.4,4.6,0.733,2.5,4.9,7.4,1.7,0.8,1.1,2,3.2,11.9,3240000
146,Pau Gasol,C,28,LAL,81,81,37,7.3,12.9,0.567,0,0,0.5,7.3,12.9,0.567,4.2,5.4,0.781,3.2,6.4,9.6,3.5,0.6,1,1.9,2.1,18.9,16452000
147,Rudy Gay,SF,22,MEM,79,78,37.3,7.2,16,0.453,1.1,3.1,0.351,6.2,12.9,0.477,3.3,4.4,0.767,1.4,4.2,5.5,1.7,1.2,0.7,2.6,2.8,18.9,3280997
148,Devean George,SF,31,DAL,43,17,16.5,1.3,3.3,0.38,0.5,1.8,0.289,0.7,1.5,0.485,0.4,0.5,0.773,0.6,1.2,1.8,0.3,0.5,0.3,0.4,1.3,3.4,1600000
149,Daniel Gibson,PG,22,CLE,75,0,23.9,2.7,7,0.391,1.4,3.8,0.382,1.3,3.3,0.402,0.9,1.1,0.767,0.4,1.7,2.1,1.8,0.6,0.2,0.8,2.2,7.8,4088500
150,J.R. Giddens,SF,23,BOS,6,0,1.3,0.3,0.5,0.667,0,0,,0.3,0.5,0.667,0,0,,0.3,0.2,0.5,0,0.2,0,0.2,0.2,0.7,1028880
151,Eddie Gill,PG,30,MIL,6,0,7.2,1,1.5,0.667,0.3,0.5,0.667,0.7,1,0.667,0,0,,0,0.7,0.7,1.8,0.5,0.2,0.8,1.7,2.3,0
152,Manu Ginobili,SG,31,SAS,44,7,26.8,5.1,11.2,0.454,1.6,4.8,0.33,3.5,6.4,0.546,3.8,4.3,0.884,0.5,4,4.5,3.6,1.5,0.4,2,2,15.5,10728130
153,Ryan Gomes,SF,26,MIN,82,76,31.9,5.1,11.9,0.431,1.3,3.5,0.372,3.8,8.4,0.456,1.8,2.2,0.807,1.3,3.5,4.8,1.6,0.8,0.3,1.6,2.2,13.3,3867500
154,Drew Gooden,PF,27,TOT,51,28,24.8,4.6,9.9,0.468,0,0.1,0,4.6,9.8,0.472,2.6,3.1,0.84,2.2,4.9,7.1,0.9,0.6,0.4,1.5,2.8,11.9,0
154,Drew Gooden,PF,27,CHI,31,27,29.6,5.2,11.4,0.457,0,0.1,0,5.2,11.3,0.461,2.7,3.1,0.866,2.6,5.9,8.6,1.4,0.8,0.5,1.8,3.3,13.1,0
154,Drew Gooden,PF,27,SAC,1,0,26,5,9,0.556,0,0,,5,9,0.556,2,2,1,3,10,13,2,0,0,3,2,12,0
154,Drew Gooden,PF,27,SAS,19,1,16.8,3.7,7.6,0.49,0,0.1,0,3.7,7.6,0.493,2.4,3,0.789,1.5,2.9,4.4,0.2,0.2,0.2,0.8,2.1,9.8,0
155,Ben Gordon,SG,25,CHI,82,76,36.6,7.3,16,0.455,2.1,5.1,0.41,5.2,10.9,0.476,4,4.7,0.864,0.6,2.8,3.5,3.4,0.9,0.3,2.4,2.2,20.7,10000000
156,Eric Gordon,SG,20,LAC,78,65,34.3,5.3,11.6,0.456,1.7,4.3,0.389,3.6,7.2,0.496,3.8,4.5,0.854,0.6,2,2.6,2.8,1,0.4,2.1,2.2,16.1,2819880
157,Marcin Gortat,PF,24,ORL,63,3,12.6,1.7,3,0.567,0,0,1,1.7,3,0.565,0.4,0.7,0.578,1.5,3,4.5,0.2,0.3,0.8,0.4,1.8,3.8,5854000
158,Joey Graham,SF,26,TOR,78,10,19.8,3,6.2,0.481,0,0.2,0.188,2.9,5.9,0.491,1.7,2.1,0.825,1.2,2.5,3.7,0.6,0.4,0.2,0.9,2.4,7.7,884881
159,Stephen Graham,SG,26,IND,52,6,13.2,2,4.9,0.414,0.4,1.3,0.303,1.7,3.7,0.453,1,1.2,0.806,0.4,1.4,1.8,0.6,0.2,0.1,0.9,1.6,5.4,0
160,Danny Granger,SF,25,IND,67,66,36.2,8.5,19.1,0.447,2.7,6.7,0.404,5.8,12.3,0.47,6,6.9,0.878,0.7,4.4,5.1,2.7,1,1.4,2.5,3.1,25.8,10130500
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
161,Aaron Gray,C,24,CHI,56,18,12.8,1.4,3,0.485,0,0,0,1.4,3,0.488,0.6,1.1,0.576,1.5,2.4,3.9,0.8,0.3,0.3,0.7,2.4,3.5,1000497
162,Gerald Green,SG,23,DAL,38,12,9.9,2.1,4.7,0.439,0.4,1.2,0.304,1.7,3.5,0.485,0.7,0.8,0.844,0.4,1.1,1.4,0.4,0.3,0.1,0.9,1.3,5.2,0
163,Jeff Green,PF,22,OKC,78,78,36.8,6.1,13.7,0.446,1.2,3.2,0.389,4.9,10.5,0.463,3.1,3.9,0.788,1.5,5.1,6.7,2,1,0.4,2.2,2.6,16.5,3516960
164,Willie Green,SG,27,PHI,81,60,22.6,3.5,8.1,0.435,0.6,2,0.317,2.9,6.1,0.473,0.8,1,0.729,0.4,1.2,1.6,2,0.7,0.2,0.8,1.9,8.5,3682000
165,Donte Greene,SF,20,SAC,55,4,13.2,1.4,4.3,0.326,0.5,1.8,0.26,0.9,2.5,0.375,0.5,0.6,0.853,0.3,1.2,1.6,0.5,0.3,0.3,0.7,1.2,3.8,870000
166,Hamed Haddadi,C,23,MEM,19,0,6.3,0.8,1.6,0.484,0,0,,0.8,1.6,0.484,0.9,1.6,0.6,0.8,1.6,2.5,0.4,0.1,0.6,0.5,1.1,2.5,1627779
167,Malik Hairston,SG,21,SAS,15,0,10.3,1.6,3.3,0.49,0,0.1,0,1.6,3.2,0.5,0.1,0.5,0.286,0.7,1.1,1.9,0.9,0.4,0.5,0.8,1.3,3.3,0
168,Richard Hamilton,SG,30,DET,67,51,34,7,15.6,0.447,1,2.8,0.368,5.9,12.7,0.464,3.3,3.9,0.848,0.7,2.4,3.1,4.4,0.6,0.1,2,2.6,18.3,11625000
169,Matt Harpring,SG,32,UTA,63,2,11,1.8,3.8,0.461,0,0,0,1.8,3.8,0.464,0.9,1.1,0.764,0.7,1.2,2,0.4,0.5,0.1,0.5,1.6,4.4,0
170,Al Harrington,PF,28,TOT,73,56,34.9,7.3,16.6,0.439,2.3,6.4,0.364,4.9,10.2,0.487,3.2,4,0.793,1.4,4.9,6.2,1.4,1.2,0.3,2.2,3.1,20.1,10026875
170,Al Harrington,PF,28,GSW,5,5,33.2,4.6,14,0.329,2.2,5.6,0.393,2.4,8.4,0.286,1,2,0.5,2,3.6,5.6,2,1.4,0,1.4,2.8,12.4,10026875
170,Al Harrington,PF,28,NYK,68,51,35,7.5,16.8,0.446,2.4,6.5,0.362,5.1,10.3,0.499,3.4,4.2,0.804,1.3,5,6.3,1.4,1.2,0.3,2.3,3.1,20.7,10026875
171,Devin Harris,PG,25,NJN,69,69,36.1,6.6,15.1,0.438,0.9,3.2,0.291,5.7,11.9,0.477,7.2,8.8,0.82,0.4,2.9,3.3,6.9,1.7,0.2,3.1,2.4,21.3,7735000
172,Jason Hart,PG,30,TOT,39,2,8.9,0.8,2.4,0.319,0,0.2,0,0.8,2.3,0.341,0.5,0.6,0.783,0.3,0.8,1.2,1.2,0.3,0.1,0.6,1,2,440314
172,Jason Hart,PG,30,LAC,28,2,11.1,0.9,3,0.298,0,0.1,0,0.9,2.9,0.313,0.5,0.7,0.789,0.4,1.1,1.5,1.5,0.4,0.1,0.7,1.3,2.3,440314
172,Jason Hart,PG,30,DEN,11,0,3.3,0.5,0.9,0.5,0,0.2,0,0.5,0.7,0.625,0.3,0.4,0.75,0.1,0.3,0.4,0.5,0,0,0.3,0.4,1.2,440314
173,Udonis Haslem,PF,28,MIA,75,75,34.1,4.4,8.6,0.518,0,0,,4.4,8.6,0.518,1.7,2.3,0.753,2.3,6,8.2,1.1,0.6,0.3,1.1,2.7,10.6,7100000
174,Trenton Hassell,SF,29,NJN,53,31,20.6,1.6,3.6,0.45,0,0.2,0.25,1.6,3.5,0.459,0.4,0.5,0.8,0.9,1.8,2.8,1,0.4,0.3,0.6,1.7,3.7,4350000
175,Spencer Hawes,C,20,SAC,77,51,29.3,4.8,10.4,0.466,0.5,1.5,0.348,4.3,8.9,0.486,1.2,1.8,0.662,1.9,5.2,7.1,1.9,0.6,1.2,2.1,3.2,11.4,2332800
176,Chuck Hayes,C,25,HOU,71,1,12.1,0.6,1.6,0.372,0,0.1,0,0.6,1.5,0.385,0.1,0.3,0.368,1,2.5,3.5,0.6,0.5,0.3,0.4,1.9,1.3,2117500
177,Jarvis Hayes,SF,27,NJN,74,1,24.8,3.5,7.8,0.445,1.3,3.3,0.385,2.2,4.5,0.489,0.5,0.7,0.692,0.4,3.2,3.6,0.7,0.7,0.1,0.7,2.2,8.7,2062800
178,Brendan Haywood,C,29,WAS,6,5,29.2,4,8.3,0.48,0,0,,4,8.3,0.48,1.7,3.5,0.476,2.2,5.2,7.3,1.3,0.7,2.5,1.5,2.3,9.7,6000000
179,Luther Head,PG-SG,26,TOT,32,4,15.6,1.7,4.5,0.382,0.6,1.7,0.37,1.1,2.8,0.389,0.6,0.8,0.792,0.2,1.4,1.6,1.8,0.5,0.1,0.8,1.2,4.7,0
179,Luther Head,PG,26,HOU,22,4,14.6,1.8,4.6,0.386,0.6,1.7,0.368,1.1,2.9,0.397,0.6,0.7,0.875,0.1,1.1,1.2,1.6,0.3,0,0.7,0.7,4.8,0
179,Luther Head,SG,26,MIA,10,0,17.6,1.6,4.3,0.372,0.6,1.6,0.375,1,2.7,0.37,0.5,0.8,0.625,0.3,2.2,2.5,2.3,1.1,0.1,0.9,2.2,4.3,0
180,Walter Herrmann,SF,29,DET,59,0,10.7,1.4,3.5,0.396,0.7,2,0.342,0.7,1.5,0.471,0.3,0.4,0.76,0.5,1.3,1.8,0.4,0.1,0.1,0.3,0.7,3.8,0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
181,Roy Hibbert,C,22,IND,70,42,14.4,2.8,6,0.471,0,0,,2.8,6,0.471,1.4,2.1,0.667,1.6,1.8,3.5,0.7,0.3,1.1,0.8,3.1,7.1,1575360
182,J.J. Hickson,C,20,CLE,62,0,11.4,1.6,3.1,0.515,0,0,,1.6,3.1,0.515,0.7,1.1,0.672,0.8,1.8,2.7,0.1,0.2,0.5,0.7,1.3,4,1429200
183,Nene Hilario,C,26,DEN,77,76,32.6,5.6,9.2,0.604,0,0.1,0.2,5.5,9.1,0.607,3.5,4.8,0.723,2.4,5.4,7.8,1.4,1.2,1.3,1.9,3.6,14.6,10520000
184,George Hill,PG,22,SAS,77,7,16.5,1.9,4.8,0.403,0.3,0.9,0.329,1.6,3.9,0.421,1.5,1.9,0.781,0.4,1.7,2.1,1.8,0.6,0.3,1,1.9,5.7,1081680
185,Grant Hill,SF,36,PHO,82,68,29.8,4.8,9.1,0.523,0.3,0.9,0.316,4.5,8.2,0.547,2.2,2.7,0.808,0.8,4.2,4.9,2.3,1.1,0.7,1.5,2.2,12,3000000
186,Steven Hill,PF,23,OKC,1,0,2,1,1,1,0,0,,1,1,1,0,0,,2,1,3,0,0,0,0,0,2,0
187,Kirk Hinrich,SG,28,CHI,51,4,26.3,3.6,8.2,0.437,1.4,3.3,0.408,2.2,4.9,0.456,1.3,1.7,0.791,0.3,2.1,2.4,3.9,1.3,0.4,1.7,2.5,9.9,9500000
188,Ryan Hollins,C,24,TOT,45,3,9.9,1.1,2.1,0.532,0,0,,1.1,2.1,0.532,1,1.6,0.597,1,1.1,2.2,0.2,0.2,0.7,0.5,1.7,3.2,2183333
188,Ryan Hollins,C,24,CHA,18,1,10.2,1.1,1.9,0.543,0,0,,1.1,1.9,0.543,1.4,2.2,0.667,1.1,0.9,2,0.2,0.2,0.9,0.6,1.9,3.6,2183333
188,Ryan Hollins,C,24,DAL,27,2,9.6,1.1,2.2,0.525,0,0,,1.1,2.2,0.525,0.6,1.2,0.515,1,1.3,2.3,0.1,0.1,0.6,0.5,1.6,2.9,2183333
