Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
51,Matt Bonner,PF,28,SAS,81,1928,15.0,.611,.606,.043,.500,6.1,17.6,11.9,6.8,1.3,1.0,6.3,14.6,123,104,3.8,3.0,6.8,.169
52,Josh Boone,C,24,NJN,62,995,13.3,.513,.528,.397,.000,12.3,18.7,15.4,5.0,1.2,3.9,11.0,13.3,110,109,0.9,0.9,1.8,.089
53,Calvin Booth,C,32,TOT,8,56,11.4,.592,.500,.800,.000,10.1,12.6,11.5,0.0,0.9,2.7,6.9,11.6,127,115,0.1,0.0,0.1,.106
53,Calvin Booth,C,32,MIN,1,1,39.8,,,,,100.0,0.0,58.5,0.0,0.0,0.0,,0.0,215,120,0.0,0.0,0.0,.475
53,Calvin Booth,C,32,SAC,7,55,10.9,.592,.500,.800,.000,8.4,12.8,10.6,0.0,0.9,2.7,6.9,11.8,125,115,0.1,0.0,0.1,.099
54,Carlos Boozer,PF,27,UTA,37,1197,17.2,.523,.490,.271,.000,11.1,27.3,19.2,11.4,1.7,0.5,12.1,24.4,105,105,0.9,1.7,2.6,.105
55,Chris Bosh,C,24,TOR,77,2928,22.1,.569,.492,.489,.039,8.7,22.1,15.5,11.6,1.2,2.0,10.2,26.9,114,108,6.6,3.1,9.7,.159
56,Bruce Bowen,SF,37,SAS,80,1506,5.4,.539,.535,.139,.524,1.3,10.1,5.7,3.7,1.3,0.6,11.2,7.2,104,106,0.3,1.9,2.2,.070
57,Ryan Bowen,SF,33,NOH,21,219,10.8,.585,.579,.132,.000,5.5,7.7,6.6,6.5,3.5,1.9,11.1,9.9,118,105,0.2,0.3,0.6,.125
58,Elton Brand,PF,29,PHI,29,920,14.6,.484,.447,.296,.000,9.9,23.2,16.5,6.9,1.0,3.9,14.2,23.8,97,105,-0.4,1.3,0.9,.047
59,Corey Brewer,SF,22,MIN,15,307,11.2,.473,.439,.211,.133,6.6,12.3,9.3,12.9,2.6,0.8,11.7,16.3,102,110,0.1,0.3,0.3,.052
60,Ronnie Brewer,SF,23,UTA,81,2605,16.1,.565,.522,.425,.103,4.6,9.1,6.9,10.9,2.7,0.9,10.1,18.8,113,108,3.9,2.9,6.8,.126
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
61,Aaron Brooks,PG,24,HOU,80,1998,12.9,.521,.476,.220,.395,2.0,7.0,4.6,20.2,1.2,0.3,12.7,22.9,105,108,1.4,2.2,3.6,.086
62,Andre Brown,PF,27,CHA,4,41,-1.5,.254,.143,.286,.000,21.3,15.0,18.1,3.5,1.3,0.0,38.8,14.8,64,107,-0.2,0.0,-0.1,-0.122
63,Bobby Brown,SG-PG,24,TOT,68,931,8.9,.476,.454,.119,.361,1.7,4.8,3.3,20.9,1.2,0.2,14.3,21.3,96,118,-0.5,-0.1,-0.6,-0.029
63,Bobby Brown,SG,24,SAC,47,675,7.7,.468,.443,.138,.381,1.4,4.9,3.1,21.1,1.1,0.1,15.2,20.5,94,119,-0.5,-0.2,-0.7,-0.047
63,Bobby Brown,PG,24,MIN,21,256,11.9,.496,.478,.080,.319,2.6,4.8,3.7,20.5,1.2,0.6,12.0,23.4,101,115,0.0,0.1,0.1,.017
64,Dee Brown,PG,24,TOT,19,261,6.6,.449,.439,.102,.490,3.1,10.1,6.5,19.8,2.0,0.0,24.9,11.8,92,115,-0.2,0.1,-0.1,-0.018
64,Dee Brown,PG,24,WAS,17,233,7.8,.452,.455,.068,.455,3.4,10.9,7.1,20.6,2.3,0.0,23.6,11.6,94,114,-0.1,0.1,0.0,-0.006
64,Dee Brown,PG,24,PHO,2,28,-2.9,.425,.300,.400,.800,0.0,4.0,2.1,13.1,0.0,0.0,33.8,14.0,74,119,-0.1,0.0,-0.1,-0.116
65,Devin Brown,SG,30,NOH,63,869,9.7,.459,.399,.319,.310,4.3,12.2,8.3,10.2,2.0,0.5,13.1,22.8,92,108,-0.8,1.0,0.1,.007
66,Kwame Brown,C,26,DET,58,999,11.5,.546,.533,.722,.000,10.7,24.0,17.2,4.9,1.3,1.9,18.3,13.0,106,105,0.5,1.4,1.9,.093
67,Shannon Brown,SG,23,TOT,48,477,12.9,.554,.515,.236,.224,2.8,8.1,5.5,13.7,2.5,1.2,17.3,21.4,101,106,0.1,0.6,0.7,.067
67,Shannon Brown,SG,23,CHA,30,341,12.1,.529,.488,.244,.228,2.9,5.8,4.4,14.8,2.9,1.2,17.6,22.9,97,106,-0.1,0.4,0.3,.041
67,Shannon Brown,SG,23,LAL,18,136,15.0,.631,.595,.214,.214,2.5,13.9,8.3,10.9,1.5,1.1,16.4,17.8,114,106,0.2,0.2,0.4,.131
68,Kobe Bryant,SG,30,LAL,82,2960,24.4,.561,.502,.329,.196,3.5,12.8,8.2,23.8,2.1,1.0,9.7,32.2,115,106,8.6,4.0,12.7,.206
69,Greg Buckner,SF,32,MEM,63,878,6.3,.456,.425,.157,.321,4.4,13.9,9.1,9.9,1.8,0.7,18.3,11.1,94,110,-0.4,0.7,0.3,.019
70,Caron Butler,SG,28,WAS,67,2585,18.8,.552,.482,.371,.194,5.2,13.8,9.4,19.7,2.2,0.6,14.3,25.9,108,113,3.4,1.1,4.5,.083
71,Rasual Butler,SF,29,NOH,82,2614,11.8,.541,.521,.137,.447,2.3,10.2,6.3,4.8,1.1,2.0,6.5,16.8,109,109,2.2,2.4,4.6,.084
72,Andrew Bynum,C,21,LAL,50,1446,20.0,.598,.560,.428,.000,10.8,20.1,15.6,7.7,0.6,4.8,12.5,20.7,118,104,3.2,2.3,5.5,.184
73,Will Bynum,PG,26,DET,57,803,17.4,.520,.461,.348,.056,2.8,8.4,5.5,35.3,2.3,0.2,16.2,27.9,103,109,0.5,0.8,1.3,.078
74,Jose Calderon,PG,27,TOR,68,2333,18.8,.613,.561,.239,.314,0.8,8.9,4.9,41.0,1.7,0.2,16.7,16.9,123,112,6.2,1.3,7.5,.154
75,Marcus Camby,C,34,LAC,62,1925,18.7,.556,.513,.367,.008,9.4,32.7,20.7,10.8,1.4,5.1,13.9,15.8,112,104,2.3,2.9,5.2,.129
76,Brian Cardinal,PF,31,MIN,64,909,8.1,.515,.473,.207,.544,4.8,13.8,9.1,12.3,2.1,1.1,20.7,11.5,102,110,0.1,0.7,0.9,.045
77,Rodney Carney,SG,24,MIN,67,1199,12.1,.532,.509,.156,.534,3.4,9.1,6.1,3.6,2.0,1.9,8.7,18.6,105,111,0.7,0.8,1.5,.059
78,Matt Carroll,SG,28,TOT,55,616,5.5,.451,.418,.146,.310,1.4,12.2,6.8,7.2,1.8,0.8,15.3,16.4,86,108,-0.8,0.7,-0.1,-0.008
78,Matt Carroll,SG,28,CHA,34,475,7.0,.475,.449,.138,.326,1.3,12.9,7.2,8.4,2.1,0.9,15.1,17.1,90,106,-0.5,0.6,0.1,.015
78,Matt Carroll,SG,28,DAL,21,141,0.5,.351,.288,.182,.242,1.6,9.7,5.7,2.9,1.1,0.5,16.4,13.9,69,112,-0.3,0.1,-0.2,-0.084
79,Anthony Carter,PG,33,DEN,78,1787,10.8,.490,.460,.202,.228,2.7,10.4,6.7,29.9,2.7,0.6,26.9,14.3,98,107,-0.3,2.1,1.8,.047
80,Vince Carter,SG,32,NJN,80,2946,19.3,.545,.493,.305,.291,3.0,13.8,8.3,23.7,1.5,1.1,9.8,26.8,112,112,5.7,1.8,7.5,.123
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
81,Mario Chalmers,PG,22,MIA,82,2626,13.3,.548,.506,.292,.470,1.7,8.8,5.2,23.5,3.3,0.2,18.1,16.3,107,107,2.1,3.1,5.2,.095
82,Tyson Chandler,C,26,NOH,45,1445,13.4,.581,.565,.470,.000,13.7,19.2,16.4,2.4,0.6,3.3,17.0,13.7,113,107,1.7,1.7,3.4,.114
83,Wilson Chandler,SF,21,NYK,82,2735,12.9,.515,.481,.204,.298,3.5,14.7,8.9,9.9,1.3,2.0,10.8,20.5,103,110,1.0,2.1,3.1,.054
84,Speedy Claxton,PG,30,ATL,2,15,5.7,.317,.286,.286,.000,0.0,0.0,0.0,32.4,0.0,0.0,0.0,24.6,88,117,0.0,0.0,0.0,-0.083
85,Jarron Collins,C,30,UTA,26,201,5.8,.502,.457,.314,.000,11.9,10.1,11.0,4.9,0.5,0.4,18.4,10.9,105,112,0.1,0.1,0.2,.047
86,Jason Collins,C,30,MIN,31,422,3.3,.346,.314,.400,.000,7.5,12.1,9.7,3.7,1.1,2.4,12.7,10.1,84,112,-0.4,0.3,-0.2,-0.018
87,Mardy Collins,PG-SG,24,TOT,48,890,9.5,.470,.451,.186,.126,3.9,10.1,6.9,19.8,1.8,0.8,17.8,16.6,94,113,-0.5,0.4,-0.1,-0.003
87,Mardy Collins,SG,24,NYK,9,75,5.0,.371,.348,.391,.130,2.8,9.1,5.8,19.3,1.3,0.0,15.6,18.5,82,113,-0.2,0.0,-0.1,-0.077
87,Mardy Collins,PG,24,LAC,39,815,9.9,.481,.462,.165,.125,4.0,10.2,7.0,19.9,1.9,0.9,18.1,16.4,96,113,-0.3,0.4,0.1,.004
88,Nick Collison,C,28,OKC,71,1831,14.8,.599,.568,.318,.005,11.2,19.7,15.4,5.8,1.4,2.0,13.0,13.5,119,108,3.0,2.0,5.0,.130
89,Mike Conley,PG,21,MEM,82,2508,14.3,.548,.503,.270,.297,1.2,12.5,6.8,23.7,1.9,0.3,14.9,17.9,109,111,2.7,1.9,4.5,.086
90,Brian Cook,PF,28,TOT,30,171,7.6,.470,.454,.079,.395,4.8,16.1,10.6,5.1,0.9,1.3,14.2,24.8,88,103,-0.3,0.3,0.0,-0.001
90,Brian Cook,PF,28,ORL,21,146,7.6,.495,.475,.100,.417,4.8,15.8,10.4,4.7,1.1,0.0,14.9,23.3,91,104,-0.2,0.2,0.1,.019
90,Brian Cook,PF,28,HOU,9,25,7.4,.375,.375,.000,.313,4.9,17.9,11.7,7.3,0.0,8.7,11.1,33.5,75,100,-0.1,0.0,-0.1,-0.120
91,Daequan Cook,SF,21,MIA,75,1833,10.3,.512,.494,.087,.612,1.2,11.2,6.2,6.2,1.1,0.4,5.9,18.2,104,111,0.9,1.3,2.2,.056
92,Jamal Crawford,PG-SG,28,TOT,65,2479,15.1,.545,.479,.337,.386,1.0,7.5,4.2,18.1,1.1,0.4,11.2,22.8,110,117,3.3,0.0,3.3,.065
92,Jamal Crawford,SG,28,NYK,11,392,15.7,.571,.536,.272,.456,0.5,4.3,2.4,20.0,1.1,0.0,12.1,23.9,111,115,0.6,0.1,0.7,.083
92,Jamal Crawford,PG,28,GSW,54,2087,15.0,.541,.468,.349,.372,1.1,8.1,4.6,17.8,1.1,0.4,11.0,22.6,110,117,2.7,-0.1,2.7,.061
93,Joe Crawford,SF,22,NYK,2,23,10.8,.414,.350,.200,.400,4.6,14.8,9.5,6.5,2.2,0.0,0.0,20.6,99,110,0.0,0.0,0.0,.037
94,Javaris Crittenton,PG-SG,21,TOT,63,1174,10.4,.487,.463,.323,.053,5.6,11.2,8.3,19.8,1.8,0.4,20.1,15.8,97,115,-0.3,0.3,0.0,.000
94,Javaris Crittenton,SG,21,MEM,7,44,13.2,.479,.467,.733,.067,11.0,5.7,8.4,20.1,1.2,0.0,13.1,24.3,101,114,0.0,0.0,0.0,.025
94,Javaris Crittenton,PG,21,WAS,56,1130,10.3,.488,.463,.300,.052,5.4,11.4,8.3,19.7,1.8,0.4,20.5,15.5,97,115,-0.3,0.3,0.0,.000
95,Austin Croshere,PF,33,TOT,14,100,14.2,.452,.423,.308,.385,12.7,28.1,20.1,14.4,0.5,0.8,11.9,23.0,99,106,0.0,0.1,0.1,.052
95,Austin Croshere,PF,33,MIL,11,77,17.2,.517,.483,.367,.367,10.3,27.3,18.4,12.9,0.7,1.1,10.3,22.6,109,107,0.1,0.1,0.2,.117
95,Austin Croshere,PF,33,SAS,3,23,4.3,.212,.222,.111,.444,21.0,30.7,25.9,19.3,0.0,0.0,17.5,24.1,69,105,-0.1,0.0,-0.1,-0.166
96,Eddy Curry,C,26,NYK,3,12,2.8,.753,1.000,1.500,.000,0.0,37.7,18.2,0.0,0.0,0.0,37.6,19.3,77,107,0.0,0.0,0.0,-0.064
97,Samuel Dalembert,C,27,PHI,82,2036,13.2,.535,.498,.286,.005,12.5,28.9,20.6,1.4,0.9,5.8,19.3,13.6,103,103,0.5,3.5,4.0,.095
98,Erick Dampier,C,33,DAL,80,1836,15.7,.664,.650,.504,.000,13.6,21.6,17.7,6.1,0.7,3.8,17.8,10.4,129,107,3.9,2.3,6.1,.161
99,Antonio Daniels,PG,33,TOT,74,1021,12.1,.536,.466,.424,.254,0.6,8.5,4.5,26.9,1.4,0.1,18.1,15.9,108,112,0.9,0.6,1.5,.068
99,Antonio Daniels,PG,33,WAS,13,288,10.8,.554,.456,.733,.244,0.0,9.2,4.5,23.4,1.3,0.0,17.9,11.5,114,117,0.3,0.0,0.3,.053
99,Antonio Daniels,PG,33,NOH,61,733,12.6,.531,.469,.351,.257,0.8,8.2,4.5,28.3,1.4,0.1,18.2,17.7,106,111,0.6,0.6,1.1,.074
100,Marquis Daniels,SF,28,IND,54,1700,12.8,.491,.464,.187,.131,5.1,11.0,8.0,10.7,1.8,1.1,11.2,21.5,99,110,-0.1,1.4,1.3,.037
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
101,Jermareo Davidson,SF,24,GSW,14,111,12.3,.494,.486,.486,.000,9.8,23.5,16.7,1.4,0.9,1.9,10.5,18.3,101,112,0.0,0.1,0.1,.036
102,Baron Davis,PG,29,LAC,65,2248,14.5,.460,.422,.219,.342,2.3,10.2,6.1,38.1,2.5,1.2,15.5,25.2,97,111,-0.9,1.5,0.6,.013
103,Glen Davis,C,23,BOS,76,1637,10.7,.502,.444,.396,.011,9.4,12.8,11.2,6.5,1.7,0.9,11.8,17.1,106,103,1.0,2.7,3.7,.108
104,Paul Davis,PF,24,LAC,27,320,10.7,.474,.408,.347,.010,9.8,14.5,12.1,6.1,1.6,0.7,10.3,17.9,102,112,0.1,0.2,0.2,.037
105,Ricky Davis,SG,29,LAC,36,785,7.1,.445,.410,.147,.453,1.3,7.7,4.4,16.4,1.3,0.5,13.0,17.4,92,115,-0.6,0.2,-0.4,-0.027
106,Luol Deng,SF,23,CHI,49,1665,14.7,.511,.455,.323,.034,5.5,14.7,10.1,9.0,1.9,1.1,9.6,20.0,106,109,1.3,1.6,3.0,.085
107,Boris Diaw,PF,26,TOT,81,2754,14.4,.565,.549,.166,.205,5.3,13.8,9.6,21.2,1.2,1.6,18.5,19.7,105,109,1.9,2.8,4.7,.082
107,Boris Diaw,PF,26,PHO,22,538,12.5,.600,.585,.184,.099,5.4,12.5,9.1,12.1,1.0,1.2,19.5,15.5,109,114,0.5,0.2,0.7,.062
107,Boris Diaw,PF,26,CHA,59,2216,14.9,.558,.542,.163,.225,5.3,14.1,9.7,23.4,1.2,1.6,18.3,20.8,105,107,1.4,2.6,4.0,.086
