Game ID,Team,Player,Player ID,Minutes Played,Field Goals,Field Goal Attempts,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Plus/Minus
200901290ORL,CLE,Mo Williams,willima01,33:36,4,15,.267,1,4,.250,3,3,1.000,0,2,2,3,0,0,2,3,12,-20
200901290ORL,CLE,Anderson Varejao,varejan01,31:44,3,6,.500,0,0,,3,5,.600,3,5,8,0,0,1,0,2,9,-25
200901290ORL,CLE,Sasha Pavlovic,pavloal01,31:28,3,8,.375,2,3,.667,0,0,,0,4,4,2,2,0,2,1,8,-5
200901290ORL,CLE,Ben Wallace,wallabe01,21:00,1,3,.333,0,0,,0,0,,1,2,3,1,0,0,0,2,2,-10
200901290ORL,CLE,Daniel Gibson,gibsoda01,25:11,1,6,.167,1,2,.500,2,2,1.000,0,2,2,1,1,0,0,2,5,-4
200901290ORL,CLE,J.J. Hickson,hicksjj01,24:02,6,9,.667,0,0,,1,2,.500,1,6,7,1,1,1,0,3,13,+6
200901290ORL,CLE,Wally Szczerbiak,szczewa02,21:34,5,6,.833,3,3,1.000,1,2,.500,0,1,1,0,0,1,0,0,14,-9
200901290ORL,CLE,Tarence Kinsey,kinseta01,8:15,1,1,1.000,0,0,,0,0,,1,2,3,0,1,0,0,1,2,+8
200901290ORL,CLE,Darnell Jackson,jacksda01,4:08,0,1,.000,0,0,,0,0,,1,0,1,1,0,0,0,2,0,+10
200901290ORL,CLE,Jawad Williams,willija04,1:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
200901290ORL,ORL,Rashard Lewis,lewisra02,42:17,6,16,.375,3,10,.300,4,4,1.000,2,3,5,5,0,1,3,1,19,+17
200901290ORL,ORL,Hedo Turkoglu,turkohe01,42:10,8,22,.364,3,10,.300,0,0,,0,11,11,2,1,0,2,3,19,+14
200901290ORL,ORL,Dwight Howard,howardw01,38:05,9,15,.600,0,0,,4,6,.667,6,12,18,0,2,2,3,4,22,-1
200901290ORL,ORL,Jameer Nelson,nelsoja01,30:58,6,11,.545,4,6,.667,2,2,1.000,0,3,3,3,0,0,1,2,18,+14
200901290ORL,ORL,Courtney Lee,leeco01,30:42,2,6,.333,0,2,.000,4,4,1.000,1,2,3,1,1,0,0,2,8,+1
200901290ORL,ORL,Mickael Pietrus,pietrmi01,27:30,2,4,.500,0,2,.000,0,0,,1,2,3,4,1,0,2,2,4,+4
200901290ORL,ORL,Anthony Johnson,johnsan02,17:02,3,6,.500,1,1,1.000,2,2,1.000,0,2,2,2,0,0,0,1,9,-3
200901290ORL,ORL,Tony Battie,battito01,11:16,0,0,,0,0,,0,0,,1,2,3,0,0,0,0,2,0,+9
200901290PHO,SAS,Tim Duncan,duncati01,41:13,6,16,.375,0,0,,8,12,.667,6,9,15,4,1,1,3,2,20,+8
200901290PHO,SAS,Tony Parker,parketo01,34:22,12,21,.571,0,1,.000,2,2,1.000,0,3,3,5,2,0,2,3,26,+6
200901290PHO,SAS,Roger Mason,masonro01,32:10,3,9,.333,2,5,.400,4,4,1.000,0,1,1,0,0,0,0,2,12,+4
200901290PHO,SAS,Matt Bonner,bonnema01,26:19,1,3,.333,1,1,1.000,0,0,,0,3,3,1,0,0,0,3,3,0
200901290PHO,SAS,Michael Finley,finlemi01,20:16,2,5,.400,2,5,.400,0,0,,0,3,3,2,0,0,0,2,6,+6
200901290PHO,SAS,Manu Ginobili,ginobma01,32:25,6,13,.462,0,4,.000,18,18,1.000,0,9,9,3,2,0,0,3,30,+9
200901290PHO,SAS,Kurt Thomas,thomaku01,20:52,3,5,.600,0,0,,0,0,,4,4,8,1,1,0,0,3,6,0
200901290PHO,SAS,Bruce Bowen,bowenbr01,18:33,1,3,.333,1,3,.333,6,8,.750,0,1,1,0,0,0,0,1,9,+13
200901290PHO,SAS,George Hill,hillge01,13:50,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,1,2,2,+4
200901290PHO,PHO,Amar'e Stoudemire,stoudam01,43:10,11,23,.478,0,0,,6,6,1.000,3,7,10,1,0,1,0,2,28,-9
200901290PHO,PHO,Steve Nash,nashst01,42:53,5,12,.417,1,1,1.000,5,5,1.000,0,2,2,18,0,1,3,4,16,-11
200901290PHO,PHO,Grant Hill,hillgr01,36:14,9,12,.750,0,0,,2,3,.667,0,10,10,0,1,1,1,3,20,-7
200901290PHO,PHO,Shaquille O'Neal,onealsh01,34:38,5,14,.357,0,0,,3,5,.600,2,4,6,0,0,1,3,5,13,+1
200901290PHO,PHO,Jason Richardson,richaja01,26:15,3,6,.500,0,1,.000,1,1,1.000,0,2,2,1,1,0,0,5,7,+1
200901290PHO,PHO,Leandro Barbosa,barbole01,21:45,2,5,.400,0,1,.000,3,3,1.000,0,2,2,1,1,0,0,2,7,-11
200901290PHO,PHO,Matt Barnes,barnema02,19:22,5,8,.625,3,4,.750,0,2,.000,0,1,1,1,0,0,0,3,13,-15
200901290PHO,PHO,Louis Amundson,amundlo01,10:36,0,1,.000,0,0,,0,0,,1,3,4,0,0,0,0,0,0,0
200901290PHO,PHO,Jared Dudley,dudleja01,5:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
200901300ATL,NJN,Vince Carter,cartevi01,37:08,6,18,.333,4,9,.444,2,2,1.000,1,3,4,5,2,0,2,3,18,-9
200901300ATL,NJN,Devin Harris,harride01,37:00,5,13,.385,0,3,.000,10,15,.667,1,4,5,6,0,0,4,1,20,-18
200901300ATL,NJN,Ryan Anderson,anderry01,30:45,5,6,.833,3,3,1.000,4,4,1.000,4,1,5,1,0,0,3,4,17,-10
200901300ATL,NJN,Brook Lopez,lopezbr01,25:17,6,12,.500,0,0,,3,3,1.000,2,3,5,0,0,0,2,5,15,-2
200901300ATL,NJN,Bobby Simmons,simmobo01,22:22,1,4,.250,0,1,.000,0,0,,0,2,2,2,1,0,0,3,2,+1
200901300ATL,NJN,Jarvis Hayes,hayesja01,27:14,1,8,.125,0,2,.000,0,0,,1,6,7,0,2,1,3,2,2,-14
200901300ATL,NJN,Josh Boone,boonejo01,22:43,5,7,.714,0,0,,0,1,.000,2,3,5,0,1,1,0,3,10,-15
200901300ATL,NJN,Keyon Dooling,doolike01,21:55,0,4,.000,0,2,.000,0,0,,0,2,2,1,0,0,1,1,0,-11
200901300ATL,NJN,Eduardo Najera,najered01,11:31,1,2,.500,0,0,,2,6,.333,3,1,4,0,0,0,1,2,4,-5
200901300ATL,NJN,Maurice Ager,agerma01,2:19,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-2
200901300ATL,NJN,Chris Douglas-Roberts,douglch01,1:46,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,0
200901300ATL,ATL,Joe Johnson,johnsjo02,43:11,11,17,.647,2,5,.400,5,7,.714,0,4,4,5,1,0,4,2,29,+21
200901300ATL,ATL,Marvin Williams,willima02,35:44,5,11,.455,1,4,.250,5,6,.833,2,9,11,1,1,0,2,5,16,+14
200901300ATL,ATL,Mike Bibby,bibbymi01,35:09,7,15,.467,3,8,.375,3,3,1.000,1,3,4,2,4,0,4,4,20,+13
200901300ATL,ATL,Zaza Pachulia,pachuza01,26:46,0,0,,0,0,,7,8,.875,2,1,3,1,0,0,1,3,7,+11
200901300ATL,ATL,Josh Smith,smithjo03,26:05,2,6,.333,0,0,,0,0,,0,5,5,6,0,2,1,4,4,+2
200901300ATL,ATL,Ronald Murray,murraro01,30:49,9,12,.750,1,3,.333,4,5,.800,1,4,5,3,3,0,1,0,23,+22
200901300ATL,ATL,Solomon Jones,jonesso01,17:37,1,2,.500,0,0,,2,2,1.000,0,3,3,1,0,0,0,5,4,+5
200901300ATL,ATL,Acie Law,lawac01,12:48,1,4,.250,0,0,,0,0,,0,1,1,2,1,0,0,1,2,0
200901300ATL,ATL,Maurice Evans,evansma01,8:45,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,1,0,0,0,0
200901300ATL,ATL,Mario West,westma02,1:54,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-3
200901300ATL,ATL,Othello Hunter,hunteot01,1:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
200901300CLE,LAC,Eric Gordon,gordoer01,42:49,9,19,.474,5,8,.625,4,5,.800,1,6,7,2,2,1,1,1,27,-15
200901300CLE,LAC,Al Thornton,thornal01,35:27,6,15,.400,0,1,.000,2,2,1.000,3,1,4,2,0,0,1,5,14,-19
200901300CLE,LAC,Brian Skinner,skinnbr01,28:56,4,10,.400,0,0,,1,1,1.000,1,2,3,0,1,1,1,3,9,-12
200901300CLE,LAC,Fred Jones,jonesfr01,24:45,0,3,.000,0,2,.000,0,0,,1,3,4,9,0,0,1,1,0,-13
200901300CLE,LAC,DeAndre Jordan,jordade01,5:22,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,0,0,2,-9
200901300CLE,LAC,Steve Novak,novakst01,34:57,7,15,.467,5,10,.500,0,0,,0,3,3,2,0,1,0,1,19,-7
200901300CLE,LAC,Marcus Camby,cambyma01,24:32,1,4,.250,0,0,,2,2,1.000,1,4,5,1,0,3,0,1,4,-3
200901300CLE,LAC,Baron Davis,davisba01,23:15,4,13,.308,0,2,.000,1,1,1.000,1,6,7,8,3,0,4,0,9,-4
200901300CLE,LAC,Ricky Davis,davisri01,18:47,3,7,.429,1,5,.200,4,4,1.000,0,2,2,0,0,0,1,2,11,-5
200901300CLE,LAC,Cheikh Samb,sambch01,1:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
200901300CLE,CLE,Mo Williams,willima01,38:44,8,16,.500,5,6,.833,2,2,1.000,0,1,1,6,1,0,1,2,23,+24
200901300CLE,CLE,LeBron James,jamesle01,37:08,9,17,.529,2,4,.500,5,6,.833,0,7,7,6,3,1,3,2,25,+32
200901300CLE,CLE,Zydrunas Ilgauskas,ilgauzy01,28:33,10,16,.625,0,1,.000,0,0,,4,7,11,0,0,0,2,1,20,+24
200901300CLE,CLE,Ben Wallace,wallabe01,23:44,0,2,.000,0,0,,0,0,,3,8,11,3,1,2,0,0,0,+27
200901300CLE,CLE,Sasha Pavlovic,pavloal01,23:09,6,8,.750,3,5,.600,0,0,,0,2,2,1,0,0,0,5,15,+22
200901300CLE,CLE,Wally Szczerbiak,szczewa02,26:29,6,10,.600,2,5,.400,1,1,1.000,0,1,1,2,0,0,3,1,15,-5
200901300CLE,CLE,Daniel Gibson,gibsoda01,25:52,2,7,.286,2,5,.400,2,2,1.000,0,2,2,2,1,0,0,2,8,-10
200901300CLE,CLE,Anderson Varejao,varejan01,25:09,0,5,.000,0,0,,4,4,1.000,3,4,7,2,0,0,2,1,4,-14
200901300CLE,CLE,J.J. Hickson,hicksjj01,7:55,0,1,.000,0,0,,0,0,,1,2,3,1,0,0,0,0,0,-13
200901300CLE,CLE,Jawad Williams,willija04,2:01,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-2
200901300CLE,CLE,Darnell Jackson,jacksda01,1:16,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
200901300DEN,CHA,Boris Diaw,diawbo01,39:23,6,14,.429,2,5,.400,2,2,1.000,1,4,5,5,1,2,7,2,16,-12
200901300DEN,CHA,Raymond Felton,feltora01,38:37,3,10,.300,1,2,.500,2,3,.667,0,1,1,9,1,1,1,4,9,-17
200901300DEN,CHA,Raja Bell,bellra01,38:21,9,14,.643,3,5,.600,6,7,.857,0,5,5,4,0,0,2,2,27,-3
200901300DEN,CHA,Emeka Okafor,okafoem01,21:22,4,6,.667,0,0,,2,2,1.000,3,2,5,0,0,2,3,3,10,-15
200901300DEN,CHA,Adam Morrison,morriad01,16:33,2,5,.400,1,2,.500,0,0,,0,1,1,0,0,0,1,5,5,-14
200901300DEN,CHA,Juwan Howard,howarju01,25:46,4,10,.400,0,0,,3,4,.750,3,2,5,1,1,1,2,1,11,-4
200901300DEN,CHA,DeSagana Diop,diopde01,25:37,2,4,.500,0,0,,1,2,.500,3,4,7,0,0,1,1,5,5,+6
200901300DEN,CHA,Shannon Brown,brownsh01,14:36,2,7,.286,0,2,.000,0,1,.000,0,0,0,2,0,0,0,1,4,-11
200901300DEN,CHA,Cartier Martin,martica01,9:27,2,5,.400,2,4,.500,0,0,,0,0,0,1,0,0,0,2,6,+5
200901300DEN,CHA,Sean Singletary,singlse01,7:00,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,+7
200901300DEN,CHA,Alexis Ajinca,ajincal01,3:19,1,2,.500,0,0,,2,4,.500,1,0,1,1,1,0,0,0,4,+3
200901300DEN,DEN,Nene Hilario,hilarne01,30:35,10,11,.909,0,0,,2,4,.500,3,9,12,3,2,0,0,3,22,+17
200901300DEN,DEN,Carmelo Anthony,anthoca01,29:54,5,12,.417,0,1,.000,9,11,.818,1,1,2,5,0,1,5,4,19,+9
200901300DEN,DEN,Kenyon Martin,martike01,28:26,3,6,.500,1,1,1.000,1,2,.500,0,5,5,3,3,1,3,5,8,+9
200901300DEN,DEN,Chauncey Billups,billuch01,26:51,3,9,.333,0,2,.000,6,8,.750,1,2,3,6,1,0,1,0,12,+6
200901300DEN,DEN,Dahntay Jones,jonesda02,20:38,3,4,.750,0,0,,0,0,,1,2,3,1,1,0,3,5,6,+1
200901300DEN,DEN,Linas Kleiza,kleizli01,29:07,7,11,.636,3,7,.429,4,4,1.000,1,2,3,0,1,0,1,2,21,0
200901300DEN,DEN,J.R. Smith,smithjr01,26:36,4,11,.364,0,2,.000,2,4,.500,0,2,2,4,0,0,0,2,10,+12
200901300DEN,DEN,Anthony Carter,cartean01,22:00,0,2,.000,0,0,,0,0,,1,1,2,6,2,0,1,3,0,+5
200901300DEN,DEN,Chris Andersen,anderch01,18:59,2,3,.667,0,0,,2,2,1.000,3,3,6,0,0,4,0,3,6,+3
200901300DEN,DEN,Renaldo Balkman,balkmre01,4:56,3,3,1.000,0,0,,0,0,,0,1,1,0,0,0,1,1,6,-1
200901300DEN,DEN,Johan Petro,petrojo01,1:58,0,1,.000,0,0,,0,0,,0,0,0,0,0,1,1,0,0,-6
200901300DET,BOS,Rajon Rondo,rondora01,38:34,4,8,.500,0,0,,0,0,,0,4,4,12,1,0,2,0,8,+9
200901300DET,BOS,Paul Pierce,piercpa01,38:31,6,10,.600,2,2,1.000,6,8,.750,0,4,4,5,0,0,4,4,20,+10
200901300DET,BOS,Ray Allen,allenra02,37:32,4,14,.286,1,5,.200,5,5,1.000,2,4,6,2,2,1,2,4,14,+10
200901300DET,BOS,Kevin Garnett,garneke01,37:04,10,17,.588,0,0,,2,2,1.000,1,8,9,3,1,2,2,2,22,+12
200901300DET,BOS,Kendrick Perkins,perkike01,28:45,4,6,.667,0,0,,1,2,.500,3,4,7,0,1,2,2,2,9,+11
200901300DET,BOS,Glen Davis,davisgl01,19:03,1,2,.500,0,0,,1,2,.500,2,1,3,0,0,0,1,1,3,-4
200901300DET,BOS,Eddie House,houseed01,15:10,1,4,.250,1,3,.333,0,0,,0,2,2,1,0,0,0,3,3,+1
200901300DET,BOS,Tony Allen,allento01,14:50,1,5,.200,0,0,,4,4,1.000,1,1,2,1,1,2,0,0,6,-5
200901300DET,BOS,Leon Powe,powele01,10:31,0,2,.000,0,0,,1,2,.500,2,5,7,1,0,0,1,2,1,-4
200901300DET,DET,Allen Iverson,iversal01,43:03,7,14,.500,0,0,,5,6,.833,0,4,4,1,0,0,2,0,19,-9
200901300DET,DET,Rasheed Wallace,wallara01,37:53,5,16,.313,1,6,.167,1,2,.500,0,6,6,0,2,1,1,6,12,-11
200901300DET,DET,Rodney Stuckey,stuckro01,36:45,7,11,.636,0,1,.000,5,6,.833,2,1,3,4,0,0,2,4,19,-11
200901300DET,DET,Tayshaun Prince,princta01,35:15,1,7,.143,0,0,,2,2,1.000,0,1,1,4,3,1,1,2,4,-11
200901300DET,DET,Amir Johnson,johnsam01,5:16,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,0,0,2,-8
200901300DET,DET,Antonio McDyess,mcdyean01,38:28,1,8,.125,0,0,,1,2,.500,4,10,14,2,0,1,0,2,3,+4
200901300DET,DET,Richard Hamilton,hamilri01,29:34,6,13,.462,0,1,.000,2,2,1.000,0,2,2,5,0,0,3,2,14,+6
200901300DET,DET,Jason Maxiell,maxieja01,13:47,2,3,.667,0,0,,1,3,.333,4,1,5,0,0,0,0,2,5,0
200901300IND,MIA,Dwyane Wade,wadedw01,35:33,10,17,.588,0,3,.000,4,8,.500,2,5,7,3,1,2,4,2,24,-13
200901300IND,MIA,Yakhouba Diawara,diawaya01,25:59,1,5,.200,1,4,.250,0,0,,0,0,0,0,0,1,0,1,3,0
200901300IND,MIA,Mario Chalmers,chalmma01,12:57,3,4,.750,1,2,.500,2,2,1.000,0,0,0,5,0,0,2,6,9,-8
200901300IND,MIA,Udonis Haslem,hasleud01,8:57,1,4,.250,0,0,,0,0,,0,2,2,0,0,0,0,2,2,-4
200901300IND,MIA,Jamaal Magloire,magloja01,7:51,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,0,2,-3
200901300IND,MIA,Daequan Cook,cookda02,34:29,4,12,.333,2,9,.222,1,1,1.000,0,1,1,4,1,1,0,1,11,0
200901300IND,MIA,Chris Quinn,quinnch01,27:56,2,3,.667,0,1,.000,2,2,1.000,0,3,3,5,1,0,2,3,6,-1
200901300IND,MIA,James Jones,jonesja02,27:02,4,8,.500,2,5,.400,3,3,1.000,1,1,2,1,1,0,1,3,13,-3
200901300IND,MIA,Mark Blount,blounma01,23:48,7,12,.583,2,3,.667,1,2,.500,2,6,8,2,0,1,2,1,17,+5
200901300IND,MIA,Michael Beasley,beaslmi01,23:21,4,10,.400,2,2,1.000,1,2,.500,1,10,11,1,0,0,1,3,11,-13
200901300IND,MIA,Joel Anthony,anthojo01,12:07,2,4,.500,0,0,,1,1,1.000,2,2,4,0,0,2,1,1,5,-15
200901300IND,IND,Mike Dunleavy,dunlemi02,35:54,10,18,.556,4,8,.500,6,7,.857,2,4,6,5,2,0,0,2,30,+13
200901300IND,IND,Danny Granger,grangda01,33:49,6,17,.353,2,7,.286,5,5,1.000,1,4,5,4,2,2,0,1,19,+17
200901300IND,IND,Jarrett Jack,jackja01,33:23,5,9,.556,3,6,.500,2,2,1.000,2,2,4,2,0,0,1,3,15,-1
200901300IND,IND,Troy Murphy,murphtr01,31:15,6,11,.545,5,6,.833,2,2,1.000,2,10,12,4,1,0,1,3,19,+23
200901300IND,IND,Jeff Foster,fosteje01,14:29,0,3,.000,0,0,,0,0,,1,3,4,2,0,0,0,4,0,0
200901300IND,IND,T.J. Ford,fordtj01,22:49,3,9,.333,0,0,,6,7,.857,2,1,3,3,0,0,1,2,12,+18
200901300IND,IND,Maceo Baston,bastoma01,19:01,4,6,.667,0,0,,4,6,.667,3,4,7,1,2,0,1,3,12,-2
200901300IND,IND,Marquis Daniels,daniema01,17:12,0,5,.000,0,1,.000,0,0,,0,4,4,0,1,0,2,0,0,+18
200901300IND,IND,Travis Diener,dienetr01,16:14,2,5,.400,1,3,.333,0,0,,0,0,0,2,0,0,0,1,5,-11
200901300IND,IND,Stephen Graham,grahast01,9:10,0,3,.000,0,0,,0,0,,0,1,1,2,0,0,1,1,0,-10
200901300IND,IND,Brandon Rush,rushbr01,4:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-8
200901300IND,IND,Rasho Nesterovic,nestera01,2:34,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,2,2,-2
200901300MIN,LAL,Pau Gasol,gasolpa01,39:14,6,11,.545,0,0,,9,12,.750,4,5,9,3,0,1,0,5,21,+20
200901300MIN,LAL,Kobe Bryant,bryanko01,34:33,12,23,.522,1,7,.143,5,6,.833,2,6,8,5,0,0,2,3,30,+11
200901300MIN,LAL,Andrew Bynum,bynuman01,30:28,10,15,.667,0,0,,7,8,.875,7,8,15,1,0,2,2,4,27,+9
200901300MIN,LAL,Derek Fisher,fishede01,29:16,4,11,.364,2,8,.250,0,0,,0,4,4,3,0,0,2,1,10,+7
200901300MIN,LAL,Luke Walton,waltolu01,17:55,4,7,.571,1,1,1.000,2,2,1.000,2,2,4,2,0,0,1,2,11,+13
200901300MIN,LAL,Trevor Ariza,arizatr01,24:58,3,7,.429,2,2,1.000,0,0,,1,4,5,2,1,1,0,0,8,+2
200901300MIN,LAL,Lamar Odom,odomla01,22:42,3,4,.750,1,2,.500,3,5,.600,2,1,3,2,0,3,1,5,10,+2
200901300MIN,LAL,Jordan Farmar,farmajo01,18:44,4,10,.400,2,4,.500,0,0,,0,1,1,1,1,0,3,3,10,+6
200901300MIN,LAL,Sasha Vujacic,vujacsa01,13:27,1,3,.333,1,3,.333,0,0,,0,3,3,4,2,0,0,1,3,+2
200901300MIN,LAL,Vladimir Radmanovic,radmavl01,5:07,1,3,.333,0,0,,0,0,,0,0,0,0,1,0,0,0,2,-2
200901300MIN,LAL,Josh Powell,poweljo01,3:36,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,1,0,-5
200901300MIN,MIN,Al Jefferson,jeffeal01,42:16,13,27,.481,0,0,,8,11,.727,7,6,13,1,1,4,1,4,34,-15
200901300MIN,MIN,Randy Foye,foyera01,36:59,8,20,.400,2,5,.400,9,9,1.000,1,2,3,5,0,1,3,4,27,-15
200901300MIN,MIN,Ryan Gomes,gomesry01,32:44,5,15,.333,1,4,.250,3,3,1.000,2,2,4,0,2,1,0,1,14,-10
200901300MIN,MIN,Sebastian Telfair,telfase01,27:36,5,13,.385,0,3,.000,0,0,,1,3,4,7,2,0,1,1,10,-8
200901300MIN,MIN,Craig Smith,smithcr01,15:12,1,2,.500,0,0,,2,2,1.000,1,1,2,2,0,0,0,4,4,+1
200901300MIN,MIN,Mike Miller,millemi01,31:25,3,3,1.000,0,0,,5,6,.833,2,4,6,6,1,2,1,2,11,-3
200901300MIN,MIN,Kevin Love,loveke01,23:05,5,8,.625,0,0,,4,4,1.000,2,7,9,0,1,0,1,6,14,-16
200901300MIN,MIN,Rodney Carney,carnero01,20:24,1,5,.200,1,3,.333,2,2,1.000,0,0,0,1,3,1,1,1,5,-5
200901300MIN,MIN,Brian Cardinal,cardibr01,7:54,0,3,.000,0,0,,0,0,,0,2,2,1,0,0,1,2,0,+5
200901300MIN,MIN,Mark Madsen,madsema01,2:25,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,+1
200901300NOH,GSW,Stephen Jackson,jacksst02,43:35,6,17,.353,1,5,.200,2,2,1.000,0,6,6,7,3,0,2,3,15,+4
200901300NOH,GSW,Monta Ellis,ellismo01,38:08,6,12,.500,0,1,.000,3,4,.750,1,2,3,2,2,1,4,5,15,+5
200901300NOH,GSW,Jamal Crawford,crawfja01,37:26,4,13,.308,2,5,.400,7,7,1.000,0,3,3,1,1,0,3,1,17,+1
200901300NOH,GSW,Andris Biedrins,biedran01,24:43,6,7,.857,0,0,,0,0,,3,6,9,1,0,1,1,5,12,+1
200901300NOH,GSW,Kelenna Azubuike,azubuke01,21:32,3,10,.300,0,2,.000,0,1,.000,1,3,4,0,1,0,0,2,6,-11
200901300NOH,GSW,Corey Maggette,maggeco01,31:20,6,16,.375,0,1,.000,7,8,.875,0,6,6,2,0,0,3,4,19,+17
200901300NOH,GSW,Ronny Turiaf,turiaro01,28:35,2,4,.500,0,0,,0,0,,3,8,11,2,1,3,1,5,4,+4
200901300NOH,GSW,C.J. Watson,watsocj01,9:52,0,2,.000,0,2,.000,0,0,,2,1,3,0,0,0,1,1,0,-1
200901300NOH,GSW,Anthony Morrow,morroan01,4:49,1,2,.500,1,1,1.000,0,0,,0,2,2,0,0,0,0,1,3,0
200901300NOH,NOH,Rasual Butler,butlera01,36:35,2,6,.333,1,4,.250,2,4,.500,0,5,5,1,1,1,1,2,7,-8
200901300NOH,NOH,Peja Stojakovic,stojape01,36:24,3,11,.273,1,6,.167,4,4,1.000,0,4,4,1,0,0,2,6,11,-2
200901300NOH,NOH,Chris Paul,paulch01,36:16,9,18,.500,2,4,.500,11,13,.846,0,4,4,8,3,0,6,3,31,-3
200901300NOH,NOH,David West,westda01,31:01,5,16,.313,0,1,.000,2,2,1.000,5,10,15,4,1,0,1,2,12,-1
200901300NOH,NOH,Hilton Armstrong,armsthi01,13:56,2,5,.400,0,0,,0,0,,0,1,1,0,0,1,2,1,4,-9
200901300NOH,NOH,James Posey,poseyja01,28:21,0,2,.000,0,0,,2,4,.500,1,5,6,0,0,0,2,0,2,0
200901300NOH,NOH,Sean Marks,marksse01,16:54,2,4,.500,0,2,.000,0,0,,1,5,6,0,0,1,0,3,4,+14
200901300NOH,NOH,Julian Wright,wrighju01,16:50,3,6,.500,0,0,,1,2,.500,3,2,5,0,3,1,0,0,7,+1
200901300NOH,NOH,Devin Brown,brownde02,12:00,1,5,.200,0,2,.000,4,4,1.000,1,0,1,0,0,1,0,0,6,-11
200901300NOH,NOH,Antonio Daniels,daniean01,11:44,1,5,.200,1,2,.500,0,0,,1,0,1,1,0,0,0,0,3,-1
200901300PHI,WAS,Caron Butler,butleca01,41:58,5,13,.385,1,2,.500,9,9,1.000,1,2,3,5,2,0,2,5,20,-18
200901300PHI,WAS,Antawn Jamison,jamisan01,39:53,11,21,.524,1,5,.200,2,4,.500,3,12,15,0,1,0,1,2,25,-5
200901300PHI,WAS,Dominic McGuire,mcguido01,33:36,6,11,.545,0,0,,4,4,1.000,1,4,5,3,1,1,1,1,16,-21
200901300PHI,WAS,Darius Songaila,songada01,31:52,4,8,.500,0,0,,2,2,1.000,1,0,1,2,0,0,3,5,10,+4
200901300PHI,WAS,Mike James,jamesmi01,15:44,1,4,.250,0,1,.000,0,0,,1,1,2,3,1,0,1,0,2,-11
200901300PHI,WAS,DeShawn Stevenson,stevede01,23:29,0,6,.000,0,4,.000,1,2,.500,1,2,3,4,0,0,0,1,1,-3
200901300PHI,WAS,Javaris Crittenton,crittja01,20:12,7,10,.700,0,0,,1,3,.333,2,2,4,7,2,0,1,2,15,+10
200901300PHI,WAS,JaVale McGee,mcgeeja01,13:45,0,1,.000,0,0,,2,2,1.000,3,3,6,0,0,2,1,3,2,-11
200901300PHI,WAS,Nick Young,youngni01,10:18,1,5,.200,0,0,,0,0,,0,0,0,1,0,0,2,0,2,+7
200901300PHI,WAS,Juan Dixon,dixonju01,8:47,0,1,.000,0,1,.000,1,2,.500,0,0,0,2,0,0,0,0,1,-2
200901300PHI,WAS,Oleksiy Pecherov,pecheol01,0:25,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
200901300PHI,PHI,Thaddeus Young,youngth01,42:23,7,19,.368,2,7,.286,2,2,1.000,3,6,9,1,2,0,3,4,18,+10
200901300PHI,PHI,Andre Iguodala,iguodan01,38:26,9,15,.600,1,3,.333,1,4,.250,0,4,4,4,2,0,0,2,20,+8
200901300PHI,PHI,Andre Miller,millean02,34:07,3,3,1.000,0,0,,0,0,,1,5,6,9,1,1,1,5,6,+22
200901300PHI,PHI,Willie Green,greenwi01,23:46,9,15,.600,2,5,.400,0,0,,0,1,1,5,1,0,0,3,20,+14
200901300PHI,PHI,Samuel Dalembert,dalemsa01,13:52,0,1,.000,0,0,,0,0,,0,2,2,0,0,2,1,0,0,+12
200901300PHI,PHI,Louis Williams,willilo02,28:41,5,10,.500,2,5,.400,2,4,.500,1,1,2,7,1,2,4,0,14,-1
200901300PHI,PHI,Elton Brand,brandel01,26:01,4,5,.800,0,0,,1,2,.500,0,3,3,0,0,4,0,3,9,-9
