Game ID,Team,Player,Player ID,Minutes Played,Field Goals,Field Goal Attempts,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Plus/Minus
201112250DAL,DAL,Rodrigue Beaubois,beaubro01,8:26,0,4,.000,0,2,.000,0,0,,1,2,3,3,0,0,0,1,0,+12
201112250DAL,DAL,Dominique Jones,jonesdo02,4:13,1,3,.333,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,0,4,+9
201112250GSW,LAC,Chauncey Billups,billuch01,38:19,6,19,.316,3,10,.300,6,6,1.000,0,5,5,4,0,0,1,2,21,+18
201112250GSW,LAC,Chris Paul,paulch01,36:39,7,12,.583,1,3,.333,5,6,.833,1,1,2,9,2,0,2,4,20,+19
201112250GSW,LAC,Caron Butler,butleca01,36:01,4,10,.400,1,3,.333,2,3,.667,0,10,10,4,3,0,0,0,11,+17
201112250GSW,LAC,Blake Griffin,griffbl01,34:44,9,18,.500,0,0,,4,8,.500,5,2,7,1,2,0,3,4,22,+17
201112250GSW,LAC,DeAndre Jordan,jordade01,30:31,1,2,.500,0,0,,4,12,.333,3,2,5,0,0,8,2,2,6,+15
201112250GSW,LAC,Mo Williams,willima01,22:12,4,8,.500,0,1,.000,0,0,,0,3,3,3,2,0,1,1,8,+1
201112250GSW,LAC,Brian Cook,cookbr01,15:45,2,7,.286,2,4,.500,2,2,1.000,2,4,6,0,0,0,0,5,8,-6
201112250GSW,LAC,Ryan Gomes,gomesry01,14:26,3,4,.750,0,1,.000,0,1,.000,1,3,4,0,0,0,0,1,6,+12
201112250GSW,LAC,Randy Foye,foyera01,11:23,1,1,1.000,1,1,1.000,0,0,,1,0,1,1,0,0,1,0,3,+2
201112250GSW,GSW,Monta Ellis,ellismo01,42:42,6,19,.316,0,5,.000,3,6,.500,2,2,4,8,1,0,4,4,15,-22
201112250GSW,GSW,David Lee,leeda02,35:13,10,19,.526,0,0,,1,2,.500,4,8,12,2,0,1,4,6,21,-18
201112250GSW,GSW,Stephen Curry,curryst01,33:28,2,12,.167,0,4,.000,0,1,.000,2,3,5,4,2,2,5,4,4,-5
201112250GSW,GSW,Dorell Wright,wrighdo01,30:50,1,6,.167,1,6,.167,5,5,1.000,4,5,9,1,0,0,0,1,8,-2
201112250GSW,GSW,Andris Biedrins,biedran01,20:27,5,5,1.000,0,0,,0,0,,2,6,8,0,0,3,0,4,10,-1
201112250GSW,GSW,Brandon Rush,rushbr01,28:23,3,6,.500,2,2,1.000,4,4,1.000,0,3,3,0,1,2,1,4,12,-21
201112250GSW,GSW,Klay Thompson,thompkl01,19:00,2,8,.250,1,3,.333,2,2,1.000,1,2,3,1,0,0,2,3,7,-10
201112250GSW,GSW,Ekpe Udoh,udohek01,12:57,0,2,.000,0,0,,1,2,.500,1,2,3,0,0,0,0,1,1,-2
201112250GSW,GSW,Kwame Brown,brownkw01,6:49,0,1,.000,0,0,,1,2,.500,1,0,1,0,0,0,0,3,1,-7
201112250GSW,GSW,Ishmael Smith,smithis01,5:22,3,4,.750,1,1,1.000,0,0,,0,0,0,0,0,0,0,2,7,0
201112250GSW,GSW,Dominic McGuire,mcguido01,3:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5
201112250GSW,GSW,Charles Jenkins,jenkich01,0:58,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-2
201112250GSW,GSW,Jeremy Tyler,tylerje01,0:22,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
201112250LAL,CHI,Luol Deng,denglu01,38:13,7,19,.368,1,4,.250,6,6,1.000,3,4,7,3,4,1,0,2,21,+13
201112250LAL,CHI,Derrick Rose,rosede01,35:19,9,13,.692,4,6,.667,0,0,,0,1,1,5,0,1,5,1,22,+7
201112250LAL,CHI,Carlos Boozer,boozeca01,32:32,7,13,.538,0,0,,1,4,.250,1,5,6,2,1,1,2,3,15,+2
201112250LAL,CHI,Joakim Noah,noahjo01,28:27,3,12,.250,0,0,,0,0,,5,4,9,2,3,0,2,5,6,+4
201112250LAL,CHI,Richard Hamilton,hamilri01,23:06,3,8,.375,0,0,,0,0,,1,1,2,3,2,0,0,5,6,0
201112250LAL,CHI,Ronnie Brewer,brewero02,24:54,3,6,.500,0,0,,0,1,.000,0,3,3,2,1,0,2,3,6,+1
201112250LAL,CHI,Omer Asik,asikom01,19:33,1,5,.200,0,0,,1,1,1.000,4,4,8,0,1,0,2,0,3,-3
201112250LAL,CHI,Taj Gibson,gibsota01,15:28,1,4,.250,0,0,,1,2,.500,2,1,3,2,0,1,0,1,3,-1
201112250LAL,CHI,C.J. Watson,watsocj01,12:41,2,6,.333,2,3,.667,0,0,,0,1,1,2,2,0,1,1,6,-6
201112250LAL,CHI,Kyle Korver,korveky01,9:47,0,3,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0,-12
201112250LAL,LAL,Pau Gasol,gasolpa01,37:37,6,14,.429,0,2,.000,2,6,.333,2,6,8,3,0,3,1,4,14,+5
201112250LAL,LAL,Kobe Bryant,bryanko01,35:24,11,23,.478,0,1,.000,6,7,.857,0,7,7,6,2,0,8,3,28,-7
201112250LAL,LAL,Josh McRoberts,mcrobjo01,35:20,3,6,.500,0,0,,0,2,.000,3,5,8,2,0,2,2,3,6,-5
201112250LAL,LAL,Derek Fisher,fishede01,23:23,1,5,.200,0,2,.000,0,0,,0,3,3,3,2,2,3,3,2,+6
201112250LAL,LAL,Devin Ebanks,ebankde01,23:10,4,5,.800,0,0,,0,0,,0,1,1,2,0,0,0,1,8,+6
201112250LAL,LAL,Steve Blake,blakest01,24:57,4,9,.444,2,6,.333,2,3,.667,1,2,3,2,0,0,1,2,12,-9
201112250LAL,LAL,Metta World Peace,artesro01,24:50,2,6,.333,0,1,.000,0,0,,0,2,2,3,2,0,0,0,4,-7
201112250LAL,LAL,Troy Murphy,murphtr01,22:43,3,5,.600,0,1,.000,1,2,.500,5,3,8,1,0,1,1,4,7,0
201112250LAL,LAL,Andrew Goudelock,goudean01,12:36,2,3,.667,2,3,.667,0,0,,1,1,2,0,0,0,1,0,6,+6
201112250NYK,BOS,Rajon Rondo,rondora01,41:16,11,19,.579,0,1,.000,9,12,.750,1,4,5,13,5,0,5,2,31,+3
201112250NYK,BOS,Ray Allen,allenra02,37:42,7,12,.583,2,3,.667,4,4,1.000,3,1,4,3,0,0,4,1,20,+6
201112250NYK,BOS,Kevin Garnett,garneke01,37:03,6,13,.462,0,0,,3,6,.500,1,7,8,3,0,1,3,5,15,-4
201112250NYK,BOS,Jermaine O'Neal,onealje01,17:11,2,5,.400,0,0,,2,3,.667,0,2,2,0,0,2,1,5,6,+5
201112250NYK,BOS,Sasha Pavlovic,pavloal01,15:07,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,4,0,-4
201112250NYK,BOS,Marquis Daniels,daniema01,29:48,2,8,.250,0,1,.000,0,0,,1,5,6,5,1,1,0,5,4,-2
201112250NYK,BOS,Brandon Bass,bassbr01,27:36,9,13,.692,0,0,,2,2,1.000,5,6,11,0,1,0,1,3,20,-1
201112250NYK,BOS,Chris Wilcox,wilcoch01,14:03,2,3,.667,0,0,,0,0,,2,1,3,0,0,1,1,1,4,-4
201112250NYK,BOS,Keyon Dooling,doolike01,11:23,0,1,.000,0,0,,4,4,1.000,0,1,1,3,0,0,2,2,4,-4
201112250NYK,BOS,Avery Bradley,bradlav01,8:49,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-5
201112250NYK,BOS,E'Twaun Moore,mooreet01,0:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
201112250NYK,NYK,Tyson Chandler,chandty01,36:48,1,2,.500,0,0,,5,8,.625,2,1,3,2,0,6,0,2,7,-5
201112250NYK,NYK,Toney Douglas,douglto01,35:04,8,19,.421,2,6,.333,1,2,.500,0,2,2,4,3,0,2,4,19,+12
201112250NYK,NYK,Amar'e Stoudemire,stoudam01,34:42,8,11,.727,2,2,1.000,3,4,.750,0,6,6,2,2,2,1,2,21,-3
201112250NYK,NYK,Landry Fields,fieldla01,33:52,3,7,.429,1,3,.333,0,0,,1,1,2,3,2,0,2,3,7,-11
201112250NYK,NYK,Carmelo Anthony,anthoca01,33:35,10,17,.588,4,7,.571,13,15,.867,1,7,8,3,2,1,5,4,37,+15
201112250NYK,NYK,Iman Shumpert,shumpim01,22:02,3,13,.231,0,1,.000,5,5,1.000,1,3,4,1,0,0,2,2,11,-10
201112250NYK,NYK,Bill Walker,walkebi01,14:43,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,3,4,0,-5
201112250NYK,NYK,Jared Jeffries,jeffrja01,12:30,1,3,.333,0,0,,0,0,,1,0,1,0,0,1,0,2,2,+3
201112250NYK,NYK,Josh Harrellson,harrejo01,9:03,0,0,,0,0,,0,0,,0,2,2,1,0,1,1,0,0,+9
201112250NYK,NYK,Renaldo Balkman,balkmre01,7:41,1,1,1.000,0,0,,0,0,,2,1,3,1,0,0,0,2,2,+5
201112250OKC,ORL,Dwight Howard,howardw01,38:27,4,12,.333,0,1,.000,3,8,.375,4,11,15,0,1,2,3,4,11,-4
201112250OKC,ORL,Ryan Anderson,anderry01,33:35,9,17,.529,6,12,.500,1,1,1.000,4,6,10,1,2,0,2,4,25,-7
201112250OKC,ORL,Jameer Nelson,nelsoja01,30:37,7,13,.538,0,2,.000,4,4,1.000,1,0,1,6,0,0,4,4,18,+9
201112250OKC,ORL,Hedo Turkoglu,turkohe01,29:21,3,10,.300,2,5,.400,0,0,,2,1,3,4,2,0,2,3,8,-2
201112250OKC,ORL,Jason Richardson,richaja01,28:54,1,10,.100,0,4,.000,0,0,,0,3,3,2,0,0,3,2,2,-8
201112250OKC,ORL,J.J. Redick,redicjj01,22:43,0,3,.000,0,2,.000,8,8,1.000,0,3,3,1,0,0,0,1,8,-7
201112250OKC,ORL,Glen Davis,davisgl01,19:03,3,9,.333,0,1,.000,0,0,,0,5,5,0,1,1,2,4,6,-8
201112250OKC,ORL,Chris Duhon,duhonch01,17:23,0,2,.000,0,1,.000,0,0,,1,1,2,4,1,0,1,2,0,-17
201112250OKC,ORL,Von Wafer,wafervo01,9:11,2,2,1.000,0,0,,5,5,1.000,0,0,0,0,0,0,0,0,9,+11
201112250OKC,ORL,Earl Clark,clarkea01,6:05,1,3,.333,0,0,,0,0,,2,1,3,0,0,1,1,0,2,-10
201112250OKC,ORL,Quentin Richardson,richaqu01,4:41,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+3
201112250OKC,OKC,Kevin Durant,duranke01,37:02,11,19,.579,2,4,.500,6,11,.545,1,4,5,6,2,0,4,1,30,+1
201112250OKC,OKC,Russell Westbrook,westbru01,34:04,6,17,.353,1,2,.500,1,1,1.000,1,6,7,6,3,0,7,5,14,-5
201112250OKC,OKC,Kendrick Perkins,perkike01,29:52,2,2,1.000,0,0,,2,2,1.000,1,3,4,1,0,1,1,4,6,-1
201112250OKC,OKC,Serge Ibaka,ibakase01,23:07,0,1,.000,0,0,,0,0,,2,4,6,0,1,2,1,3,0,-10
201112250OKC,OKC,Thabo Sefolosha,sefolth01,20:54,3,5,.600,2,2,1.000,0,0,,0,3,3,0,0,0,0,1,8,-3
201112250OKC,OKC,James Harden,hardeja01,32:01,4,11,.364,1,4,.250,10,12,.833,0,6,6,3,0,0,0,3,19,+8
201112250OKC,OKC,Nick Collison,collini01,21:49,2,3,.667,0,0,,0,0,,0,2,2,1,1,0,2,2,4,+18
201112250OKC,OKC,Nazr Mohammed,mohamna01,16:17,1,4,.250,0,0,,0,0,,2,5,7,0,0,2,0,2,2,+12
201112250OKC,OKC,Eric Maynor,maynoer01,13:56,3,5,.600,2,3,.667,0,0,,0,2,2,3,0,0,1,1,8,+13
201112250OKC,OKC,Daequan Cook,cookda02,10:58,2,5,.400,2,4,.500,0,0,,0,1,1,1,1,0,0,0,6,+7
201112260CHA,MIL,Mike Dunleavy,dunlemi02,37:37,3,12,.250,3,8,.375,4,4,1.000,1,2,3,3,0,0,2,1,13,+3
201112260CHA,MIL,Andrew Bogut,bogutan01,37:31,7,14,.500,0,0,,3,4,.750,2,7,9,2,2,1,1,1,17,+5
201112260CHA,MIL,Brandon Jennings,jennibr01,37:11,8,21,.381,3,6,.500,3,3,1.000,1,2,3,4,0,0,0,3,22,-4
201112260CHA,MIL,Ersan Ilyasova,ilyaser01,26:40,1,4,.250,0,0,,0,0,,2,7,9,0,2,0,1,0,2,-9
201112260CHA,MIL,Stephen Jackson,jacksst02,17:17,1,5,.200,1,4,.250,3,3,1.000,0,1,1,1,1,0,3,6,6,0
201112260CHA,MIL,Shaun Livingston,livinsh01,34:44,6,10,.600,0,0,,2,3,.667,2,2,4,6,1,0,2,2,14,+1
201112260CHA,MIL,Beno Udrih,udrihbe01,22:40,5,12,.417,1,4,.250,2,4,.500,0,1,1,3,0,0,1,2,13,+4
201112260CHA,MIL,Drew Gooden,goodedr01,13:47,1,4,.250,0,1,.000,2,2,1.000,0,5,5,2,0,1,1,1,4,-3
201112260CHA,MIL,Larry Sanders,sandela01,11:15,2,2,1.000,0,0,,0,0,,0,4,4,0,0,0,1,4,4,0
201112260CHA,MIL,Jon Leuer,leuerjo01,1:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
201112260CHA,CHA,Gerald Henderson,hendege02,38:53,7,14,.500,1,2,.500,3,3,1.000,4,5,9,0,0,1,4,3,18,+1
201112260CHA,CHA,Corey Maggette,maggeco01,38:40,6,15,.400,0,2,.000,0,1,.000,1,6,7,2,1,0,6,4,12,+1
201112260CHA,CHA,D.J. Augustin,augusdj01,30:36,7,16,.438,2,8,.250,3,4,.750,1,1,2,8,0,0,2,2,19,0
201112260CHA,CHA,Boris Diaw,diawbo01,30:01,4,9,.444,1,2,.500,0,0,,3,8,11,9,0,2,1,3,9,+1
201112260CHA,CHA,D.J. White,whitedj01,21:41,3,6,.500,0,0,,2,2,1.000,0,5,5,1,0,1,0,0,8,+5
201112260CHA,CHA,Kemba Walker,walkeke02,20:37,3,10,.300,0,2,.000,7,7,1.000,2,5,7,3,1,0,0,1,13,+5
201112260CHA,CHA,Byron Mullens,mulleby01,19:45,5,7,.714,0,0,,0,0,,2,0,2,0,0,1,1,2,10,+6
201112260CHA,CHA,DeSagana Diop,diopde01,16:10,0,3,.000,0,0,,0,0,,2,6,8,1,1,1,0,1,0,+1
201112260CHA,CHA,Matt Carroll,carroma01,9:07,2,5,.400,0,3,.000,1,2,.500,0,0,0,1,0,0,1,3,5,0
201112260CHA,CHA,Derrick Brown,brownde04,8:22,1,1,1.000,0,0,,0,2,.000,0,1,1,2,0,0,0,1,2,-8
201112260CHA,CHA,Bismack Biyombo,biyombi01,6:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-7
201112260CLE,TOR,Amir Johnson,johnsam01,32:33,5,7,.714,0,0,,3,4,.750,4,9,13,3,1,3,3,4,13,+8
201112260CLE,TOR,Jose Calderon,caldejo01,30:25,5,9,.556,3,5,.600,2,2,1.000,2,4,6,11,0,0,1,2,15,+12
201112260CLE,TOR,Andrea Bargnani,bargnan01,30:06,5,12,.417,1,4,.250,2,2,1.000,0,6,6,2,0,0,0,2,13,+9
201112260CLE,TOR,DeMar DeRozan,derozde01,25:51,7,13,.538,0,1,.000,1,2,.500,0,2,2,2,1,0,0,0,15,+14
201112260CLE,TOR,Rasual Butler,butlera01,11:54,1,4,.250,1,4,.250,0,0,,0,1,1,2,0,0,0,3,3,+2
201112260CLE,TOR,James Johnson,johnsja01,36:06,2,4,.500,1,1,1.000,0,0,,0,6,6,5,2,3,4,1,5,+6
201112260CLE,TOR,Leandro Barbosa,barbole01,22:09,5,14,.357,1,3,.333,3,3,1.000,0,0,0,4,0,0,2,4,14,-6
201112260CLE,TOR,Ed Davis,davised01,17:54,7,7,1.000,0,0,,0,0,,4,3,7,2,0,2,0,3,14,-1
201112260CLE,TOR,Jerryd Bayless,bayleje01,17:35,4,8,.500,2,3,.667,0,0,,0,1,1,3,0,0,1,1,10,-4
201112260CLE,TOR,Jamaal Magloire,magloja01,15:27,1,1,1.000,0,0,,0,0,,1,2,3,1,0,1,1,2,2,0
201112260CLE,CLE,Anderson Varejao,varejan01,32:31,6,12,.500,0,0,,2,3,.667,7,3,10,1,1,0,1,3,14,-11
201112260CLE,CLE,Antawn Jamison,jamisan01,30:43,6,20,.300,0,4,.000,3,6,.500,3,4,7,2,0,0,0,1,15,-11
201112260CLE,CLE,Kyrie Irving,irvinky01,26:01,2,12,.167,1,5,.200,1,1,1.000,0,3,3,7,1,0,1,2,6,-10
201112260CLE,CLE,Anthony Parker,parkean01,25:54,3,3,1.000,2,2,1.000,0,0,,0,2,2,0,0,0,0,2,8,-6
201112260CLE,CLE,Omri Casspi,casspom01,20:33,0,4,.000,0,3,.000,2,2,1.000,0,1,1,2,1,0,1,2,2,-9
201112260CLE,CLE,Alonzo Gee,geeal01,27:59,5,7,.714,1,2,.500,4,5,.800,2,1,3,3,3,0,2,2,15,-1
201112260CLE,CLE,Ramon Sessions,sessira01,21:59,6,12,.500,2,4,.500,4,5,.800,1,3,4,6,1,0,1,0,18,+2
201112260CLE,CLE,Daniel Gibson,gibsoda01,21:34,3,6,.500,0,0,,0,0,,0,1,1,0,0,0,0,2,6,0
201112260CLE,CLE,Tristan Thompson,thomptr01,17:17,4,6,.667,0,0,,4,6,.667,2,3,5,0,0,0,0,2,12,+3
201112260CLE,CLE,Ryan Hollins,holliry01,15:29,0,3,.000,0,0,,0,0,,0,1,1,0,0,1,1,0,0,+3
201112260DAL,DEN,Ty Lawson,lawsoty01,31:53,10,15,.667,3,6,.500,4,4,1.000,1,3,4,4,3,0,2,0,27,+23
201112260DAL,DEN,Arron Afflalo,afflaar01,27:58,4,8,.500,1,2,.500,2,2,1.000,0,1,1,2,2,0,0,2,11,+5
201112260DAL,DEN,Danilo Gallinari,gallida01,26:15,4,10,.400,1,5,.200,6,6,1.000,1,6,7,3,1,1,1,2,15,+26
201112260DAL,DEN,Nene Hilario,hilarne01,23:26,4,8,.500,0,0,,0,0,,0,7,7,2,0,1,3,2,8,+26
201112260DAL,DEN,Timofey Mozgov,mozgoti01,13:56,0,1,.000,0,0,,1,2,.500,0,3,3,0,0,0,0,1,1,+2
201112260DAL,DEN,Rudy Fernandez,fernaru01,29:40,2,8,.250,1,7,.143,3,6,.500,1,3,4,2,3,0,2,2,8,+15
201112260DAL,DEN,Andre Miller,millean02,27:17,6,8,.750,2,2,1.000,4,4,1.000,2,3,5,5,3,1,3,1,18,+14
201112260DAL,DEN,Al Harrington,harrial01,21:43,7,13,.538,2,5,.400,2,2,1.000,2,3,5,0,1,0,2,3,18,+10
201112260DAL,DEN,Chris Andersen,anderch01,21:09,0,3,.000,0,0,,4,4,1.000,2,4,6,0,0,0,0,2,4,-8
201112260DAL,DEN,Corey Brewer,breweco01,13:18,2,5,.400,0,0,,1,4,.250,1,3,4,0,1,0,2,2,5,-7
201112260DAL,DEN,Kosta Koufos,koufoko01,3:25,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,1,0,+4
201112260DAL,DAL,Dirk Nowitzki,nowitdi01,26:12,7,14,.500,0,2,.000,6,6,1.000,0,4,4,0,0,0,1,2,20,-21
201112260DAL,DAL,Delonte West,westde01,25:27,1,5,.200,0,2,.000,0,0,,0,2,2,4,3,0,1,1,2,+5
201112260DAL,DAL,Jason Kidd,kiddja01,24:14,4,9,.444,4,8,.500,0,0,,0,3,3,4,0,0,2,2,12,-27
201112260DAL,DAL,Shawn Marion,mariosh01,23:10,1,5,.200,0,1,.000,0,0,,0,6,6,3,0,0,1,0,2,-14
201112260DAL,DAL,Brendan Haywood,haywobr01,21:38,3,5,.600,0,0,,1,4,.250,2,3,5,0,0,0,0,2,7,-24
201112260DAL,DAL,Lamar Odom,odomla01,32:56,1,10,.100,0,5,.000,4,5,.800,0,7,7,0,0,1,2,3,6,-14
201112260DAL,DAL,Jason Terry,terryja01,25:46,3,8,.375,0,2,.000,0,0,,0,2,2,4,2,0,4,2,6,-23
201112260DAL,DAL,Vince Carter,cartevi01,20:32,3,6,.500,2,3,.667,3,4,.750,0,1,1,3,1,1,3,4,11,-3
201112260DAL,DAL,Rodrigue Beaubois,beaubro01,14:43,3,5,.600,2,2,1.000,2,2,1.000,1,1,2,1,2,0,2,4,10,+13
201112260DAL,DAL,Sean Williams,willise01,11:06,4,4,1.000,0,0,,4,4,1.000,1,2,3,0,1,1,3,5,12,+15
201112260DAL,DAL,Brian Cardinal,cardibr01,5:26,1,2,.500,0,1,.000,0,0,,0,0,0,0,2,0,0,3,2,-5
201112260DAL,DAL,Ian Mahinmi,mahinia01,4:43,1,2,.500,0,0,,1,2,.500,1,0,1,0,0,0,0,0,3,-6
201112260DAL,DAL,Dominique Jones,jonesdo02,4:07,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-6
201112260GSW,CHI,Luol Deng,denglu01,41:17,10,15,.667,1,4,.250,1,2,.500,2,8,10,1,0,1,4,2,22,+1
201112260GSW,CHI,Derrick Rose,rosede01,39:04,4,17,.235,1,8,.125,4,4,1.000,1,4,5,8,0,0,3,3,13,+1
201112260GSW,CHI,Carlos Boozer,boozeca01,25:48,3,7,.429,0,0,,0,0,,1,2,3,1,1,0,2,2,6,-7
201112260GSW,CHI,Joakim Noah,noahjo01,25:39,3,7,.429,0,0,,1,2,.500,3,7,10,0,1,0,2,1,7,-6
201112260GSW,CHI,Richard Hamilton,hamilri01,24:20,5,12,.417,0,1,.000,0,0,,2,1,3,4,0,0,3,3,10,-2
201112260GSW,CHI,Taj Gibson,gibsota01,22:12,2,3,.667,0,0,,1,2,.500,2,7,9,0,0,2,4,2,5,-1
201112260GSW,CHI,C.J. Watson,watsocj01,19:40,3,10,.300,3,6,.500,4,4,1.000,2,0,2,1,1,0,2,3,13,+1
201112260GSW,CHI,Kyle Korver,korveky01,16:49,3,6,.500,3,5,.600,2,2,1.000,0,1,1,0,0,0,0,2,11,+2
201112260GSW,CHI,Ronnie Brewer,brewero02,15:12,1,4,.250,0,0,,2,6,.333,1,3,4,1,0,0,0,0,4,-16
201112260GSW,CHI,Omer Asik,asikom01,9:59,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-13
201112260GSW,GSW,Stephen Curry,curryst01,37:29,7,12,.583,1,3,.333,6,7,.857,1,6,7,10,6,0,4,4,21,+11
201112260GSW,GSW,Monta Ellis,ellismo01,37:22,10,17,.588,1,4,.250,5,6,.833,0,2,2,7,0,1,3,3,26,0
201112260GSW,GSW,David Lee,leeda02,34:17,8,16,.500,0,0,,6,8,.750,1,6,7,1,1,0,1,2,22,-4
201112260GSW,GSW,Dorell Wright,wrighdo01,33:42,6,10,.600,1,4,.250,0,0,,0,3,3,1,1,0,0,3,13,-12
201112260GSW,GSW,Andris Biedrins,biedran01,13:41,0,4,.000,0,0,,0,0,,3,1,4,0,3,1,0,2,0,-1
201112260GSW,GSW,Brandon Rush,rushbr01,26:38,2,6,.333,1,3,.333,0,0,,0,3,3,1,1,2,2,1,5,+11
201112260GSW,GSW,Kwame Brown,brownkw01,23:07,1,3,.333,0,0,,3,6,.500,1,5,6,0,4,0,0,1,5,+21
201112260GSW,GSW,Ekpe Udoh,udohek01,13:08,2,4,.500,0,0,,0,0,,0,1,1,0,0,1,0,1,4,+12
201112260GSW,GSW,Klay Thompson,thompkl01,10:41,0,2,.000,0,1,.000,0,0,,1,2,3,2,0,0,0,1,0,+8
201112260GSW,GSW,Dominic McGuire,mcguido01,5:39,0,1,.000,0,0,,3,4,.750,0,0,0,0,0,0,0,0,3,-6
201112260GSW,GSW,Ishmael Smith,smithis01,4:16,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,0
201112260IND,DET,Jonas Jerebko,jerebjo01,37:57,7,11,.636,0,2,.000,3,4,.750,2,3,5,1,1,1,0,3,17,-6
